com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:58-boolean id = false;	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:59-String s = name;	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:61-String X = null;	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:63-partial: switch (s.length()) {	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:64-case 2: c=s.charAt(1);	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:65-if (c=='f') {	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:67-} else if (c=='n') {	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:69-} else if (c=='o') {	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:185-if (X!=null && X!=s && !X.equals(s)) return false;	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:187-return id;	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:205-return true;	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:158-case 7: switch (s.charAt(1)) {	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:160-case 'e': X="default";id=true; break partial;	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:191-int length = s.length();	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:193-if (length == 0 ||	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:199-if (	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:73-case 3: switch (s.charAt(0)) {	0
com.google.javascript.rhino.TokenStream:195-return false;[CLS]com.google.javascript.rhino.TokenStream:94-} break partial;	0
