bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	patch
1	[BUG] [BUGGY] double v = Math.max(value, this.lowerBound); [FE] IllegalArgumentException [CONTEXT] public Paint getPaint(double value) { [BUGGY] double v = Math.max(value, this.lowerBound); [BUGGY] v = Math.min(v, this.upperBound); int g = (int) ((value - this.lowerBound) / (this.upperBound - this.lowerBound) * 255.0); return new Color(g, g, g); } [CLASS] GrayPaintScale [METHOD] getPaint [RETURN_TYPE] Paint  double value [VARIABLES] double lowerBound upperBound v value int g boolean  	projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java	1.0	124	124	1	
2	[BUG] [BUGGY] v = Math.min(v, this.upperBound); [FE] IllegalArgumentException [CONTEXT] public Paint getPaint(double value) { double v = Math.max(value, this.lowerBound); [BUGGY] v = Math.min(v, this.upperBound); [BUGGY] int g = (int) ((value - this.lowerBound) / (this.upperBound - this.lowerBound) * 255.0); return new Color(g, g, g); } [CLASS] GrayPaintScale [METHOD] getPaint [RETURN_TYPE] Paint  double value [VARIABLES] double lowerBound upperBound v value int g boolean  	projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java	1.0	125	125	1	
3	[BUG] [BUGGY] int g = (int) ((value - this.lowerBound) / (this.upperBound  - this.lowerBound) * 255.0); return new Color(g, g, g); [FE] IllegalArgumentException [CONTEXT] public Paint getPaint(double value) { double v = Math.max(value, this.lowerBound); v = Math.min(v, this.upperBound); [BUGGY] int g = (int) ((value - this.lowerBound) / (this.upperBound        - this.lowerBound) * 255.0);    return new Color(g, g, g); [BUGGY] - this.lowerBound) * 255.0); return new Color(g, g, g); } [CLASS] GrayPaintScale [METHOD] getPaint [RETURN_TYPE] Paint  double value [VARIABLES] double lowerBound upperBound v value int g boolean  	projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java	1.0	126	128	1	
4	[BUG] [BUGGY] return new Color(g, g, g); [FE] IllegalArgumentException [CONTEXT] public Paint getPaint(double value) { double v = Math.max(value, this.lowerBound); v = Math.min(v, this.upperBound); int g = (int) ((value - this.lowerBound) / (this.upperBound - this.lowerBound) * 255.0); [BUGGY] return new Color(g, g, g); [BUGGY] } [CLASS] GrayPaintScale [METHOD] getPaint [RETURN_TYPE] Paint  double value [VARIABLES] double lowerBound upperBound v value int g boolean  	projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java	1.0	128	128	1	
5	[BUG] [BUGGY] this(0.0, 1.0); [FE] IllegalArgumentException [CONTEXT] public GrayPaintScale() { [BUGGY] this(0.0, 1.0); [BUGGY] } [CLASS] GrayPaintScale [METHOD] <init> [RETURN_TYPE] GrayPaintScale()  [VARIABLES] double lowerBound upperBound boolean  	projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java	0.4472135954999579	72	72	1	
6	[BUG] [BUGGY] } [FE] IllegalArgumentException [CONTEXT] public GrayPaintScale() { this(0.0, 1.0); [BUGGY] } [BUGGY]  [CLASS] GrayPaintScale [METHOD] <init> [RETURN_TYPE] GrayPaintScale()  [VARIABLES] double lowerBound upperBound boolean  	projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java	0.4472135954999579	73	73	1	
7	[BUG] [BUGGY] public GrayPaintScale(double lowerBound, double upperBound) { [FE] IllegalArgumentException [CONTEXT] [BUGGY] public GrayPaintScale(double lowerBound, double upperBound) { [BUGGY] if (lowerBound >= upperBound) { throw new IllegalArgumentException( "Requires lowerBound < upperBound."); } this.lowerBound = lowerBound; this.upperBound = upperBound; } [CLASS] GrayPaintScale [METHOD] <init> [RETURN_TYPE] GrayPaintScale(double,double)  double lowerBound double upperBound [VARIABLES] double lowerBound upperBound boolean  	projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java	0.4472135954999579	84	84	1	
8	[BUG] [BUGGY] if (lowerBound >= upperBound) { [FE] IllegalArgumentException [CONTEXT] public GrayPaintScale(double lowerBound, double upperBound) { [BUGGY] if (lowerBound >= upperBound) { [BUGGY] throw new IllegalArgumentException( "Requires lowerBound < upperBound."); } this.lowerBound = lowerBound; this.upperBound = upperBound; } [CLASS] GrayPaintScale [METHOD] <init> [RETURN_TYPE] GrayPaintScale(double,double)  double lowerBound double upperBound [VARIABLES] double lowerBound upperBound boolean  	projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java	0.4472135954999579	85	85	1	
9	[BUG] [BUGGY] this.lowerBound = lowerBound; [FE] IllegalArgumentException [CONTEXT] public GrayPaintScale(double lowerBound, double upperBound) { if (lowerBound >= upperBound) { throw new IllegalArgumentException( "Requires lowerBound < upperBound."); } [BUGGY] this.lowerBound = lowerBound; [BUGGY] this.upperBound = upperBound; } [CLASS] GrayPaintScale [METHOD] <init> [RETURN_TYPE] GrayPaintScale(double,double)  double lowerBound double upperBound [VARIABLES] double lowerBound upperBound boolean  	projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java	0.4472135954999579	89	89	1	
10	[BUG] [BUGGY] this.upperBound = upperBound; [FE] IllegalArgumentException [CONTEXT] public GrayPaintScale(double lowerBound, double upperBound) { if (lowerBound >= upperBound) { throw new IllegalArgumentException( "Requires lowerBound < upperBound."); } this.lowerBound = lowerBound; [BUGGY] this.upperBound = upperBound; [BUGGY] } [CLASS] GrayPaintScale [METHOD] <init> [RETURN_TYPE] GrayPaintScale(double,double)  double lowerBound double upperBound [VARIABLES] double lowerBound upperBound boolean  	projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java	0.4472135954999579	90	90	1	
