bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  [CE]  illegal  start  of  type  [FE]            AssertionError      [CONTEXT]      return  createObject(str);  }  else  if  (PatternOptionBuilder.NUMBER_VALUE  ==  clazz)  {  return  createNumber(str);  }  else  if  (PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }      [BUGGY]  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  [BUGGY]      else  if  (PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  {  return  createClass(str);  }  else  if  (PatternOptionBuilder.FILE_VALUE  ==  clazz)  {  return  createFile(str);  }  else  if  (PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createFile(str);  [CLASS]  TypeHandler  [METHOD]  createValue  [RETURN_TYPE]  Object  String  str  Class<?>  clazz  [VARIABLES]  boolean  Class  clazz  String  str  	projects/Cli39/src/main/java/org/apache/commons/cli/TypeHandler.java	0.6324555320336759	82	83	2	replace	}  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {	          else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    }    else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    	non-compiled	[CE]  illegal  start  of  type	31	None	replace
2	[BUG]  [BUGGY]  [FE]  AssertionError  [FE]    AssertionError    [CONTEXT]      return  createObject(str);  }  else  if  (PatternOptionBuilder.NUMBER_VALUE  ==  clazz)  {  return  createNumber(str);  }  else  if  (PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }      [BUGGY]          else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  [BUGGY]      else  if  (PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  {  return  createClass(str);  }  else  if  (PatternOptionBuilder.FILE_VALUE  ==  clazz)  {  return  createFile(str);  }  else  if  (PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createFile(str);  [CLASS]  TypeHandler  [METHOD]  createValue  [RETURN_TYPE]  Object  String  str  Class<?>  clazz  [VARIABLES]  boolean  Class  clazz  String  str  	projects/Cli39/src/main/java/org/apache/commons/cli/TypeHandler.java	0.6324555320336759	82	83	2	add	                else        if(PatternOptionBuilder.DATE_VALUE        ==        clazz)        {        return        createDate(str);        }        else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }	  	compilable	  [FE]  AssertionError  	27	2	add
3	[BUG]  [BUGGY]          else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  [FE]  AssertionError  [FE]    AssertionError    [CONTEXT]      return  createObject(str);  }  else  if  (PatternOptionBuilder.NUMBER_VALUE  ==  clazz)  {  return  createNumber(str);  }  else  if  (PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }      [BUGGY]          else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  [BUGGY]      else  if  (PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  {  return  createClass(str);  }  else  if  (PatternOptionBuilder.FILE_VALUE  ==  clazz)  {  return  createFile(str);  }  else  if  (PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createFile(str);  [CLASS]  TypeHandler  [METHOD]  createValue  [RETURN_TYPE]  Object  String  str  Class<?>  clazz  [VARIABLES]  boolean  Class  clazz  String  str  	projects/Cli39/src/main/java/org/apache/commons/cli/TypeHandler.java	0.6324555320336759	82	83	2	replace	                else        if(PatternOptionBuilder.DATE_VALUE        ==        clazz)        {        return        createDate(str);        }        else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }	  	compilable	  [FE]  AssertionError  	27	2	add
4	[BUG]  [BUGGY]  [FE]  AssertionError  [FE]      AssertionError    [CONTEXT]      return  createObject(str);  }  else  if  (PatternOptionBuilder.NUMBER_VALUE  ==  clazz)  {  return  createNumber(str);  }  else  if  (PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }      [BUGGY]          else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createObject(str);  }  [BUGGY]      else  if  (PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  {  return  createClass(str);  }  else  if  (PatternOptionBuilder.FILE_VALUE  ==  clazz)  {  return  createFile(str);  }  else  if  (PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createFile(str);  [CLASS]  TypeHandler  [METHOD]  createValue  [RETURN_TYPE]  Object  String  str  Class<?>  clazz  [VARIABLES]  boolean  Class  clazz  String  str  	projects/Cli39/src/main/java/org/apache/commons/cli/TypeHandler.java	0.6324555320336759	82	83	2	add	                else        if(PatternOptionBuilder.DATE_VALUE        ==        clazz)        {        return        createDate(str);        }        else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createObject(str);  }	  	compilable	  [FE]  AssertionError  	27	1	add
5	[BUG]  [BUGGY]          else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createObject(str);  }  [FE]  AssertionError  [FE]      AssertionError    [CONTEXT]      return  createObject(str);  }  else  if  (PatternOptionBuilder.NUMBER_VALUE  ==  clazz)  {  return  createNumber(str);  }  else  if  (PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }      [BUGGY]          else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createObject(str);  }  [BUGGY]      else  if  (PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  {  return  createClass(str);  }  else  if  (PatternOptionBuilder.FILE_VALUE  ==  clazz)  {  return  createFile(str);  }  else  if  (PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createFile(str);  [CLASS]  TypeHandler  [METHOD]  createValue  [RETURN_TYPE]  Object  String  str  Class<?>  clazz  [VARIABLES]  boolean  Class  clazz  String  str  	projects/Cli39/src/main/java/org/apache/commons/cli/TypeHandler.java	0.6324555320336759	82	83	2	replace	                else        if(PatternOptionBuilder.DATE_VALUE        ==        clazz)        {        return        createDate(str);        }        else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createObject(str);  }	  	compilable	  [FE]  AssertionError  	27	1	add
6	[BUG]  [BUGGY]  [FE]  AssertionError  [FE]        AssertionError    [CONTEXT]      return  createObject(str);  }  else  if  (PatternOptionBuilder.NUMBER_VALUE  ==  clazz)  {  return  createNumber(str);  }  else  if  (PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }      [BUGGY]          else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  [BUGGY]      else  if  (PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  {  return  createClass(str);  }  else  if  (PatternOptionBuilder.FILE_VALUE  ==  clazz)  {  return  createFile(str);  }  else  if  (PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createFile(str);  [CLASS]  TypeHandler  [METHOD]  createValue  [RETURN_TYPE]  Object  String  str  Class<?>  clazz  [VARIABLES]  boolean  Class  clazz  String  str  	projects/Cli39/src/main/java/org/apache/commons/cli/TypeHandler.java	0.6324555320336759	82	83	2	add	                else        if(PatternOptionBuilder.DATE_VALUE        ==        clazz)        {        return        createDate(str);        }        else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }	  	compilable	  [FE]  AssertionError  	27	2	add
7	[BUG]  [BUGGY]          else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  [FE]  AssertionError  [FE]        AssertionError    [CONTEXT]      return  createObject(str);  }  else  if  (PatternOptionBuilder.NUMBER_VALUE  ==  clazz)  {  return  createNumber(str);  }  else  if  (PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }      [BUGGY]          else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  [BUGGY]      else  if  (PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  {  return  createClass(str);  }  else  if  (PatternOptionBuilder.FILE_VALUE  ==  clazz)  {  return  createFile(str);  }  else  if  (PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createFile(str);  [CLASS]  TypeHandler  [METHOD]  createValue  [RETURN_TYPE]  Object  String  str  Class<?>  clazz  [VARIABLES]  boolean  Class  clazz  String  str  	projects/Cli39/src/main/java/org/apache/commons/cli/TypeHandler.java	0.6324555320336759	82	83	2	replace	                else        if(PatternOptionBuilder.DATE_VALUE        ==        clazz)        {        return        createDate(str);        }        else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }	  	compilable	  [FE]  AssertionError  	27	2	add
8	[BUG]  [BUGGY]  [FE]  AssertionError  [FE]          AssertionError    [CONTEXT]      return  createObject(str);  }  else  if  (PatternOptionBuilder.NUMBER_VALUE  ==  clazz)  {  return  createNumber(str);  }  else  if  (PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }      [BUGGY]          else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.NUMBER_VALUE  ==  clazz)  {  return  createNumber(str);  }  [BUGGY]      else  if  (PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  {  return  createClass(str);  }  else  if  (PatternOptionBuilder.FILE_VALUE  ==  clazz)  {  return  createFile(str);  }  else  if  (PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createFile(str);  [CLASS]  TypeHandler  [METHOD]  createValue  [RETURN_TYPE]  Object  String  str  Class<?>  clazz  [VARIABLES]  boolean  Class  clazz  String  str  	projects/Cli39/src/main/java/org/apache/commons/cli/TypeHandler.java	0.6324555320336759	82	83	2	add	                else        if(PatternOptionBuilder.DATE_VALUE        ==        clazz)        {        return        createDate(str);        }        else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.NUMBER_VALUE  ==  clazz)  {  return  createNumber(str);  }	  	compilable	  [FE]  AssertionError  	27	2	add
9	[BUG]  [BUGGY]          else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.NUMBER_VALUE  ==  clazz)  {  return  createNumber(str);  }  [FE]  AssertionError  [FE]          AssertionError    [CONTEXT]      return  createObject(str);  }  else  if  (PatternOptionBuilder.NUMBER_VALUE  ==  clazz)  {  return  createNumber(str);  }  else  if  (PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }      [BUGGY]          else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.NUMBER_VALUE  ==  clazz)  {  return  createNumber(str);  }  [BUGGY]      else  if  (PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  {  return  createClass(str);  }  else  if  (PatternOptionBuilder.FILE_VALUE  ==  clazz)  {  return  createFile(str);  }  else  if  (PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createFile(str);  [CLASS]  TypeHandler  [METHOD]  createValue  [RETURN_TYPE]  Object  String  str  Class<?>  clazz  [VARIABLES]  boolean  Class  clazz  String  str  	projects/Cli39/src/main/java/org/apache/commons/cli/TypeHandler.java	0.6324555320336759	82	83	2	replace	                else        if(PatternOptionBuilder.DATE_VALUE        ==        clazz)        {        return        createDate(str);        }        else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.NUMBER_VALUE  ==  clazz)  {  return  createNumber(str);  }	  	compilable	  [FE]  AssertionError  	27	2	add
10	[BUG]  [BUGGY]          else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createObject(str);  }  [CE]  illegal  start  of  type  [FE]            AssertionError    [CONTEXT]      return  createObject(str);  }  else  if  (PatternOptionBuilder.NUMBER_VALUE  ==  clazz)  {  return  createNumber(str);  }  else  if  (PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }      [BUGGY]          else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    else  if(PatternOptionBuilder.DATE_VALUE  ==  clazz)  {  return  createDate(str);  }  }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createObject(str);  }  [BUGGY]      else  if  (PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  {  return  createClass(str);  }  else  if  (PatternOptionBuilder.FILE_VALUE  ==  clazz)  {  return  createFile(str);  }  else  if  (PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createFile(str);  [CLASS]  TypeHandler  [METHOD]  createValue  [RETURN_TYPE]  Object  String  str  Class<?>  clazz  [VARIABLES]  boolean  Class  clazz  String  str  	projects/Cli39/src/main/java/org/apache/commons/cli/TypeHandler.java	0.6324555320336759	82	83	2	replace	                else        if(PatternOptionBuilder.DATE_VALUE        ==        clazz)        {        return        createDate(str);        }        else    if(PatternOptionBuilder.DATE_VALUE    ==    clazz)    {    return    createDate(str);    }    }  else  if(PatternOptionBuilder.CLASS_VALUE  ==  clazz)  {  return  createClass(str);  }  else  if(PatternOptionBuilder.EXISTING_FILE_VALUE  ==  clazz)  {  return  createObject(str);  }	  	non-compiled	[CE]  illegal  start  of  type	27	None	add
