projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(AbstractCompilercompiler,booleanassertOnChange){
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(compiler,assertOnChange){
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(compiler,assertOnChange,this.checkUserDeclarations){
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(compiler,assertOnChange,false){
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(compiler,assertOnChange,true){
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(compiler,assertOnChange,hasOkDuplicateDeclaration){
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(compiler,assertOnChange,checkUserDeclarations){
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77super(compiler,assertOnChange);
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(compiler,assertOnChange,this.hasOkDuplicateDeclaration){
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(compiler,assertOnChange,this.checkUserDeclarations);
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Set<AbstractCompiler>constantMap=Sets.newHashSet();assertOnChange=constantMap.keySet().iterator().next().iterator().next().iterator().next().iterator().next().iterator().next().iterator().next()
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Set<AbstractCompiler>constantMap=Sets.newHashSet();assertOnChange=constantMap.keySet().iterator().next().iterator().next().iterator().next().iterator().next().iterator().next().iterator().next().iterator()
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(compiler,assertOnChange,this.assertOnChange){
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Set<AbstractCompiler>constantMap=Sets.newHashSet();assertOnChange=constantMap.keySet().iterator().next().getDeclarations().iterator().next().getDeclarations().iterator().next().getDeclarations().iterator().
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(compiler,booleanassertOnChange,this.checkUserDeclarations){
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Set<AbstractCompiler>constantMap=Sets.newHashSet();assertOnChange=constantMap.keySet().iterator().next().iterator().next().iterator().next().iterator().next().iterator().next().iterator().next().
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Set<AbstractCompiler>constantMap=Sets.newHashSet();assertOnChange=constantMap.keySet().iterator().next().iterator().next().iterator().next().iterator().next().iterator().next().iterator()
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(compiler,booleanassertOnChange,checkUserDeclarations){
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(compiler,this.assertOnChange){
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77normalize(compiler,assertOnChange){
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Set<AbstractCompiler>constantMap=Sets.newHashSet();assertOnChange=constantMap.keySet().iterator().next().getDeclarations().iterator().next().getDeclarations().iterator().next().getDeclarations().iterator().next().
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Set<AbstractCompiler>constantMap=Sets.newHashSet();assertOnChange=constantMap.keySet().iterator().next().iterator().next().iterator().next().iterator().next().iterator().next().
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Set<AbstractCompiler>constantMap=Sets.newHashSet();assertOnChange=constantMap.keySet().iterator().next().getDeclarations().iterator().next().getDeclarations().iterator().next().getDeclarations().iterator().hasNext();
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(compiler,false,assertOnChange){
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Set<AbstractCompiler>constantMap=Sets.newHashSet();assertOnChange=constantMap.keySet().iterator().next().getDeclarations().iterator().next().getDeclarations().iterator().next().getDeclarations().iterator()
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Set<AbstractCompiler>constantMap=Sets.newHashSet();assertOnChange=constantMap.keySet().iterator().next().iterator().next().iterator().next().iterator().next().iterator().next().iterator().next().iterator
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(compiler,true,assertOnChange){
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Set<AbstractCompiler>constantMap=Sets.newHashSet();assertOnChange=constantMap.keySet().iterator().next().iterator().next().iterator().next().iterator().next().iterator().next()
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Set<AbstractCompiler>constantMap=Sets.newHashSet();assertOnChange=constantMap.keySet().iterator().next().getDeclarations().iterator().next().getDeclarations().iterator().next().getDeclarations
projects/Closure79/src/com/google/javascript/jscomp/Normalize.java77Normalize(compiler,assertOnChange,this.hasOkDuplicateDeclarations){
