projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch0=str.charAt(0);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch1=str.charAt(0);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664Stringch0=str.charAt(0);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664booleanch0=str.charAt(0);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664Stringch1=str.charAt(0);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch0=str.charAt(1);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch0=str.charAt(2);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch0=str.charAt(3);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch=str.charAt(0);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664booleanch1=str.charAt(0);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch=str.charAt(1);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch=str.charAt(2);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch=str.charAt(0);charch=str.charAt(0);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch=str.charAt(0);charch=str.charAt(1);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch=str.charAt(0);charch=str.charAt(;
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch=str.charAt(0);charch=str.charAt();
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch0=str.charAt(3);charch0=str.charAt(3);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch0=str.charAt(3);charch0=str.charAt(4);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch0=str.charAt(3);charch0=str.charAt(2);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664booleanch0=str.charAt(1);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664booleanch1=str.charAt(1);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch1=str.charAt(1);
projects/Lang51/src/java/org/apache/commons/lang/BooleanUtils.java664charch1=str.charAt(2);
