bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]    if(FACTORIALS  ==  null)  {  if(!FACTORIALS.isEmpty())  {  return;  }  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    if(FACTORIALS  ==  null)  {  if(!FACTORIALS.isEmpty())  {  return;  }  [BUGGY]  private  static  final  long[]  FACTORIALS  =  new  long[]  {  1l,1l,  2l,  6l,  24l,  120l,  720l,  5040l,  40320l,  362880l,3628800l,39916800l,  479001600l,  6227020800l,  87178291200l,  1307674368000l,  20922789888000l,  355687428096000l,  6402373705728000l,  121645100408832000l,  2432902008176640000l  };  [CLASS]  MathUtils  	projects/Math79/src/main/java/org/apache/commons/math/util/MathUtils.java	0.7071067811865475	69	69	1	replace	    if(FACTORIALS  ==  null)  {  if(!FACTORIALS.isEmpty())  {  return;  }		non-compiled	[CE]  illegal  start  of  type	3	None	add
2	[BUG]  [BUGGY]    if(FACTORIALS  ==  null)  {  if(!FACTORIALS.isEmpty())  {  throw  new  IllegalArgumentException( " ");  }  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    if(FACTORIALS  ==  null)  {  if(!FACTORIALS.isEmpty())  {  throw  new  IllegalArgumentException( " ");  }  [BUGGY]  private  static  final  long[]  FACTORIALS  =  new  long[]  {  1l,1l,  2l,  6l,  24l,  120l,  720l,  5040l,  40320l,  362880l,3628800l,39916800l,  479001600l,  6227020800l,  87178291200l,  1307674368000l,  20922789888000l,  355687428096000l,  6402373705728000l,  121645100408832000l,  2432902008176640000l  };  [CLASS]  MathUtils  	projects/Math79/src/main/java/org/apache/commons/math/util/MathUtils.java	0.7071067811865475	69	69	1	replace	    if(FACTORIALS  ==  null)  {  if(!FACTORIALS.isEmpty())  {  throw  new  IllegalArgumentException( " ");  }		non-compiled	[CE]  illegal  start  of  type	3	None	add
3	[BUG]  [BUGGY]    if(FACTORIALS  ==  null)  {  if(!FACTORIALS.isEmpty())  {  return  true;  }  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    if(FACTORIALS  ==  null)  {  if(!FACTORIALS.isEmpty())  {  return  true;  }  [BUGGY]  private  static  final  long[]  FACTORIALS  =  new  long[]  {  1l,1l,  2l,  6l,  24l,  120l,  720l,  5040l,  40320l,  362880l,3628800l,39916800l,  479001600l,  6227020800l,  87178291200l,  1307674368000l,  20922789888000l,  355687428096000l,  6402373705728000l,  121645100408832000l,  2432902008176640000l  };  [CLASS]  MathUtils  	projects/Math79/src/main/java/org/apache/commons/math/util/MathUtils.java	0.7071067811865475	69	69	1	replace	    if(FACTORIALS  ==  null)  {  if(!FACTORIALS.isEmpty())  {  return  true;  }		non-compiled	[CE]  illegal  start  of  type	3	None	add
4	[BUG]  [BUGGY]    if(FACTORIALS  ==  null)  {  if(!FACTORIALS.isEmpty())  {  return  new  long[];  }  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    if(FACTORIALS  ==  null)  {  if(!FACTORIALS.isEmpty())  {  return  new  long[];  }  [BUGGY]  private  static  final  long[]  FACTORIALS  =  new  long[]  {  1l,1l,  2l,  6l,  24l,  120l,  720l,  5040l,  40320l,  362880l,3628800l,39916800l,  479001600l,  6227020800l,  87178291200l,  1307674368000l,  20922789888000l,  355687428096000l,  6402373705728000l,  121645100408832000l,  2432902008176640000l  };  [CLASS]  MathUtils  	projects/Math79/src/main/java/org/apache/commons/math/util/MathUtils.java	0.7071067811865475	69	69	1	replace	    if(FACTORIALS  ==  null)  {  if(!FACTORIALS.isEmpty())  {  return  new  long[];  }		non-compiled	[CE]  illegal  start  of  type	3	None	add
5	[BUG]  [BUGGY]    if(FACTORIALS  ==  null)  {  if(!FACTORIALS.isEmpty())  {  return  new  long[]?  FACTORIALS  :  4;  }  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    if(FACTORIALS  ==  null)  {  if(!FACTORIALS.isEmpty())  {  return  new  long[]?  FACTORIALS  :  4;  }  [BUGGY]  private  static  final  long[]  FACTORIALS  =  new  long[]  {  1l,1l,  2l,  6l,  24l,  120l,  720l,  5040l,  40320l,  362880l,3628800l,39916800l,  479001600l,  6227020800l,  87178291200l,  1307674368000l,  20922789888000l,  355687428096000l,  6402373705728000l,  121645100408832000l,  2432902008176640000l  };  [CLASS]  MathUtils  	projects/Math79/src/main/java/org/apache/commons/math/util/MathUtils.java	0.7071067811865475	69	69	1	replace	    if(FACTORIALS  ==  null)  {  if(!FACTORIALS.isEmpty())  {  return  new  long[]?  FACTORIALS  :  4;  }		non-compiled	[CE]  illegal  start  of  type	3	None	add
11	[BUG]  [BUGGY]  timeout  [CONTEXT]    [BUGGY]    double  sum  =  Math.sqrt(Math.log(p1)-  Math.log(p2));  if(sum  <  0)  {  throw  new  IllegalArgumentException( " ");  }  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  MathUtils  [METHOD]  distance  [RETURN_TYPE]  double  int[]  p1  int[]  p2  	projects/Math79/src/main/java/org/apache/commons/math/util/MathUtils.java	0.7071067811865475	1629	1629	1	add	    double  sum  =  Math.sqrt(Math.log(p1)-  Math.log(p2));  if(sum  <  0)  {  throw  new  IllegalArgumentException( " ");  }		compilable	timeout	13	1
12	[BUG]  [BUGGY]    double  sum  =  Math.sqrt(Math.log(p1)-  Math.log(p2));  if(sum  <  0)  {  throw  new  IllegalArgumentException( " ");  }  timeout  [CONTEXT]    [BUGGY]    double  sum  =  Math.sqrt(Math.log(p1)-  Math.log(p2));  if(sum  <  0)  {  throw  new  IllegalArgumentException( " ");  }  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  MathUtils  [METHOD]  distance  [RETURN_TYPE]  double  int[]  p1  int[]  p2  	projects/Math79/src/main/java/org/apache/commons/math/util/MathUtils.java	0.7071067811865475	1629	1629	1	replace	    double  sum  =  Math.sqrt(Math.log(p1)-  Math.log(p2));  if(sum  <  0)  {  throw  new  IllegalArgumentException( " ");  }		compilable	timeout	13	1	add
12	[BUG]  [BUGGY]  timeout  [CONTEXT]    [BUGGY]    double  sum  =  Math.sqrt(Math.log(p1)-  Math.log(p2));  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  MathUtils  [METHOD]  distance  [RETURN_TYPE]  double  int[]  p1  int[]  p2  	projects/Math79/src/main/java/org/apache/commons/math/util/MathUtils.java	0.7071067811865475	1629	1629	1	add	    double  sum  =  Math.sqrt(Math.log(p1)-  Math.log(p2));		compilable	timeout	13	1
13	[BUG]  [BUGGY]    double  sum  =  Math.sqrt(Math.log(p1)-  Math.log(p2));  timeout  [CONTEXT]    [BUGGY]    double  sum  =  Math.sqrt(Math.log(p1)-  Math.log(p2));  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  MathUtils  [METHOD]  distance  [RETURN_TYPE]  double  int[]  p1  int[]  p2  	projects/Math79/src/main/java/org/apache/commons/math/util/MathUtils.java	0.7071067811865475	1629	1629	1	replace	    double  sum  =  Math.sqrt(Math.log(p1)-  Math.log(p2));		compilable	timeout	13	1	add
13	[BUG]  [BUGGY]  timeout  [CONTEXT]    [BUGGY]    test(p1,  p2);  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  MathUtils  [METHOD]  distance  [RETURN_TYPE]  double  int[]  p1  int[]  p2  	projects/Math79/src/main/java/org/apache/commons/math/util/MathUtils.java	0.7071067811865475	1629	1629	1	add	    test(p1,  p2);		compilable	timeout	13	1
