projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.min(v,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125intv=Math.min(v,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125intv=Math.max(value,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.min(v,this.upperBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.upperBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125intv=Math.max(v,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.min(v,this.lowerBound);v=Math.min(v,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.min(v,this.lowerBound);v=Math.min(v,this.upperBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.min(v,this.lowerBound);v=Math.max(v,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.upperBound);v=Math.max(v,this.upperBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.upperBound);v=Math.max(v,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.upperBound);v=Math.min(v,this.upperBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.lowerBound);v=Math.max(v,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.lowerBound);v=Math.min(v,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.lowerBound);v=Math.max(v,this.upperBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125intv=Math.max(this.lowerBound,value);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125doublev=Math.max(value,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125intv=Math.min(value,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125intv=Math.min(this.lowerBound,value);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125intv=Math.min(lowerBound,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.upperBound);intv=Math.max(v,this.upperBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.lowerBound);v=Math.max(v,this.lowerBound);v=Math.min(v,this.lowerBound);v=Math.max(v,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.lowerBound);v=Math.max(v,this.lowerBound);v=Math.min(v,this.lowerBound);v=Math.max(v,this.upperBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.lowerBound);v=Math.max(v,this.lowerBound);v=Math.min(v,this.upperBound);v=Math.max(v,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(value,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.min(v,this.lowerBound);v=Math.max(v,this.upperBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.min(value,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.upperBound);v=Math.min(v,this.upperBound);v=Math.min(v,this.lowerBound);v=Math.min(v,this.upperBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.upperBound);v=Math.min(v,this.upperBound);v=Math.min(v,this.upperBound);v=Math.min(v,this.upperBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.upperBound);v=Math.min(v,this.upperBound);v=Math.max(v,this.upperBound);v=Math.min(v,this.upperBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125doublev=Math.min(this.lowerBound,value);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.upperBound);v=Math.max(v,this.lowerBound);v=Math.max(v,this.upperBound);v=Math.max(v,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.upperBound);v=Math.max(v,this.lowerBound);v=Math.min(v,this.upperBound);v=Math.max(v,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.upperBound);v=Math.max(v,this.lowerBound);v=Math.max(v,this.lowerBound);v=Math.max(v,this.upperBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.lowerBound);v=Math.min(v,this.lowerBound);v=Math.max(v,this.lowerBound);v=Math.min(v,this.lowerBound);
projects/Chart24/source/org/jfree/chart/renderer/GrayPaintScale.java125v=Math.max(v,this.lowerBound);v=Math.min(v,this.lowerBound);v=Math.max(v,this.upperBound);v=Math.min(v,this.lowerBound);
