projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values==null){
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values==null||values.length==0){
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values==null||values.length!=0){
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values==null||values.length>=0){
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values!=null||values.length==0){
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values==null){for(inti=0;i<values.length;i++){String[]strings=newString[values.length];for(inti=0;i<values.length;i++){strings[
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values==null){for(inti=0;i<values.length;i++){finalString[]strings=newString[values.length];for(inti=0;i<values.length;i++){strings[
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values==null){for(inti=0;i<values.length;i++){finalString[]strings=newString[values.length];for(inti=0;i<values.length;i++){
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values==null){for(inti=0;i<values.length;i++){String[]headerComments=newString[values.length];for(inti=0;i<headerComments.length;i++){
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values!=null){for(inti=0;i<values.length;i++){finalString[]strings=newString[values.length];for(inti=0;i<values.length;i++){
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values==null){for(inti=0;i<values.length;i++){String[]strings=newString[values.length];for(inti=0;i<values.length;i++){strings[i]=
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values==null){for(inti=0;i<values.length;i++){String[]strings=newString[values.length];for(inti=0;i<values.length;i++){returnstrings[i];}
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values==null){for(inti=0;i<values.length;i++){returntoStringArray(values[i]);}
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values==null){for(inti=0;i<values.length;i++){String[]headerComments=newString[size()-1];for(inti=0;i<headerComments.length;i++){return
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values==null){for(inti=0;i<values.length;i++){String[]headerComments=newString[size()];for(inti=0;i<headerComments.length;i++){return
projects/Csv15/src/main/java/org/apache/commons/csv/CSVFormat.java1346if(values==null){for(inti=0;i<values.length;i++){String[]headerComments=newString[size()];for(inti=0;i<headerComments.length;i++){strings[i]
