bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
1	[BUG]  [BUGGY]    super();  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    super();  [BUGGY]  public  Complex(double  real,  double  imaginary)  {  this.real  =  real;  this.imaginary  =  imaginary;  isNaN  =  Double.isNaN(real)  ||  Double.isNaN(imaginary);  isInfinite  =  !isNaN  &&  (Double.isInfinite(real)  ||  Double.isInfinite(imaginary));  }  [CLASS]  Complex  [METHOD]  <init>  [RETURN_TYPE]  Complex(double,double)  double  real  double  imaginary  [VARIABLES]  boolean  isInfinite  isNaN  double  imaginary  real  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  	projects/Math5/src/main/java/org/apache/commons/math3/complex/Complex.java	0.09016696346674323	98	98	1	replace	    super();		non-compiled	[CE]  illegal  start  of  type	20	None
2	[BUG]  [BUGGY]    super();  isNaN  =!isNaN  &&(Double.isNaN(real)||  Double.isNaN(imaginary));  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    super();  isNaN  =!isNaN  &&(Double.isNaN(real)||  Double.isNaN(imaginary));  [BUGGY]  public  Complex(double  real,  double  imaginary)  {  this.real  =  real;  this.imaginary  =  imaginary;  isNaN  =  Double.isNaN(real)  ||  Double.isNaN(imaginary);  isInfinite  =  !isNaN  &&  (Double.isInfinite(real)  ||  Double.isInfinite(imaginary));  }  [CLASS]  Complex  [METHOD]  <init>  [RETURN_TYPE]  Complex(double,double)  double  real  double  imaginary  [VARIABLES]  boolean  isInfinite  isNaN  double  imaginary  real  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  	projects/Math5/src/main/java/org/apache/commons/math3/complex/Complex.java	0.09016696346674323	98	98	1	replace	    super();  isNaN  =!isNaN  &&(Double.isNaN(real)||  Double.isNaN(imaginary));		non-compiled	[CE]  illegal  start  of  type	20	None
3	[BUG]  [BUGGY]    super();  this.isNaN  =!isNaN  &&(Double.isNaN(real)||  Double.isNaN(imaginary));  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    super();  this.isNaN  =!isNaN  &&(Double.isNaN(real)||  Double.isNaN(imaginary));  [BUGGY]  public  Complex(double  real,  double  imaginary)  {  this.real  =  real;  this.imaginary  =  imaginary;  isNaN  =  Double.isNaN(real)  ||  Double.isNaN(imaginary);  isInfinite  =  !isNaN  &&  (Double.isInfinite(real)  ||  Double.isInfinite(imaginary));  }  [CLASS]  Complex  [METHOD]  <init>  [RETURN_TYPE]  Complex(double,double)  double  real  double  imaginary  [VARIABLES]  boolean  isInfinite  isNaN  double  imaginary  real  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  	projects/Math5/src/main/java/org/apache/commons/math3/complex/Complex.java	0.09016696346674323	98	98	1	replace	    super();  this.isNaN  =!isNaN  &&(Double.isNaN(real)||  Double.isNaN(imaginary));		non-compiled	[CE]  illegal  start  of  type	20	None
4	[BUG]  [BUGGY]    super();  isNaN  =!isNaN  &&(Double.isInfinite(real)||  Double.isInfinite(imaginary));  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    super();  isNaN  =!isNaN  &&(Double.isInfinite(real)||  Double.isInfinite(imaginary));  [BUGGY]  public  Complex(double  real,  double  imaginary)  {  this.real  =  real;  this.imaginary  =  imaginary;  isNaN  =  Double.isNaN(real)  ||  Double.isNaN(imaginary);  isInfinite  =  !isNaN  &&  (Double.isInfinite(real)  ||  Double.isInfinite(imaginary));  }  [CLASS]  Complex  [METHOD]  <init>  [RETURN_TYPE]  Complex(double,double)  double  real  double  imaginary  [VARIABLES]  boolean  isInfinite  isNaN  double  imaginary  real  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  	projects/Math5/src/main/java/org/apache/commons/math3/complex/Complex.java	0.09016696346674323	98	98	1	replace	    super();  isNaN  =!isNaN  &&(Double.isInfinite(real)||  Double.isInfinite(imaginary));		non-compiled	[CE]  illegal  start  of  type	20	None
5	[BUG]  [BUGGY]    super();  isNaN  =!isNaN  &&(Double.isNaN(real)||  Double.isInfinite(imaginary));  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    super();  isNaN  =!isNaN  &&(Double.isNaN(real)||  Double.isInfinite(imaginary));  [BUGGY]  public  Complex(double  real,  double  imaginary)  {  this.real  =  real;  this.imaginary  =  imaginary;  isNaN  =  Double.isNaN(real)  ||  Double.isNaN(imaginary);  isInfinite  =  !isNaN  &&  (Double.isInfinite(real)  ||  Double.isInfinite(imaginary));  }  [CLASS]  Complex  [METHOD]  <init>  [RETURN_TYPE]  Complex(double,double)  double  real  double  imaginary  [VARIABLES]  boolean  isInfinite  isNaN  double  imaginary  real  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  	projects/Math5/src/main/java/org/apache/commons/math3/complex/Complex.java	0.09016696346674323	98	98	1	replace	    super();  isNaN  =!isNaN  &&(Double.isNaN(real)||  Double.isInfinite(imaginary));		non-compiled	[CE]  illegal  start  of  type	20	None
11	[BUG]  [BUGGY]    Complex  <?>  isNaN  :  null;  [CE]  ';'  expected  [CONTEXT]  public  Complex  reciprocal()  {  [BUGGY]    Complex  <?>  isNaN  :  null;  [BUGGY]  if  (isNaN)  {  return  NaN;  }  if  (real  ==  0.0  &&  imaginary  ==  0.0)  {  return  NaN;  }  if  (isInfinite)  {  return  ZERO;  }  [CLASS]  Complex  [METHOD]  reciprocal  [RETURN_TYPE]  Complex  [VARIABLES]  boolean  isInfinite  isNaN  double  addend  c  d  denominator  divisor  imaginary  q  real  scale  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  addend  divisor  	projects/Math5/src/main/java/org/apache/commons/math3/complex/Complex.java	0.4082482904638631	300	300	1	replace	    Complex  <?>  isNaN  :  null;		non-compiled	[CE]  ';'  expected	8	None
12	[BUG]  [BUGGY]    Complex  <?>  real  =  getReciprocal();  [CE]  type  Complex  does  not  take  parameters  [CONTEXT]  public  Complex  reciprocal()  {  [BUGGY]    Complex  <?>  real  =  getReciprocal();  [BUGGY]  if  (isNaN)  {  return  NaN;  }  if  (real  ==  0.0  &&  imaginary  ==  0.0)  {  return  NaN;  }  if  (isInfinite)  {  return  ZERO;  }  [CLASS]  Complex  [METHOD]  reciprocal  [RETURN_TYPE]  Complex  [VARIABLES]  boolean  isInfinite  isNaN  double  addend  c  d  denominator  divisor  imaginary  q  real  scale  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  addend  divisor  	projects/Math5/src/main/java/org/apache/commons/math3/complex/Complex.java	0.4082482904638631	300	300	1	replace	    Complex  <?>  real  =  getReciprocal();		non-compiled	[CE]  type  Complex  does  not  take  parameters	8	None
13	[BUG]  [BUGGY]    Complex  <?>  real  =  getReciprocalDenominator();  [CE]  type  Complex  does  not  take  parameters  [CONTEXT]  public  Complex  reciprocal()  {  [BUGGY]    Complex  <?>  real  =  getReciprocalDenominator();  [BUGGY]  if  (isNaN)  {  return  NaN;  }  if  (real  ==  0.0  &&  imaginary  ==  0.0)  {  return  NaN;  }  if  (isInfinite)  {  return  ZERO;  }  [CLASS]  Complex  [METHOD]  reciprocal  [RETURN_TYPE]  Complex  [VARIABLES]  boolean  isInfinite  isNaN  double  addend  c  d  denominator  divisor  imaginary  q  real  scale  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  addend  divisor  	projects/Math5/src/main/java/org/apache/commons/math3/complex/Complex.java	0.4082482904638631	300	300	1	replace	    Complex  <?>  real  =  getReciprocalDenominator();		non-compiled	[CE]  type  Complex  does  not  take  parameters	8	None
14	[BUG]  [BUGGY]    Complex  <?>  isNaN  :  getReciprocalIndex();  [CE]  ';'  expected  [CONTEXT]  public  Complex  reciprocal()  {  [BUGGY]    Complex  <?>  isNaN  :  getReciprocalIndex();  [BUGGY]  if  (isNaN)  {  return  NaN;  }  if  (real  ==  0.0  &&  imaginary  ==  0.0)  {  return  NaN;  }  if  (isInfinite)  {  return  ZERO;  }  [CLASS]  Complex  [METHOD]  reciprocal  [RETURN_TYPE]  Complex  [VARIABLES]  boolean  isInfinite  isNaN  double  addend  c  d  denominator  divisor  imaginary  q  real  scale  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  addend  divisor  	projects/Math5/src/main/java/org/apache/commons/math3/complex/Complex.java	0.4082482904638631	300	300	1	replace	    Complex  <?>  isNaN  :  getReciprocalIndex();		non-compiled	[CE]  ';'  expected	8	None
15	[BUG]  [BUGGY]    Complex  <?>  isNaN  :  getReciprocal();  [CE]  ';'  expected  [CONTEXT]  public  Complex  reciprocal()  {  [BUGGY]    Complex  <?>  isNaN  :  getReciprocal();  [BUGGY]  if  (isNaN)  {  return  NaN;  }  if  (real  ==  0.0  &&  imaginary  ==  0.0)  {  return  NaN;  }  if  (isInfinite)  {  return  ZERO;  }  [CLASS]  Complex  [METHOD]  reciprocal  [RETURN_TYPE]  Complex  [VARIABLES]  boolean  isInfinite  isNaN  double  addend  c  d  denominator  divisor  imaginary  q  real  scale  long  serialVersionUID  Complex  I  INF  NaN  ONE  ZERO  addend  divisor  	projects/Math5/src/main/java/org/apache/commons/math3/complex/Complex.java	0.4082482904638631	300	300	1	replace	    Complex  <?>  isNaN  :  getReciprocal();		non-compiled	[CE]  ';'  expected	8	None
