bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]    if(!requiredOpts.contains(prefix))  {  requiredOpts  =  new  ArrayList  <  Object>();  }  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    if(!requiredOpts.contains(prefix))  {  requiredOpts  =  new  ArrayList  <  Object>();  }  [BUGGY]  private  final  List<Object>  requiredOpts  =  new  ArrayList<Object>();  [CLASS]  Options  [VARIABLES]  	projects/Cli35/src/main/java/org/apache/commons/cli/Options.java	0.12909944487358055	58	58	1	replace	    if(!requiredOpts.contains(prefix))  {  requiredOpts  =  new  ArrayList  <  Object>();  }		non-compiled	[CE]  illegal  start  of  type	21	None	add
2	[BUG]  [BUGGY]    if(requiredOpts  ==  null)  {  requiredOpts  =  new  ArrayList  <  Object>();  }  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    if(requiredOpts  ==  null)  {  requiredOpts  =  new  ArrayList  <  Object>();  }  [BUGGY]  private  final  List<Object>  requiredOpts  =  new  ArrayList<Object>();  [CLASS]  Options  [VARIABLES]  	projects/Cli35/src/main/java/org/apache/commons/cli/Options.java	0.12909944487358055	58	58	1	replace	    if(requiredOpts  ==  null)  {  requiredOpts  =  new  ArrayList  <  Object>();  }		non-compiled	[CE]  illegal  start  of  type	21	None	add
3	[BUG]  [BUGGY]    if(requiredOpts.contains( "-prefix "))  {  requiredOpts  =  new  ArrayList  <  Object>();  }  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    if(requiredOpts.contains( "-prefix "))  {  requiredOpts  =  new  ArrayList  <  Object>();  }  [BUGGY]  private  final  List<Object>  requiredOpts  =  new  ArrayList<Object>();  [CLASS]  Options  [VARIABLES]  	projects/Cli35/src/main/java/org/apache/commons/cli/Options.java	0.12909944487358055	58	58	1	replace	    if(requiredOpts.contains( "-prefix "))  {  requiredOpts  =  new  ArrayList  <  Object>();  }		non-compiled	[CE]  illegal  start  of  type	21	None	add
4	[BUG]  [BUGGY]    if(!requiredOpts.contains( "-prefix "))  {  requiredOpts  =  new  ArrayList  <  Object>();  }  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    if(!requiredOpts.contains( "-prefix "))  {  requiredOpts  =  new  ArrayList  <  Object>();  }  [BUGGY]  private  final  List<Object>  requiredOpts  =  new  ArrayList<Object>();  [CLASS]  Options  [VARIABLES]  	projects/Cli35/src/main/java/org/apache/commons/cli/Options.java	0.12909944487358055	58	58	1	replace	    if(!requiredOpts.contains( "-prefix "))  {  requiredOpts  =  new  ArrayList  <  Object>();  }		non-compiled	[CE]  illegal  start  of  type	21	None	add
5	[BUG]  [BUGGY]    if(!requiredOpts.contains(prefix))  {  requiredOpts.add(new  ArrayList  <  Object>());  }  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    if(!requiredOpts.contains(prefix))  {  requiredOpts.add(new  ArrayList  <  Object>());  }  [BUGGY]  private  final  List<Object>  requiredOpts  =  new  ArrayList<Object>();  [CLASS]  Options  [VARIABLES]  	projects/Cli35/src/main/java/org/apache/commons/cli/Options.java	0.12909944487358055	58	58	1	replace	    if(!requiredOpts.contains(prefix))  {  requiredOpts.add(new  ArrayList  <  Object>());  }		non-compiled	[CE]  illegal  start  of  type	21	None	add
11	[BUG]  [BUGGY]    if(!matchingOpts.isEmpty())  {  for(String  shortOpt  :  shortOpts.keySet())  {  if(shortOpt.startsWith(opt))  {  matchingOpts.add(shortOpt);  }  [CE]  illegal  start  of  expression  [CONTEXT]    for  (String  longOpt  :  longOpts.keySet())  {  if  (longOpt.startsWith(opt))  {  matchingOpts.add(longOpt);  }  }  [BUGGY]    if(!matchingOpts.isEmpty())  {  for(String  shortOpt  :  shortOpts.keySet())  {  if(shortOpt.startsWith(opt))  {  matchingOpts.add(shortOpt);  }  [BUGGY]  return  matchingOpts;  }  [CLASS]  Options  [METHOD]  getMatchingOptions  [RETURN_TYPE]  List  String  opt  [VARIABLES]  List  matchingOpts  requiredOpts  String  longOpt  opt  boolean  Map  longOpts  optionGroups  shortOpts  long  serialVersionUID  	projects/Cli35/src/main/java/org/apache/commons/cli/Options.java	0.16666666666666666	249	249	1	replace	    if(!matchingOpts.isEmpty())  {  for(String  shortOpt  :  shortOpts.keySet())  {  if(shortOpt.startsWith(opt))  {  matchingOpts.add(shortOpt);  }		non-compiled	[CE]  illegal  start  of  expression	14	None	add
12	[BUG]  [BUGGY]    if(!matchingOpts.isEmpty())  {  for(String  shortOpt  :  longOpts.keySet())  {  if(shortOpt.startsWith(opt))  {  matchingOpts.add(shortOpt);  }  [CE]  illegal  start  of  expression  [CONTEXT]    for  (String  longOpt  :  longOpts.keySet())  {  if  (longOpt.startsWith(opt))  {  matchingOpts.add(longOpt);  }  }  [BUGGY]    if(!matchingOpts.isEmpty())  {  for(String  shortOpt  :  longOpts.keySet())  {  if(shortOpt.startsWith(opt))  {  matchingOpts.add(shortOpt);  }  [BUGGY]  return  matchingOpts;  }  [CLASS]  Options  [METHOD]  getMatchingOptions  [RETURN_TYPE]  List  String  opt  [VARIABLES]  List  matchingOpts  requiredOpts  String  longOpt  opt  boolean  Map  longOpts  optionGroups  shortOpts  long  serialVersionUID  	projects/Cli35/src/main/java/org/apache/commons/cli/Options.java	0.16666666666666666	249	249	1	replace	    if(!matchingOpts.isEmpty())  {  for(String  shortOpt  :  longOpts.keySet())  {  if(shortOpt.startsWith(opt))  {  matchingOpts.add(shortOpt);  }		non-compiled	[CE]  illegal  start  of  expression	14	None	add
13	[BUG]  [BUGGY]    if(!matchingOpts.isEmpty())  {  for(String  shortOpt  :  shortOpts.keySet())  {  matchingOpts.add(shortOpt);  }  [CE]  illegal  start  of  expression  [CONTEXT]    for  (String  longOpt  :  longOpts.keySet())  {  if  (longOpt.startsWith(opt))  {  matchingOpts.add(longOpt);  }  }  [BUGGY]    if(!matchingOpts.isEmpty())  {  for(String  shortOpt  :  shortOpts.keySet())  {  matchingOpts.add(shortOpt);  }  [BUGGY]  return  matchingOpts;  }  [CLASS]  Options  [METHOD]  getMatchingOptions  [RETURN_TYPE]  List  String  opt  [VARIABLES]  List  matchingOpts  requiredOpts  String  longOpt  opt  boolean  Map  longOpts  optionGroups  shortOpts  long  serialVersionUID  	projects/Cli35/src/main/java/org/apache/commons/cli/Options.java	0.16666666666666666	249	249	1	replace	    if(!matchingOpts.isEmpty())  {  for(String  shortOpt  :  shortOpts.keySet())  {  matchingOpts.add(shortOpt);  }		non-compiled	[CE]  illegal  start  of  expression	14	None	add
14	[BUG]  [BUGGY]    if(!matchingOpts.isEmpty())  {  for(String  shortOpt  :  shortOpts.keySet())  {  matchingOpts.remove(shortOpt);  }  [CE]  illegal  start  of  expression  [CONTEXT]    for  (String  longOpt  :  longOpts.keySet())  {  if  (longOpt.startsWith(opt))  {  matchingOpts.add(longOpt);  }  }  [BUGGY]    if(!matchingOpts.isEmpty())  {  for(String  shortOpt  :  shortOpts.keySet())  {  matchingOpts.remove(shortOpt);  }  [BUGGY]  return  matchingOpts;  }  [CLASS]  Options  [METHOD]  getMatchingOptions  [RETURN_TYPE]  List  String  opt  [VARIABLES]  List  matchingOpts  requiredOpts  String  longOpt  opt  boolean  Map  longOpts  optionGroups  shortOpts  long  serialVersionUID  	projects/Cli35/src/main/java/org/apache/commons/cli/Options.java	0.16666666666666666	249	249	1	replace	    if(!matchingOpts.isEmpty())  {  for(String  shortOpt  :  shortOpts.keySet())  {  matchingOpts.remove(shortOpt);  }		non-compiled	[CE]  illegal  start  of  expression	14	None	add
15	[BUG]  [BUGGY]    if(!matchingOpts.isEmpty())  {  for(String  shortOpt  :  longOpts.keySet())  {  matchingOpts.add(shortOpt);  }  [CE]  illegal  start  of  expression  [CONTEXT]    for  (String  longOpt  :  longOpts.keySet())  {  if  (longOpt.startsWith(opt))  {  matchingOpts.add(longOpt);  }  }  [BUGGY]    if(!matchingOpts.isEmpty())  {  for(String  shortOpt  :  longOpts.keySet())  {  matchingOpts.add(shortOpt);  }  [BUGGY]  return  matchingOpts;  }  [CLASS]  Options  [METHOD]  getMatchingOptions  [RETURN_TYPE]  List  String  opt  [VARIABLES]  List  matchingOpts  requiredOpts  String  longOpt  opt  boolean  Map  longOpts  optionGroups  shortOpts  long  serialVersionUID  	projects/Cli35/src/main/java/org/apache/commons/cli/Options.java	0.16666666666666666	249	249	1	replace	    if(!matchingOpts.isEmpty())  {  for(String  shortOpt  :  longOpts.keySet())  {  matchingOpts.add(shortOpt);  }		non-compiled	[CE]  illegal  start  of  expression	14	None	add
