bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  int  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  [CE]  incompatible  types  [FE]        ComparisonFailure      [CONTEXT]      SerializableString  rootSeparator)  {  _arrayIndenter  =  base._arrayIndenter;  _objectIndenter  =  base._objectIndenter;  _spacesInObjectEntries  =  base._spacesInObjectEntries;  _nesting  =  base._nesting;  _separators  =  base._separators;  _objectFieldValueSeparatorWithSpaces  =  base._objectFieldValueSeparatorWithSpaces;      [BUGGY]  int  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  [BUGGY]      }  [CLASS]  DefaultPrettyPrinter  NopIndenter  FixedSpaceIndenter  [METHOD]  <init>  [RETURN_TYPE]  SerializableString)  DefaultPrettyPrinter  base  SerializableString  rootSeparator  [VARIABLES]  DefaultPrettyPrinter  base  SerializedString  DEFAULT_ROOT_VALUE_SEPARATOR  Indenter  _arrayIndenter  _objectIndenter  SerializableString  _rootSeparator  rootSeparator  boolean  _spacesInObjectEntries  NopIndenter  instance  Separators  _separators  String  _objectFieldValueSeparatorWithSpaces  rootSeparator  FixedSpaceIndenter  instance  long  serialVersionUID  int  _nesting  	projects/JacksonCore23/src/main/java/com/fasterxml/jackson/core/util/DefaultPrettyPrinter.java	0.3779644730092272	147	147	1	replace	int  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;	  _rootSeparator    =    DEFAULT_ROOT_VALUE_SEPARATOR;    int    _rootSeparator    =    DEFAULT_ROOT_VALUE_SEPARATOR;    	non-compiled	[CE]  incompatible  types	12	None	replace
2	[BUG]  [BUGGY]  Integer  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  [CE]  incompatible  types  [FE]          ComparisonFailure      [CONTEXT]      SerializableString  rootSeparator)  {  _arrayIndenter  =  base._arrayIndenter;  _objectIndenter  =  base._objectIndenter;  _spacesInObjectEntries  =  base._spacesInObjectEntries;  _nesting  =  base._nesting;  _separators  =  base._separators;  _objectFieldValueSeparatorWithSpaces  =  base._objectFieldValueSeparatorWithSpaces;      [BUGGY]  Integer  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  [BUGGY]      }  [CLASS]  DefaultPrettyPrinter  NopIndenter  FixedSpaceIndenter  [METHOD]  <init>  [RETURN_TYPE]  SerializableString)  DefaultPrettyPrinter  base  SerializableString  rootSeparator  [VARIABLES]  DefaultPrettyPrinter  base  SerializedString  DEFAULT_ROOT_VALUE_SEPARATOR  Indenter  _arrayIndenter  _objectIndenter  SerializableString  _rootSeparator  rootSeparator  boolean  _spacesInObjectEntries  NopIndenter  instance  Separators  _separators  String  _objectFieldValueSeparatorWithSpaces  rootSeparator  FixedSpaceIndenter  instance  long  serialVersionUID  int  _nesting  	projects/JacksonCore23/src/main/java/com/fasterxml/jackson/core/util/DefaultPrettyPrinter.java	0.3779644730092272	147	147	1	replace	Integer  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;	  _rootSeparator    =    DEFAULT_ROOT_VALUE_SEPARATOR;    int    _rootSeparator    =    DEFAULT_ROOT_VALUE_SEPARATOR;    	non-compiled	[CE]  incompatible  types	12	None	replace
3	[BUG]  [BUGGY]  _rootSeparator  =  base._objectFieldValueSeparatorWithSpaces  +  base._rootSeparator;  [CE]  incompatible  types  [FE]        ComparisonFailure      [CONTEXT]      SerializableString  rootSeparator)  {  _arrayIndenter  =  base._arrayIndenter;  _objectIndenter  =  base._objectIndenter;  _spacesInObjectEntries  =  base._spacesInObjectEntries;  _nesting  =  base._nesting;  _separators  =  base._separators;  _objectFieldValueSeparatorWithSpaces  =  base._objectFieldValueSeparatorWithSpaces;      [BUGGY]  _rootSeparator  =  base._objectFieldValueSeparatorWithSpaces  +  base._rootSeparator;  [BUGGY]      }  [CLASS]  DefaultPrettyPrinter  NopIndenter  FixedSpaceIndenter  [METHOD]  <init>  [RETURN_TYPE]  SerializableString)  DefaultPrettyPrinter  base  SerializableString  rootSeparator  [VARIABLES]  DefaultPrettyPrinter  base  SerializedString  DEFAULT_ROOT_VALUE_SEPARATOR  Indenter  _arrayIndenter  _objectIndenter  SerializableString  _rootSeparator  rootSeparator  boolean  _spacesInObjectEntries  NopIndenter  instance  Separators  _separators  String  _objectFieldValueSeparatorWithSpaces  rootSeparator  FixedSpaceIndenter  instance  long  serialVersionUID  int  _nesting  	projects/JacksonCore23/src/main/java/com/fasterxml/jackson/core/util/DefaultPrettyPrinter.java	0.3779644730092272	147	147	1	replace	_rootSeparator  =  base._objectFieldValueSeparatorWithSpaces  +  base._rootSeparator;	  _rootSeparator    =    base._rootSeparator    +    base._objectFieldValueSeparatorWithSpaces;    	non-compiled	[CE]  incompatible  types	13	None	replace
4	[BUG]  [BUGGY]  _rootSeparator  =  rootSeparator  +  base._objectFieldValueSeparatorWithSpaces;  [CE]  incompatible  types  [FE]          ComparisonFailure      [CONTEXT]      SerializableString  rootSeparator)  {  _arrayIndenter  =  base._arrayIndenter;  _objectIndenter  =  base._objectIndenter;  _spacesInObjectEntries  =  base._spacesInObjectEntries;  _nesting  =  base._nesting;  _separators  =  base._separators;  _objectFieldValueSeparatorWithSpaces  =  base._objectFieldValueSeparatorWithSpaces;      [BUGGY]  _rootSeparator  =  rootSeparator  +  base._objectFieldValueSeparatorWithSpaces;  [BUGGY]      }  [CLASS]  DefaultPrettyPrinter  NopIndenter  FixedSpaceIndenter  [METHOD]  <init>  [RETURN_TYPE]  SerializableString)  DefaultPrettyPrinter  base  SerializableString  rootSeparator  [VARIABLES]  DefaultPrettyPrinter  base  SerializedString  DEFAULT_ROOT_VALUE_SEPARATOR  Indenter  _arrayIndenter  _objectIndenter  SerializableString  _rootSeparator  rootSeparator  boolean  _spacesInObjectEntries  NopIndenter  instance  Separators  _separators  String  _objectFieldValueSeparatorWithSpaces  rootSeparator  FixedSpaceIndenter  instance  long  serialVersionUID  int  _nesting  	projects/JacksonCore23/src/main/java/com/fasterxml/jackson/core/util/DefaultPrettyPrinter.java	0.3779644730092272	147	147	1	replace	_rootSeparator  =  rootSeparator  +  base._objectFieldValueSeparatorWithSpaces;	  _rootSeparator    =    base._rootSeparator    +    base._objectFieldValueSeparatorWithSpaces;    	non-compiled	[CE]  incompatible  types	13	None	replace
5	[BUG]  [BUGGY]  _baseSeparator  =  base._rootSeparator;  [CE]  cannot  find  symbol  _baseSeparator  [FE]          ComparisonFailure      [CONTEXT]      SerializableString  rootSeparator)  {  _arrayIndenter  =  base._arrayIndenter;  _objectIndenter  =  base._objectIndenter;  _spacesInObjectEntries  =  base._spacesInObjectEntries;  _nesting  =  base._nesting;  _separators  =  base._separators;  _objectFieldValueSeparatorWithSpaces  =  base._objectFieldValueSeparatorWithSpaces;      [BUGGY]  _baseSeparator  =  base._rootSeparator;  [BUGGY]      }  [CLASS]  DefaultPrettyPrinter  NopIndenter  FixedSpaceIndenter  [METHOD]  <init>  [RETURN_TYPE]  SerializableString)  DefaultPrettyPrinter  base  SerializableString  rootSeparator  [VARIABLES]  DefaultPrettyPrinter  base  SerializedString  DEFAULT_ROOT_VALUE_SEPARATOR  Indenter  _arrayIndenter  _objectIndenter  SerializableString  _rootSeparator  rootSeparator  boolean  _spacesInObjectEntries  NopIndenter  instance  Separators  _separators  String  _objectFieldValueSeparatorWithSpaces  rootSeparator  FixedSpaceIndenter  instance  long  serialVersionUID  int  _nesting  	projects/JacksonCore23/src/main/java/com/fasterxml/jackson/core/util/DefaultPrettyPrinter.java	0.3779644730092272	147	147	1	replace	_baseSeparator  =  base._rootSeparator;	  _rootSeparator    =    base._rootSeparator;    _baseSeparator    =    base._rootSeparator;    	non-compiled	[CE]  cannot  find  symbol  _baseSeparator	15	None	replace
6	[BUG]  [BUGGY]  if(base._rootSeparator!=  null)  {  _rootSeparator  =  base._rootSeparator;  }  [CE]  variable  _rootSeparator  might  not  have  been  initialized  [FE]            ComparisonFailure      [CONTEXT]      SerializableString  rootSeparator)  {  _arrayIndenter  =  base._arrayIndenter;  _objectIndenter  =  base._objectIndenter;  _spacesInObjectEntries  =  base._spacesInObjectEntries;  _nesting  =  base._nesting;  _separators  =  base._separators;  _objectFieldValueSeparatorWithSpaces  =  base._objectFieldValueSeparatorWithSpaces;      [BUGGY]  if(base._rootSeparator!=  null)  {  _rootSeparator  =  base._rootSeparator;  }  [BUGGY]      }  [CLASS]  DefaultPrettyPrinter  NopIndenter  FixedSpaceIndenter  [METHOD]  <init>  [RETURN_TYPE]  SerializableString)  DefaultPrettyPrinter  base  SerializableString  rootSeparator  [VARIABLES]  DefaultPrettyPrinter  base  SerializedString  DEFAULT_ROOT_VALUE_SEPARATOR  Indenter  _arrayIndenter  _objectIndenter  SerializableString  _rootSeparator  rootSeparator  boolean  _spacesInObjectEntries  NopIndenter  instance  Separators  _separators  String  _objectFieldValueSeparatorWithSpaces  rootSeparator  FixedSpaceIndenter  instance  long  serialVersionUID  int  _nesting  	projects/JacksonCore23/src/main/java/com/fasterxml/jackson/core/util/DefaultPrettyPrinter.java	0.3779644730092272	147	147	1	replace	if(base._rootSeparator!=  null)  {  _rootSeparator  =  base._rootSeparator;  }	  _rootSeparator    =    base._rootSeparator;    if(base._rootSeparator!=    null)    {    _rootSeparator    =    base._rootSeparator;    }    	non-compiled	[CE]  variable  _rootSeparator  might  not  have  been  initialized	22	None	replace
7	[BUG]  [BUGGY]  ||  base._rootSeparator!=  null)  {  _rootSeparator  =  base._rootSeparator;  }  [CE]  illegal  start  of  expression  [FE]              ComparisonFailure      [CONTEXT]      SerializableString  rootSeparator)  {  _arrayIndenter  =  base._arrayIndenter;  _objectIndenter  =  base._objectIndenter;  _spacesInObjectEntries  =  base._spacesInObjectEntries;  _nesting  =  base._nesting;  _separators  =  base._separators;  _objectFieldValueSeparatorWithSpaces  =  base._objectFieldValueSeparatorWithSpaces;      [BUGGY]  ||  base._rootSeparator!=  null)  {  _rootSeparator  =  base._rootSeparator;  }  [BUGGY]      }  [CLASS]  DefaultPrettyPrinter  NopIndenter  FixedSpaceIndenter  [METHOD]  <init>  [RETURN_TYPE]  SerializableString)  DefaultPrettyPrinter  base  SerializableString  rootSeparator  [VARIABLES]  DefaultPrettyPrinter  base  SerializedString  DEFAULT_ROOT_VALUE_SEPARATOR  Indenter  _arrayIndenter  _objectIndenter  SerializableString  _rootSeparator  rootSeparator  boolean  _spacesInObjectEntries  NopIndenter  instance  Separators  _separators  String  _objectFieldValueSeparatorWithSpaces  rootSeparator  FixedSpaceIndenter  instance  long  serialVersionUID  int  _nesting  	projects/JacksonCore23/src/main/java/com/fasterxml/jackson/core/util/DefaultPrettyPrinter.java	0.3779644730092272	147	147	1	replace	||  base._rootSeparator!=  null)  {  _rootSeparator  =  base._rootSeparator;  }	  _rootSeparator    =    base._rootSeparator;    if(base._rootSeparator!=    null)    {    _rootSeparator    =    base._rootSeparator;    }    	non-compiled	[CE]  illegal  start  of  expression	22	None	replace
8	[BUG]  [BUGGY]  _rootSeparator  =  deFAULT_ROOT_VALUE_SEPARATOR;  [CE]  cannot  find  symbol  deFAULT_ROOT_VALUE_SEPARATOR  [FE]        ComparisonFailure      [CONTEXT]      SerializableString  rootSeparator)  {  _arrayIndenter  =  base._arrayIndenter;  _objectIndenter  =  base._objectIndenter;  _spacesInObjectEntries  =  base._spacesInObjectEntries;  _nesting  =  base._nesting;  _separators  =  base._separators;  _objectFieldValueSeparatorWithSpaces  =  base._objectFieldValueSeparatorWithSpaces;      [BUGGY]  _rootSeparator  =  deFAULT_ROOT_VALUE_SEPARATOR;  [BUGGY]      }  [CLASS]  DefaultPrettyPrinter  NopIndenter  FixedSpaceIndenter  [METHOD]  <init>  [RETURN_TYPE]  SerializableString)  DefaultPrettyPrinter  base  SerializableString  rootSeparator  [VARIABLES]  DefaultPrettyPrinter  base  SerializedString  DEFAULT_ROOT_VALUE_SEPARATOR  Indenter  _arrayIndenter  _objectIndenter  SerializableString  _rootSeparator  rootSeparator  boolean  _spacesInObjectEntries  NopIndenter  instance  Separators  _separators  String  _objectFieldValueSeparatorWithSpaces  rootSeparator  FixedSpaceIndenter  instance  long  serialVersionUID  int  _nesting  	projects/JacksonCore23/src/main/java/com/fasterxml/jackson/core/util/DefaultPrettyPrinter.java	0.3779644730092272	147	147	1	replace	_rootSeparator  =  deFAULT_ROOT_VALUE_SEPARATOR;	  _rootSeparator    =    DEFAULT_ROOT_VALUE_SEPARATOR;    _rootSeparator    =    DEFAULT_ROOT_VALUE_SEPARATOR;    	non-compiled	[CE]  cannot  find  symbol  deFAULT_ROOT_VALUE_SEPARATOR	4	None	replace
9	[BUG]  [BUGGY]  if(rootSeparator  ==  null)  {  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  }  [CE]  variable  _rootSeparator  might  already  have  been  assigned  [FE]            ComparisonFailure      [CONTEXT]      SerializableString  rootSeparator)  {  _arrayIndenter  =  base._arrayIndenter;  _objectIndenter  =  base._objectIndenter;  _spacesInObjectEntries  =  base._spacesInObjectEntries;  _nesting  =  base._nesting;  _separators  =  base._separators;  _objectFieldValueSeparatorWithSpaces  =  base._objectFieldValueSeparatorWithSpaces;      [BUGGY]  if(rootSeparator  ==  null)  {  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  }  [BUGGY]      }  [CLASS]  DefaultPrettyPrinter  NopIndenter  FixedSpaceIndenter  [METHOD]  <init>  [RETURN_TYPE]  SerializableString)  DefaultPrettyPrinter  base  SerializableString  rootSeparator  [VARIABLES]  DefaultPrettyPrinter  base  SerializedString  DEFAULT_ROOT_VALUE_SEPARATOR  Indenter  _arrayIndenter  _objectIndenter  SerializableString  _rootSeparator  rootSeparator  boolean  _spacesInObjectEntries  NopIndenter  instance  Separators  _separators  String  _objectFieldValueSeparatorWithSpaces  rootSeparator  FixedSpaceIndenter  instance  long  serialVersionUID  int  _nesting  	projects/JacksonCore23/src/main/java/com/fasterxml/jackson/core/util/DefaultPrettyPrinter.java	0.3779644730092272	147	147	1	replace	if(rootSeparator  ==  null)  {  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  }	  _rootSeparator    =    DEFAULT_ROOT_VALUE_SEPARATOR;    _rootSeparator    =    DEFAULT_ROOT_VALUE_SEPARATOR;    }    	non-compiled	[CE]  variable  _rootSeparator  might  already  have  been  assigned	6	None	replace
10	[BUG]  [BUGGY]  if(rootSeparator!=  null)  {  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  }  [CE]  variable  _rootSeparator  might  already  have  been  assigned  [FE]              ComparisonFailure      [CONTEXT]      SerializableString  rootSeparator)  {  _arrayIndenter  =  base._arrayIndenter;  _objectIndenter  =  base._objectIndenter;  _spacesInObjectEntries  =  base._spacesInObjectEntries;  _nesting  =  base._nesting;  _separators  =  base._separators;  _objectFieldValueSeparatorWithSpaces  =  base._objectFieldValueSeparatorWithSpaces;      [BUGGY]  if(rootSeparator!=  null)  {  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  }  [BUGGY]      }  [CLASS]  DefaultPrettyPrinter  NopIndenter  FixedSpaceIndenter  [METHOD]  <init>  [RETURN_TYPE]  SerializableString)  DefaultPrettyPrinter  base  SerializableString  rootSeparator  [VARIABLES]  DefaultPrettyPrinter  base  SerializedString  DEFAULT_ROOT_VALUE_SEPARATOR  Indenter  _arrayIndenter  _objectIndenter  SerializableString  _rootSeparator  rootSeparator  boolean  _spacesInObjectEntries  NopIndenter  instance  Separators  _separators  String  _objectFieldValueSeparatorWithSpaces  rootSeparator  FixedSpaceIndenter  instance  long  serialVersionUID  int  _nesting  	projects/JacksonCore23/src/main/java/com/fasterxml/jackson/core/util/DefaultPrettyPrinter.java	0.3779644730092272	147	147	1	replace	if(rootSeparator!=  null)  {  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  _rootSeparator  =  DEFAULT_ROOT_VALUE_SEPARATOR;  }	  _rootSeparator    =    DEFAULT_ROOT_VALUE_SEPARATOR;    _rootSeparator    =    DEFAULT_ROOT_VALUE_SEPARATOR;    }    	non-compiled	[CE]  variable  _rootSeparator  might  already  have  been  assigned	6	None	replace
