bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] return 0; [FE] ComparisonFailure [CONTEXT] private char getMappingCode(final String str, final int index) {  final char mappedChar = this.map(str.charAt(index));  if (index > 1 && mappedChar != '0') { final char hwChar = str.charAt(index - 1); if ('H' == hwChar || 'W' == hwChar) { final char preHWChar = str.charAt(index - 2); final char firstCode = this.map(preHWChar); if (firstCode == mappedChar || 'H' == preHWChar || 'W' == preHWChar) { [BUGGY] return 0; [BUGGY] } } } return mappedChar; } [CLASS] Soundex [METHOD] getMappingCode [RETURN_TYPE] char  String str final int index [VARIABLES] char firstCode hwChar mappedChar preHWChar Soundex US_ENGLISH String US_ENGLISH_MAPPING_STRING mapping s1 s2 str boolean int index maxLength char[] US_ENGLISH_MAPPING mapping soundexMapping  	projects/Codec15/src/main/java/org/apache/commons/codec/language/Soundex.java	0.5	193	193	1	replace	
2	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] private char getMappingCode(final String str, final int index) {  final char mappedChar = this.map(str.charAt(index));  if (index > 1 && mappedChar != '0') { final char hwChar = str.charAt(index - 1); if ('H' == hwChar || 'W' == hwChar) { final char preHWChar = str.charAt(index - 2); final char firstCode = this.map(preHWChar); if (firstCode == mappedChar || 'H' == preHWChar || 'W' == preHWChar) { [BUGGY] [BUGGY] return 0; } } } return mappedChar; } [CLASS] Soundex [METHOD] getMappingCode [RETURN_TYPE] char  String str final int index [VARIABLES] char firstCode hwChar mappedChar preHWChar Soundex US_ENGLISH String US_ENGLISH_MAPPING_STRING mapping s1 s2 str boolean int index maxLength char[] US_ENGLISH_MAPPING mapping soundexMapping  	projects/Codec15/src/main/java/org/apache/commons/codec/language/Soundex.java	0.5	193	193	1	add	
3	[BUG] [BUGGY] final char preHWChar = str.charAt(index - 2); [FE] ComparisonFailure [CONTEXT] private char getMappingCode(final String str, final int index) {  final char mappedChar = this.map(str.charAt(index));  if (index > 1 && mappedChar != '0') { final char hwChar = str.charAt(index - 1); if ('H' == hwChar || 'W' == hwChar) { [BUGGY] final char preHWChar = str.charAt(index - 2); [BUGGY] final char firstCode = this.map(preHWChar); if (firstCode == mappedChar || 'H' == preHWChar || 'W' == preHWChar) { return 0; } } } return mappedChar; } [CLASS] Soundex [METHOD] getMappingCode [RETURN_TYPE] char  String str final int index [VARIABLES] char firstCode hwChar mappedChar preHWChar Soundex US_ENGLISH String US_ENGLISH_MAPPING_STRING mapping s1 s2 str boolean int index maxLength char[] US_ENGLISH_MAPPING mapping soundexMapping  	projects/Codec15/src/main/java/org/apache/commons/codec/language/Soundex.java	0.3779644730092272	190	190	1	replace	
4	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] private char getMappingCode(final String str, final int index) {  final char mappedChar = this.map(str.charAt(index));  if (index > 1 && mappedChar != '0') { final char hwChar = str.charAt(index - 1); if ('H' == hwChar || 'W' == hwChar) { [BUGGY] [BUGGY] final char preHWChar = str.charAt(index - 2); final char firstCode = this.map(preHWChar); if (firstCode == mappedChar || 'H' == preHWChar || 'W' == preHWChar) { return 0; } } } return mappedChar; } [CLASS] Soundex [METHOD] getMappingCode [RETURN_TYPE] char  String str final int index [VARIABLES] char firstCode hwChar mappedChar preHWChar Soundex US_ENGLISH String US_ENGLISH_MAPPING_STRING mapping s1 s2 str boolean int index maxLength char[] US_ENGLISH_MAPPING mapping soundexMapping  	projects/Codec15/src/main/java/org/apache/commons/codec/language/Soundex.java	0.3779644730092272	190	190	1	add	
5	[BUG] [BUGGY] final char firstCode = this.map(preHWChar); [FE] ComparisonFailure [CONTEXT] private char getMappingCode(final String str, final int index) {  final char mappedChar = this.map(str.charAt(index));  if (index > 1 && mappedChar != '0') { final char hwChar = str.charAt(index - 1); if ('H' == hwChar || 'W' == hwChar) { final char preHWChar = str.charAt(index - 2); [BUGGY] final char firstCode = this.map(preHWChar); [BUGGY] if (firstCode == mappedChar || 'H' == preHWChar || 'W' == preHWChar) { return 0; } } } return mappedChar; } [CLASS] Soundex [METHOD] getMappingCode [RETURN_TYPE] char  String str final int index [VARIABLES] char firstCode hwChar mappedChar preHWChar Soundex US_ENGLISH String US_ENGLISH_MAPPING_STRING mapping s1 s2 str boolean int index maxLength char[] US_ENGLISH_MAPPING mapping soundexMapping  	projects/Codec15/src/main/java/org/apache/commons/codec/language/Soundex.java	0.3779644730092272	191	191	1	replace	
6	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] private char getMappingCode(final String str, final int index) {  final char mappedChar = this.map(str.charAt(index));  if (index > 1 && mappedChar != '0') { final char hwChar = str.charAt(index - 1); if ('H' == hwChar || 'W' == hwChar) { final char preHWChar = str.charAt(index - 2); [BUGGY] [BUGGY] final char firstCode = this.map(preHWChar); if (firstCode == mappedChar || 'H' == preHWChar || 'W' == preHWChar) { return 0; } } } return mappedChar; } [CLASS] Soundex [METHOD] getMappingCode [RETURN_TYPE] char  String str final int index [VARIABLES] char firstCode hwChar mappedChar preHWChar Soundex US_ENGLISH String US_ENGLISH_MAPPING_STRING mapping s1 s2 str boolean int index maxLength char[] US_ENGLISH_MAPPING mapping soundexMapping  	projects/Codec15/src/main/java/org/apache/commons/codec/language/Soundex.java	0.3779644730092272	191	191	1	add	
7	[BUG] [BUGGY] if (firstCode == mappedChar || 'H' == preHWChar || 'W' == preHWChar) { [FE] ComparisonFailure [CONTEXT] private char getMappingCode(final String str, final int index) {  final char mappedChar = this.map(str.charAt(index));  if (index > 1 && mappedChar != '0') { final char hwChar = str.charAt(index - 1); if ('H' == hwChar || 'W' == hwChar) { final char preHWChar = str.charAt(index - 2); final char firstCode = this.map(preHWChar); [BUGGY] if (firstCode == mappedChar || 'H' == preHWChar || 'W' == preHWChar) { [BUGGY] return 0; } } } return mappedChar; } [CLASS] Soundex [METHOD] getMappingCode [RETURN_TYPE] char  String str final int index [VARIABLES] char firstCode hwChar mappedChar preHWChar Soundex US_ENGLISH String US_ENGLISH_MAPPING_STRING mapping s1 s2 str boolean int index maxLength char[] US_ENGLISH_MAPPING mapping soundexMapping  	projects/Codec15/src/main/java/org/apache/commons/codec/language/Soundex.java	0.3779644730092272	192	192	1	replace	
8	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] private char getMappingCode(final String str, final int index) {  final char mappedChar = this.map(str.charAt(index));  if (index > 1 && mappedChar != '0') { final char hwChar = str.charAt(index - 1); if ('H' == hwChar || 'W' == hwChar) { final char preHWChar = str.charAt(index - 2); final char firstCode = this.map(preHWChar); [BUGGY] [BUGGY] if (firstCode == mappedChar || 'H' == preHWChar || 'W' == preHWChar) { return 0; } } } return mappedChar; } [CLASS] Soundex [METHOD] getMappingCode [RETURN_TYPE] char  String str final int index [VARIABLES] char firstCode hwChar mappedChar preHWChar Soundex US_ENGLISH String US_ENGLISH_MAPPING_STRING mapping s1 s2 str boolean int index maxLength char[] US_ENGLISH_MAPPING mapping soundexMapping  	projects/Codec15/src/main/java/org/apache/commons/codec/language/Soundex.java	0.3779644730092272	192	192	1	add	
9	[BUG] [BUGGY] return soundex(str); [FE] ComparisonFailure [CONTEXT] public String encode(final String str) { [BUGGY] return soundex(str); [BUGGY] } [CLASS] Soundex [METHOD] encode [RETURN_TYPE] String  String str [VARIABLES] Soundex US_ENGLISH String US_ENGLISH_MAPPING_STRING mapping s1 s2 str boolean int maxLength char[] US_ENGLISH_MAPPING mapping soundexMapping  	projects/Codec15/src/main/java/org/apache/commons/codec/language/Soundex.java	0.2182178902359924	167	167	1	replace	
10	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] public String encode(final String str) { [BUGGY] [BUGGY] return soundex(str); } [CLASS] Soundex [METHOD] encode [RETURN_TYPE] String  String str [VARIABLES] Soundex US_ENGLISH String US_ENGLISH_MAPPING_STRING mapping s1 s2 str boolean int maxLength char[] US_ENGLISH_MAPPING mapping soundexMapping  	projects/Codec15/src/main/java/org/apache/commons/codec/language/Soundex.java	0.2182178902359924	167	167	1	add	
