bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	patch
1	[BUG] [BUGGY] return addOrUpdate(new Double(x), new Double(y)); [FE] Size [CONTEXT] public XYDataItem addOrUpdate(double x, double y) { [BUGGY] return addOrUpdate(new Double(x), new Double(y)); [BUGGY] } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  double x double y [VARIABLES] List data boolean allowDuplicateXValues autoSort dataRemoved notify long serialVersionUID int end i index maximum maximumItemCount size start double x y  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.7071067811865475	527	527	1	
2	[BUG] [BUGGY] this.data.add(-index - 1, new XYDataItem(x, y)); [FE] Size [CONTEXT] throw new SeriesException("Couldn't clone XYDataItem!"); } existing.setY(y); } else {     if (this.autoSort) { [BUGGY] this.data.add(-index - 1, new XYDataItem(x, y)); [BUGGY] } else { this.data.add(new XYDataItem(x, y)); }  if (getItemCount() > this.maximumItemCount) { this.data.remove(0); } } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.7071067811865475	564	564	1	
3	[BUG] [BUGGY] if (this.autoSort) { [FE] Size [CONTEXT] catch (CloneNotSupportedException e) { throw new SeriesException("Couldn't clone XYDataItem!"); } existing.setY(y); } else {     [BUGGY] if (this.autoSort) { [BUGGY] this.data.add(-index - 1, new XYDataItem(x, y)); } else { this.data.add(new XYDataItem(x, y)); }  if (getItemCount() > this.maximumItemCount) { this.data.remove(0); } } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5773502691896258	563	563	1	
4	[BUG] [BUGGY] if (getItemCount() > this.maximumItemCount) { [FE] Size [CONTEXT]    if (this.autoSort) { this.data.add(-index - 1, new XYDataItem(x, y)); } else { this.data.add(new XYDataItem(x, y)); }  [BUGGY] if (getItemCount() > this.maximumItemCount) { [BUGGY] this.data.remove(0); } } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5773502691896258	570	570	1	
5	[BUG] [BUGGY] if (x == null) { [FE] Size [CONTEXT] public XYDataItem addOrUpdate(Number x, Number y) { [BUGGY] if (x == null) { [BUGGY] throw new IllegalArgumentException("Null 'x' argument."); }  XYDataItem overwritten = null; int index = indexOf(x); if (index >= 0 && !this.allowDuplicateXValues) { XYDataItem existing = (XYDataItem) this.data.get(index); try { overwritten = (XYDataItem) existing.clone(); [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5	541	541	1	
6	[BUG] [BUGGY] XYDataItem overwritten = null; [FE] Size [CONTEXT] public XYDataItem addOrUpdate(Number x, Number y) { if (x == null) { throw new IllegalArgumentException("Null 'x' argument."); }  [BUGGY] XYDataItem overwritten = null; [BUGGY] int index = indexOf(x); if (index >= 0 && !this.allowDuplicateXValues) { XYDataItem existing = (XYDataItem) this.data.get(index); try { overwritten = (XYDataItem) existing.clone(); } catch (CloneNotSupportedException e) { throw new SeriesException("Couldn't clone XYDataItem!"); } existing.setY(y); [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5	546	546	1	
7	[BUG] [BUGGY] int index = indexOf(x); [FE] Size [CONTEXT] public XYDataItem addOrUpdate(Number x, Number y) { if (x == null) { throw new IllegalArgumentException("Null 'x' argument."); }  XYDataItem overwritten = null; [BUGGY] int index = indexOf(x); [BUGGY] if (index >= 0 && !this.allowDuplicateXValues) { XYDataItem existing = (XYDataItem) this.data.get(index); try { overwritten = (XYDataItem) existing.clone(); } catch (CloneNotSupportedException e) { throw new SeriesException("Couldn't clone XYDataItem!"); } existing.setY(y); } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5	547	547	1	
8	[BUG] [BUGGY] if (index >= 0 && !this.allowDuplicateXValues) { [FE] Size [CONTEXT] public XYDataItem addOrUpdate(Number x, Number y) { if (x == null) { throw new IllegalArgumentException("Null 'x' argument."); }  XYDataItem overwritten = null; int index = indexOf(x); [BUGGY] if (index >= 0 && !this.allowDuplicateXValues) { [BUGGY] XYDataItem existing = (XYDataItem) this.data.get(index); try { overwritten = (XYDataItem) existing.clone(); } catch (CloneNotSupportedException e) { throw new SeriesException("Couldn't clone XYDataItem!"); } existing.setY(y); } else { [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5	548	548	1	
9	[BUG] [BUGGY] fireSeriesChanged(); [FE] Size [CONTEXT] this.data.add(-index - 1, new XYDataItem(x, y)); } else { this.data.add(new XYDataItem(x, y)); }  if (getItemCount() > this.maximumItemCount) { this.data.remove(0); } } [BUGGY] fireSeriesChanged(); [BUGGY] return overwritten; } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5	574	574	1	
10	[BUG] [BUGGY] return overwritten; [FE] Size [CONTEXT] } else { this.data.add(new XYDataItem(x, y)); }  if (getItemCount() > this.maximumItemCount) { this.data.remove(0); } } fireSeriesChanged(); [BUGGY] return overwritten; [BUGGY] } [CLASS] XYSeries [METHOD] addOrUpdate [RETURN_TYPE] XYDataItem  Number x Number y [VARIABLES] boolean allowDuplicateXValues autoSort dataRemoved notify Number x y List data long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem existing overwritten CloneNotSupportedException e  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.5	575	575	1	
11	[BUG] [BUGGY] return Collections.binarySearch(this.data, new XYDataItem(x, null)); [FE] Size [CONTEXT] public int indexOf(Number x) { if (this.autoSort) { [BUGGY] return Collections.binarySearch(this.data, new XYDataItem(x, null)); [BUGGY] } else { for (int i = 0; i < this.data.size(); i++) { XYDataItem item = (XYDataItem) this.data.get(i); if (item.getX().equals(x)) { return i; } } return -1; } [CLASS] XYSeries [METHOD] indexOf [RETURN_TYPE] int  Number x [VARIABLES] List data boolean allowDuplicateXValues autoSort dataRemoved notify Number x long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem item  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.4472135954999579	590	590	1	
12	[BUG] [BUGGY] if (this.autoSort) { [FE] Size [CONTEXT] public int indexOf(Number x) { [BUGGY] if (this.autoSort) { [BUGGY] return Collections.binarySearch(this.data, new XYDataItem(x, null)); } else { for (int i = 0; i < this.data.size(); i++) { XYDataItem item = (XYDataItem) this.data.get(i); if (item.getX().equals(x)) { return i; } } return -1; [CLASS] XYSeries [METHOD] indexOf [RETURN_TYPE] int  Number x [VARIABLES] List data boolean allowDuplicateXValues autoSort dataRemoved notify Number x long serialVersionUID int end i index maximum maximumItemCount size start XYDataItem item  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.3333333333333333	589	589	1	
13	[BUG] [BUGGY] super(key); [FE] Size [CONTEXT] public XYSeries(Comparable key, boolean autoSort, boolean allowDuplicateXValues) { [BUGGY] super(key); [BUGGY] this.data = new java.util.ArrayList(); this.autoSort = autoSort; this.allowDuplicateXValues = allowDuplicateXValues; } [CLASS] XYSeries [METHOD] <init> [RETURN_TYPE] Comparable,boolean,boolean)  Comparable key boolean autoSort boolean allowDuplicateXValues [VARIABLES] List data Comparable key boolean allowDuplicateXValues autoSort long serialVersionUID int maximumItemCount  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.2182178902359924	153	153	1	
14	[BUG] [BUGGY] private int maximumItemCount = Integer.MAX_VALUE; [FE] Size [CONTEXT] [BUGGY] private int maximumItemCount = Integer.MAX_VALUE; [BUGGY]  [CLASS] XYSeries  [VARIABLES] 	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.2182178902359924	109	109	1	
15	[BUG] [BUGGY] this.data = new java.util.ArrayList(); [FE] Size [CONTEXT] public XYSeries(Comparable key, boolean autoSort, boolean allowDuplicateXValues) { super(key); [BUGGY] this.data = new java.util.ArrayList(); [BUGGY] this.autoSort = autoSort; this.allowDuplicateXValues = allowDuplicateXValues; } [CLASS] XYSeries [METHOD] <init> [RETURN_TYPE] Comparable,boolean,boolean)  Comparable key boolean autoSort boolean allowDuplicateXValues [VARIABLES] List data Comparable key boolean allowDuplicateXValues autoSort long serialVersionUID int maximumItemCount  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.2182178902359924	154	154	1	
16	[BUG] [BUGGY] this.autoSort = autoSort; [FE] Size [CONTEXT] public XYSeries(Comparable key, boolean autoSort, boolean allowDuplicateXValues) { super(key); this.data = new java.util.ArrayList(); [BUGGY] this.autoSort = autoSort; [BUGGY] this.allowDuplicateXValues = allowDuplicateXValues; } [CLASS] XYSeries [METHOD] <init> [RETURN_TYPE] Comparable,boolean,boolean)  Comparable key boolean autoSort boolean allowDuplicateXValues [VARIABLES] List data Comparable key boolean allowDuplicateXValues autoSort long serialVersionUID int maximumItemCount  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.2182178902359924	155	155	1	
17	[BUG] [BUGGY] this.allowDuplicateXValues = allowDuplicateXValues; [FE] Size [CONTEXT] public XYSeries(Comparable key, boolean autoSort, boolean allowDuplicateXValues) { super(key); this.data = new java.util.ArrayList(); this.autoSort = autoSort; [BUGGY] this.allowDuplicateXValues = allowDuplicateXValues; [BUGGY] } [CLASS] XYSeries [METHOD] <init> [RETURN_TYPE] Comparable,boolean,boolean)  Comparable key boolean autoSort boolean allowDuplicateXValues [VARIABLES] List data Comparable key boolean allowDuplicateXValues autoSort long serialVersionUID int maximumItemCount  	projects/Chart5/source/org/jfree/data/xy/XYSeries.java	0.2182178902359924	156	156	1	
