projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.add(value);
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.clear();
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.addAll(valueList);
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.add(this);
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.add(option);
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84values.put(option,valueList);
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84if(valueList!=null){values.put(option,valueList);}
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84if(valueList!=null){values.put(option,valueList);}else{defaultValues.put(option,valueList);}
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84if(valueList==null){values.put(option,valueList);}
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84if(valueList!=null){values.put(option,valueList);}else{defaultValues.add(option);}
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.add(null);
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.add(value);valueList.add(value);
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.add(value);junit.framework.ComparisonFailure:expected;
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.add(value);junit.framework.ComparisonFailure:expected
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.add(value);Valuevalue=(Value)this.defaultSwitches.get(option);
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.add(value);junit.framework.ComparisonFailure:expected=true;
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84junit.framework.ComparisonFailure:expected
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84if(valueList!=null){defaultValues.put(option,valueList);}
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84if(valueList!=null){defaultValues.put(option,valueList);}else{defaultValues.add(option);}
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84if(valueList!=null){values.put(option,value);}else{defaultValues.add(option);}
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84if(valueList!=null){defaultValues.put(option,value);}else{defaultValues.add(option);}
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.add(option);valueList.add(option);
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.add(option);junit.framework.ComparisonFailure:expected
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.add(option);junit.framework.ComparisonFailure:expected;
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.add(option);if(optioninstanceofComparable){Comparablevalue=(Comparison)option;if(value.equals(value)){return;}
projects/Cli15/src/java/org/apache/commons/cli2/commandline/WriteableCommandLineImpl.java84valueList.add(option);if(optioninstanceofComparable){Comparablevalue=(Comparison)option;if(value.getClass()!=null){return;}
