projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114charch4=str.charAt(4);
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114charch4=str.charAt(0);
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114charch4=str.charAt(3);
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114charch4=str.charAt(5);
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114charch4=str.charAt(2);
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114charch3=str.charAt(3);
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114charch3=str.charAt(4);
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114charch3=str.charAt(2);
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114charch3=str.charAt(5);
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114charch3=str.charAt(9);
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114if(ch3<'A'||ch3>'Z'||ch3>'Z'){returnnewLocale(str.substring(0,2),str.substring(3,5),str.substring(6));}
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114if(ch3<'A'||ch3>'Z'||ch4<'A'||ch4>'Z'){returnnewLocale(str.substring(0,2),str.substring(3,5),str.substring(6));}
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114if(ch3<'A'||ch3>'Z'||ch3>'Z'){returnnewLocale(str.substring(0,2),str.substring(3,6),str.substring(6));}
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114if(ch3<'A'||ch3>'Z'||ch4<'A'||ch4>'Z'){returnnewLocale(str.substring(0,2),str.substring(3,6),str.substring(6));}
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114if(ch3<'A'||ch3>'Z'||ch3>'Z'){returnnewLocale(str.substring(0,2),str.substring(3,5));}
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114if(ch3<'A'||ch3>'Z'||ch4<'A'||ch4>'Z'){thrownewIllegalArgumentException("Invalidlocaleformat:"+str);}
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114if(ch3<'A'||ch3>'Z'||ch4<'A'||ch4>'Z'){returnnewLocale(str.substring(0,2),str.substring(3,5),str.substring(5));}
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114charch3=str.charAt(0);
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114charch3=str.charAt(1);
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114if(ch3<'A'||ch3>'Z'||ch4<'A'||ch4>'Z'){returnnewLocale(str.substring(0,2),str.substring(3,5),str.substring
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114if(ch3<'A'||ch3>'Z'||ch4<'A'||ch4>'Z'){returnnewLocale(str.substring(0,2),str.substring(3,5),str.
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114if(ch3<'A'||ch3>'Z'||ch4<'A'||ch4>'Z'){returnnewLocale(str.substring(0,2),str.substring(3,5),str.substring(6)
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114if(ch3<'A'||ch3>'Z'||ch4<'A'||ch4>'Z'){returnnewLocale(str.substring(0,2),str.substring(3,5),str.substring(3));}
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114if(ch3<'A'||ch3>'Z'||ch4<'A'||ch4>'Z'){returnnewLocale(str.substring(0,2),str.substring(3,6),str.substring
projects/Lang54/src/java/org/apache/commons/lang/LocaleUtils.java114if(ch3<'A'||ch3>'Z'||ch4<'A'||ch4>'Z'){returnnewLocale(str.substring(0,2),str.substring(3,6),str.
