projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152ParsePositionpos=newParsePosition(0);
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152ParsePositionpos=newParsePosition(1);
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152ParsePositionpos=newParsePosition(2);
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152ParsePositionpos=newParsePosition(stripCustom);
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152if(foundDescriptions==null){for(inti=0;i<foundDescriptions.size();i++){appendQuotedString(pattern,i,stripCustom,true);break;}
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152if(foundDescriptions!=null){for(inti=0;i<foundDescriptions.size();i++){appendQuotedString(pattern,i,stripCustom,true);break;}
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152if(foundDescriptions==null){for(inti=0;i<foundDescriptions.size();i++){appendQuotedString(pattern,i,stripCustom,true);}
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152if(foundDescriptions!=null){for(inti=0;i<foundDescriptions.size();i++){appendQuotedString(pattern,i,stripCustom,true);}
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152if(foundDescriptions==null){for(inti=0;i<foundDescriptions.size();i++){appendQuotedString(pattern,i+1,stripCustom,true);break;}
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152if(foundDescriptions==null){for(Iteratorit=foundDescriptions.iterator();it.hasNext();){appendQuotedString(pattern,it.next());}
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152if(foundDescriptions!=null){for(Iteratorit=foundDescriptions.iterator();it.hasNext();){appendQuotedString(pattern,it.next());}
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152char[]c=pattern.toCharArray();
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152if(stripCustom!=null){for(inti=0;i<foundDescriptions.size();++i){appendQuotedString(pattern,i,stripCustom,true);break;}
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152if(!foundDescriptions.isEmpty()){for(Iteratorit=foundDescriptions.iterator();it.hasNext();){appendQuotedString(pattern,pos,stripCustom,true);break;}
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152if(stripCustom!=null){for(inti=0;i<foundDescriptions.size();++i){appendQuotedString(pattern,i+1,stripCustom,true);break;}
projects/Lang43/src/java/org/apache/commons/lang/text/ExtendedMessageFormat.java152if(!foundDescriptions.isEmpty()){for(Iteratorit=foundDescriptions.iterator();it.hasNext();){appendQuotedString(pattern,i,it.next());}
