bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	patch
1	[BUG] [BUGGY] super(); [FE] AssertionFailedError [CONTEXT] public ShapeList() { [BUGGY] super(); [BUGGY] } [CLASS] ShapeList [METHOD] <init> [RETURN_TYPE] ShapeList()  [VARIABLES] boolean  	projects/Chart6/source/org/jfree/chart/util/ShapeList.java	0.8164965809277261	59	59	2	
2	[BUG] [BUGGY] } [FE] AssertionFailedError [CONTEXT] public ShapeList() { super(); [BUGGY] } [BUGGY]  [CLASS] ShapeList [METHOD] <init> [RETURN_TYPE] ShapeList()  [VARIABLES] boolean  	projects/Chart6/source/org/jfree/chart/util/ShapeList.java	0.8164965809277261	60	60	2	
3	[BUG] [BUGGY] set(index, shape); [FE] AssertionFailedError [CONTEXT] public void setShape(int index, Shape shape) { [BUGGY] set(index, shape); [BUGGY] } [CLASS] ShapeList [METHOD] setShape [RETURN_TYPE] void  int index Shape shape [VARIABLES] Shape shape boolean int index  	projects/Chart6/source/org/jfree/chart/util/ShapeList.java	0.8164965809277261	81	81	2	
4	[BUG] [BUGGY] } [FE] AssertionFailedError [CONTEXT] public void setShape(int index, Shape shape) { set(index, shape); [BUGGY] } [BUGGY]  [CLASS] ShapeList [METHOD] setShape [RETURN_TYPE] void  int index Shape shape [VARIABLES] Shape shape boolean int index  	projects/Chart6/source/org/jfree/chart/util/ShapeList.java	0.8164965809277261	82	82	2	
5	[BUG] [BUGGY] if (obj == this) { [FE] AssertionFailedError [CONTEXT] public boolean equals(Object obj) { [BUGGY] if (obj == this) { [BUGGY] return true; } if (!(obj instanceof ShapeList)) { return false; } return super.equals(obj); } [CLASS] ShapeList [METHOD] equals [RETURN_TYPE] boolean  Object obj [VARIABLES] boolean Object obj  	projects/Chart6/source/org/jfree/chart/util/ShapeList.java	0.8164965809277261	105	105	2	
6	[BUG] [BUGGY] if (!(obj instanceof ShapeList)) { [FE] AssertionFailedError [CONTEXT] public boolean equals(Object obj) { if (obj == this) { return true; } [BUGGY] if (!(obj instanceof ShapeList)) { [BUGGY] return false; } return super.equals(obj); } [CLASS] ShapeList [METHOD] equals [RETURN_TYPE] boolean  Object obj [VARIABLES] boolean Object obj  	projects/Chart6/source/org/jfree/chart/util/ShapeList.java	0.8164965809277261	108	108	2	
7	[BUG] [BUGGY] return super.equals(obj); [FE] AssertionFailedError [CONTEXT] public boolean equals(Object obj) { if (obj == this) { return true; } if (!(obj instanceof ShapeList)) { return false; } [BUGGY] return super.equals(obj); [BUGGY]  } [CLASS] ShapeList [METHOD] equals [RETURN_TYPE] boolean  Object obj [VARIABLES] boolean Object obj  	projects/Chart6/source/org/jfree/chart/util/ShapeList.java	0.8164965809277261	111	111	2	
8	[BUG] [BUGGY] return (Shape) get(index); [FE] AssertionFailedError [CONTEXT] public Shape getShape(int index) { [BUGGY] return (Shape) get(index); [BUGGY] } [CLASS] ShapeList [METHOD] getShape [RETURN_TYPE] Shape  int index [VARIABLES] boolean int index  	projects/Chart6/source/org/jfree/chart/util/ShapeList.java	0.7071067811865475	70	70	2	
9	[BUG] [BUGGY] return super.hashCode(); [FE] AssertionFailedError [CONTEXT] public int hashCode() { [BUGGY] return super.hashCode(); [BUGGY] } [CLASS] ShapeList [METHOD] hashCode [RETURN_TYPE] int  [VARIABLES] boolean  	projects/Chart6/source/org/jfree/chart/util/ShapeList.java	0.7071067811865475	121	121	2	
10	[BUG] [BUGGY] stream.defaultWriteObject(); [FE] AssertionFailedError [CONTEXT] private void writeObject(ObjectOutputStream stream) throws IOException { [BUGGY] stream.defaultWriteObject(); [BUGGY] int count = size(); stream.writeInt(count); for (int i = 0; i < count; i++) { Shape shape = getShape(i); if (shape != null) { stream.writeInt(i); SerialUtilities.writeShape(shape, stream); } else { stream.writeInt(-1); [CLASS] ShapeList [METHOD] writeObject [RETURN_TYPE] void  ObjectOutputStream stream [VARIABLES] Shape shape boolean ObjectOutputStream stream int count i  	projects/Chart6/source/org/jfree/chart/util/ShapeList.java	0.7071067811865475	133	133	2	
