projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java42
projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java42super(f,100,1E-6);
projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java42super(f,100,1E-7);
projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java42super(f,0,1E-6);
projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java42this(f,0,0);
projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java42super(f);
projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java42super(f,100,1E-6,0);
projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java42super(f,100,2E-6);
projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java42super(f,100,1E-6,2);
projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java42super(f,100,0E-6);
projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java42super(f,100,1E-5);
projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java42super(f,100,3E-6);
projects/Math97/src/java/org/apache/commons/math/analysis/BrentSolver.java42super(f,0,0);
