bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]    super();  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    super();  [BUGGY]  public  Vector3D(double  x,  double  y,  double  z)  {  this.x  =  x;  this.y  =  y;  this.z  =  z;  }  [CLASS]  Vector3D  [METHOD]  <init>  [RETURN_TYPE]  Vector3D(double,double,double)  double  x  double  y  double  z  [VARIABLES]  Vector3DFormat  DEFAULT_FORMAT  boolean  Vector3D  MINUS_I  MINUS_J  MINUS_K  NEGATIVE_INFINITY  NaN  PLUS_I  PLUS_J  PLUS_K  POSITIVE_INFINITY  ZERO  double  x  y  z  long  serialVersionUID  	projects/Math55/src/main/java/org/apache/commons/math/geometry/Vector3D.java	0.22941573387056174	93	93	1	replace	    super();		non-compiled	[CE]  illegal  start  of  type	10	None	add
2	[BUG]  [BUGGY]    super();  this.x  =  x;  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    super();  this.x  =  x;  [BUGGY]  public  Vector3D(double  x,  double  y,  double  z)  {  this.x  =  x;  this.y  =  y;  this.z  =  z;  }  [CLASS]  Vector3D  [METHOD]  <init>  [RETURN_TYPE]  Vector3D(double,double,double)  double  x  double  y  double  z  [VARIABLES]  Vector3DFormat  DEFAULT_FORMAT  boolean  Vector3D  MINUS_I  MINUS_J  MINUS_K  NEGATIVE_INFINITY  NaN  PLUS_I  PLUS_J  PLUS_K  POSITIVE_INFINITY  ZERO  double  x  y  z  long  serialVersionUID  	projects/Math55/src/main/java/org/apache/commons/math/geometry/Vector3D.java	0.22941573387056174	93	93	1	replace	    super();  this.x  =  x;		non-compiled	[CE]  illegal  start  of  type	10	None	add
3	[BUG]  [BUGGY]    super();  this.x  =  new  Vector3D(x,  y,  z);  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    super();  this.x  =  new  Vector3D(x,  y,  z);  [BUGGY]  public  Vector3D(double  x,  double  y,  double  z)  {  this.x  =  x;  this.y  =  y;  this.z  =  z;  }  [CLASS]  Vector3D  [METHOD]  <init>  [RETURN_TYPE]  Vector3D(double,double,double)  double  x  double  y  double  z  [VARIABLES]  Vector3DFormat  DEFAULT_FORMAT  boolean  Vector3D  MINUS_I  MINUS_J  MINUS_K  NEGATIVE_INFINITY  NaN  PLUS_I  PLUS_J  PLUS_K  POSITIVE_INFINITY  ZERO  double  x  y  z  long  serialVersionUID  	projects/Math55/src/main/java/org/apache/commons/math/geometry/Vector3D.java	0.22941573387056174	93	93	1	replace	    super();  this.x  =  new  Vector3D(x,  y,  z);		non-compiled	[CE]  illegal  start  of  type	10	None	add
4	[BUG]  [BUGGY]    Preconditions.checkNotNull(x);  Preconditions.checkNotNull(y);  [CE]  <identifier>  expected  [CONTEXT]    [BUGGY]    Preconditions.checkNotNull(x);  Preconditions.checkNotNull(y);  [BUGGY]  public  Vector3D(double  x,  double  y,  double  z)  {  this.x  =  x;  this.y  =  y;  this.z  =  z;  }  [CLASS]  Vector3D  [METHOD]  <init>  [RETURN_TYPE]  Vector3D(double,double,double)  double  x  double  y  double  z  [VARIABLES]  Vector3DFormat  DEFAULT_FORMAT  boolean  Vector3D  MINUS_I  MINUS_J  MINUS_K  NEGATIVE_INFINITY  NaN  PLUS_I  PLUS_J  PLUS_K  POSITIVE_INFINITY  ZERO  double  x  y  z  long  serialVersionUID  	projects/Math55/src/main/java/org/apache/commons/math/geometry/Vector3D.java	0.22941573387056174	93	93	1	replace	    Preconditions.checkNotNull(x);  Preconditions.checkNotNull(y);		non-compiled	[CE]  <identifier>  expected	10	None	add
5	[BUG]  [BUGGY]    super();  this.x  =  new  Vector3D(x,  y,  z,  true);  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    super();  this.x  =  new  Vector3D(x,  y,  z,  true);  [BUGGY]  public  Vector3D(double  x,  double  y,  double  z)  {  this.x  =  x;  this.y  =  y;  this.z  =  z;  }  [CLASS]  Vector3D  [METHOD]  <init>  [RETURN_TYPE]  Vector3D(double,double,double)  double  x  double  y  double  z  [VARIABLES]  Vector3DFormat  DEFAULT_FORMAT  boolean  Vector3D  MINUS_I  MINUS_J  MINUS_K  NEGATIVE_INFINITY  NaN  PLUS_I  PLUS_J  PLUS_K  POSITIVE_INFINITY  ZERO  double  x  y  z  long  serialVersionUID  	projects/Math55/src/main/java/org/apache/commons/math/geometry/Vector3D.java	0.22941573387056174	93	93	1	replace	    super();  this.x  =  new  Vector3D(x,  y,  z,  true);		non-compiled	[CE]  illegal  start  of  type	10	None	add
11	[BUG]  [BUGGY]  [FE]  AssertionError  testCrossProductCancellation  [CONTEXT]  public  double  getZ()  {  [BUGGY]  return  this.z;  [BUGGY]  }  [CLASS]  Vector3D  [METHOD]  getZ  [RETURN_TYPE]  double  [VARIABLES]  Vector3DFormat  DEFAULT_FORMAT  boolean  Vector3D  MINUS_I  MINUS_J  MINUS_K  NEGATIVE_INFINITY  NaN  PLUS_I  PLUS_J  PLUS_K  POSITIVE_INFINITY  ZERO  u  u1  u2  u3  u4  double  a  a1  a2  a3  a4  alpha  cosDelta  delta  x  y  z  long  serialVersionUID  	projects/Math55/src/main/java/org/apache/commons/math/geometry/Vector3D.java	0.3779644730092272	197	197	1	add	return  this.z;	return  z;  	compilable	  [FE]  AssertionError  testCrossProductCancellation	7	1
12	[BUG]  [BUGGY]  return  this.z;  [FE]  AssertionError  testCrossProductCancellation  [CONTEXT]  public  double  getZ()  {  [BUGGY]  return  this.z;  [BUGGY]  }  [CLASS]  Vector3D  [METHOD]  getZ  [RETURN_TYPE]  double  [VARIABLES]  Vector3DFormat  DEFAULT_FORMAT  boolean  Vector3D  MINUS_I  MINUS_J  MINUS_K  NEGATIVE_INFINITY  NaN  PLUS_I  PLUS_J  PLUS_K  POSITIVE_INFINITY  ZERO  u  u1  u2  u3  u4  double  a  a1  a2  a3  a4  alpha  cosDelta  delta  x  y  z  long  serialVersionUID  	projects/Math55/src/main/java/org/apache/commons/math/geometry/Vector3D.java	0.3779644730092272	197	197	1	replace	return  this.z;	return  z;  	compilable	  [FE]  AssertionError  testCrossProductCancellation	7	1	replace
12	[BUG]  [BUGGY]  return  this.zero;  [CE]  cannot  find  symbol  zero  [CONTEXT]  public  double  getZ()  {  [BUGGY]  return  this.zero;  [BUGGY]  }  [CLASS]  Vector3D  [METHOD]  getZ  [RETURN_TYPE]  double  [VARIABLES]  Vector3DFormat  DEFAULT_FORMAT  boolean  Vector3D  MINUS_I  MINUS_J  MINUS_K  NEGATIVE_INFINITY  NaN  PLUS_I  PLUS_J  PLUS_K  POSITIVE_INFINITY  ZERO  u  u1  u2  u3  u4  double  a  a1  a2  a3  a4  alpha  cosDelta  delta  x  y  z  long  serialVersionUID  	projects/Math55/src/main/java/org/apache/commons/math/geometry/Vector3D.java	0.3779644730092272	197	197	1	replace	return  this.zero;	return  z;  	non-compiled	[CE]  cannot  find  symbol  zero	7	None	replace
13	[BUG]  [BUGGY]  return  this.zeral;  [CE]  cannot  find  symbol  zeral  [CONTEXT]  public  double  getZ()  {  [BUGGY]  return  this.zeral;  [BUGGY]  }  [CLASS]  Vector3D  [METHOD]  getZ  [RETURN_TYPE]  double  [VARIABLES]  Vector3DFormat  DEFAULT_FORMAT  boolean  Vector3D  MINUS_I  MINUS_J  MINUS_K  NEGATIVE_INFINITY  NaN  PLUS_I  PLUS_J  PLUS_K  POSITIVE_INFINITY  ZERO  u  u1  u2  u3  u4  double  a  a1  a2  a3  a4  alpha  cosDelta  delta  x  y  z  long  serialVersionUID  	projects/Math55/src/main/java/org/apache/commons/math/geometry/Vector3D.java	0.3779644730092272	197	197	1	replace	return  this.zeral;	return  z;  	non-compiled	[CE]  cannot  find  symbol  zeral	7	None	replace
14	[BUG]  [BUGGY]  return  this.zeros;  [CE]  cannot  find  symbol  zeros  [CONTEXT]  public  double  getZ()  {  [BUGGY]  return  this.zeros;  [BUGGY]  }  [CLASS]  Vector3D  [METHOD]  getZ  [RETURN_TYPE]  double  [VARIABLES]  Vector3DFormat  DEFAULT_FORMAT  boolean  Vector3D  MINUS_I  MINUS_J  MINUS_K  NEGATIVE_INFINITY  NaN  PLUS_I  PLUS_J  PLUS_K  POSITIVE_INFINITY  ZERO  u  u1  u2  u3  u4  double  a  a1  a2  a3  a4  alpha  cosDelta  delta  x  y  z  long  serialVersionUID  	projects/Math55/src/main/java/org/apache/commons/math/geometry/Vector3D.java	0.3779644730092272	197	197	1	replace	return  this.zeros;	return  z;  	non-compiled	[CE]  cannot  find  symbol  zeros	7	None	replace
