bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]    final  int  len  =  str.length();  [CE]  variable  len  is  already  defined  in  method  toLocale(String)  [FE]    IllegalArgumentException  [CONTEXT]  public  static  Locale  toLocale(final  String  str)  {  [BUGGY]    final  int  len  =  str.length();  [BUGGY]  if  (str  ==  null)  {  return  null;  }  final  int  len  =  str.length();  if  (len  <  2)  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  }  final  char  ch0  =  str.charAt(0);  final  char  ch1  =  str.charAt(1);  if  (!Character.isLowerCase(ch0)  ||  !Character.isLowerCase(ch1))  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  [CLASS]  LocaleUtils  SyncAvoid  [METHOD]  toLocale  [RETURN_TYPE]  Locale  String  str  [VARIABLES]  Set  AVAILABLE_LOCALE_SET  boolean  ConcurrentMap  cCountriesByLanguage  cLanguagesByCountry  char  ch0  ch1  ch3  ch4  List  AVAILABLE_LOCALE_LIST  String  str  int  len  	projects/Lang5/src/main/java/org/apache/commons/lang3/LocaleUtils.java	0.4472135954999579	89	89	1	replace	    final  int  len  =  str.length();		non-compiled	[CE]  variable  len  is  already  defined  in  method  toLocale(String)	4	None	add
2	[BUG]  [BUGGY]    Locale  str  =  Locale.getDefault();  [CE]  variable  str  is  already  defined  in  method  toLocale(String)  [FE]      IllegalArgumentException  [CONTEXT]  public  static  Locale  toLocale(final  String  str)  {  [BUGGY]    Locale  str  =  Locale.getDefault();  [BUGGY]  if  (str  ==  null)  {  return  null;  }  final  int  len  =  str.length();  if  (len  <  2)  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  }  final  char  ch0  =  str.charAt(0);  final  char  ch1  =  str.charAt(1);  if  (!Character.isLowerCase(ch0)  ||  !Character.isLowerCase(ch1))  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  [CLASS]  LocaleUtils  SyncAvoid  [METHOD]  toLocale  [RETURN_TYPE]  Locale  String  str  [VARIABLES]  Set  AVAILABLE_LOCALE_SET  boolean  ConcurrentMap  cCountriesByLanguage  cLanguagesByCountry  char  ch0  ch1  ch3  ch4  List  AVAILABLE_LOCALE_LIST  String  str  int  len  	projects/Lang5/src/main/java/org/apache/commons/lang3/LocaleUtils.java	0.4472135954999579	89	89	1	replace	    Locale  str  =  Locale.getDefault();		non-compiled	[CE]  variable  str  is  already  defined  in  method  toLocale(String)	4	None	add
3	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [FE]        IllegalArgumentException  [CONTEXT]  public  static  Locale  toLocale(final  String  str)  {  [BUGGY]    Locale  locale  =  Locale.getDefault();  [BUGGY]  if  (str  ==  null)  {  return  null;  }  final  int  len  =  str.length();  if  (len  <  2)  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  }  final  char  ch0  =  str.charAt(0);  final  char  ch1  =  str.charAt(1);  if  (!Character.isLowerCase(ch0)  ||  !Character.isLowerCase(ch1))  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  [CLASS]  LocaleUtils  SyncAvoid  [METHOD]  toLocale  [RETURN_TYPE]  Locale  String  str  [VARIABLES]  Set  AVAILABLE_LOCALE_SET  boolean  ConcurrentMap  cCountriesByLanguage  cLanguagesByCountry  char  ch0  ch1  ch3  ch4  List  AVAILABLE_LOCALE_LIST  String  str  int  len  	projects/Lang5/src/main/java/org/apache/commons/lang3/LocaleUtils.java	0.4472135954999579	89	89	1	add	    Locale  locale  =  Locale.getDefault();		compilable	  [FE]  IllegalArgumentException  	4	1	add
4	[BUG]  [BUGGY]    Locale  locale  =  Locale.getDefault();  [FE]  IllegalArgumentException  [FE]        IllegalArgumentException  [CONTEXT]  public  static  Locale  toLocale(final  String  str)  {  [BUGGY]    Locale  locale  =  Locale.getDefault();  [BUGGY]  if  (str  ==  null)  {  return  null;  }  final  int  len  =  str.length();  if  (len  <  2)  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  }  final  char  ch0  =  str.charAt(0);  final  char  ch1  =  str.charAt(1);  if  (!Character.isLowerCase(ch0)  ||  !Character.isLowerCase(ch1))  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  [CLASS]  LocaleUtils  SyncAvoid  [METHOD]  toLocale  [RETURN_TYPE]  Locale  String  str  [VARIABLES]  Set  AVAILABLE_LOCALE_SET  boolean  ConcurrentMap  cCountriesByLanguage  cLanguagesByCountry  char  ch0  ch1  ch3  ch4  List  AVAILABLE_LOCALE_LIST  String  str  int  len  	projects/Lang5/src/main/java/org/apache/commons/lang3/LocaleUtils.java	0.4472135954999579	89	89	1	replace	    Locale  locale  =  Locale.getDefault();		compilable	  [FE]  IllegalArgumentException  	4	1	add
5	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [FE]          IllegalArgumentException  [CONTEXT]  public  static  Locale  toLocale(final  String  str)  {  [BUGGY]    Locale  s  =  Locale.getDefault();  [BUGGY]  if  (str  ==  null)  {  return  null;  }  final  int  len  =  str.length();  if  (len  <  2)  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  }  final  char  ch0  =  str.charAt(0);  final  char  ch1  =  str.charAt(1);  if  (!Character.isLowerCase(ch0)  ||  !Character.isLowerCase(ch1))  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  [CLASS]  LocaleUtils  SyncAvoid  [METHOD]  toLocale  [RETURN_TYPE]  Locale  String  str  [VARIABLES]  Set  AVAILABLE_LOCALE_SET  boolean  ConcurrentMap  cCountriesByLanguage  cLanguagesByCountry  char  ch0  ch1  ch3  ch4  List  AVAILABLE_LOCALE_LIST  String  str  int  len  	projects/Lang5/src/main/java/org/apache/commons/lang3/LocaleUtils.java	0.4472135954999579	89	89	1	add	    Locale  s  =  Locale.getDefault();		compilable	  [FE]  IllegalArgumentException  	4	1	add
6	[BUG]  [BUGGY]    Locale  s  =  Locale.getDefault();  [FE]  IllegalArgumentException  [FE]          IllegalArgumentException  [CONTEXT]  public  static  Locale  toLocale(final  String  str)  {  [BUGGY]    Locale  s  =  Locale.getDefault();  [BUGGY]  if  (str  ==  null)  {  return  null;  }  final  int  len  =  str.length();  if  (len  <  2)  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  }  final  char  ch0  =  str.charAt(0);  final  char  ch1  =  str.charAt(1);  if  (!Character.isLowerCase(ch0)  ||  !Character.isLowerCase(ch1))  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  [CLASS]  LocaleUtils  SyncAvoid  [METHOD]  toLocale  [RETURN_TYPE]  Locale  String  str  [VARIABLES]  Set  AVAILABLE_LOCALE_SET  boolean  ConcurrentMap  cCountriesByLanguage  cLanguagesByCountry  char  ch0  ch1  ch3  ch4  List  AVAILABLE_LOCALE_LIST  String  str  int  len  	projects/Lang5/src/main/java/org/apache/commons/lang3/LocaleUtils.java	0.4472135954999579	89	89	1	replace	    Locale  s  =  Locale.getDefault();		compilable	  [FE]  IllegalArgumentException  	4	1	add
7	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [FE]            IllegalArgumentException  [CONTEXT]  public  static  Locale  toLocale(final  String  str)  {  [BUGGY]    Locale.getDefault();  [BUGGY]  if  (str  ==  null)  {  return  null;  }  final  int  len  =  str.length();  if  (len  <  2)  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  }  final  char  ch0  =  str.charAt(0);  final  char  ch1  =  str.charAt(1);  if  (!Character.isLowerCase(ch0)  ||  !Character.isLowerCase(ch1))  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  [CLASS]  LocaleUtils  SyncAvoid  [METHOD]  toLocale  [RETURN_TYPE]  Locale  String  str  [VARIABLES]  Set  AVAILABLE_LOCALE_SET  boolean  ConcurrentMap  cCountriesByLanguage  cLanguagesByCountry  char  ch0  ch1  ch3  ch4  List  AVAILABLE_LOCALE_LIST  String  str  int  len  	projects/Lang5/src/main/java/org/apache/commons/lang3/LocaleUtils.java	0.4472135954999579	89	89	1	add	    Locale.getDefault();		compilable	  [FE]  IllegalArgumentException  	4	1	add
8	[BUG]  [BUGGY]    Locale.getDefault();  [FE]  IllegalArgumentException  [FE]            IllegalArgumentException  [CONTEXT]  public  static  Locale  toLocale(final  String  str)  {  [BUGGY]    Locale.getDefault();  [BUGGY]  if  (str  ==  null)  {  return  null;  }  final  int  len  =  str.length();  if  (len  <  2)  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  }  final  char  ch0  =  str.charAt(0);  final  char  ch1  =  str.charAt(1);  if  (!Character.isLowerCase(ch0)  ||  !Character.isLowerCase(ch1))  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  [CLASS]  LocaleUtils  SyncAvoid  [METHOD]  toLocale  [RETURN_TYPE]  Locale  String  str  [VARIABLES]  Set  AVAILABLE_LOCALE_SET  boolean  ConcurrentMap  cCountriesByLanguage  cLanguagesByCountry  char  ch0  ch1  ch3  ch4  List  AVAILABLE_LOCALE_LIST  String  str  int  len  	projects/Lang5/src/main/java/org/apache/commons/lang3/LocaleUtils.java	0.4472135954999579	89	89	1	replace	    Locale.getDefault();		compilable	  [FE]  IllegalArgumentException  	4	1	add
9	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  [FE]    IllegalArgumentException  [CONTEXT]  public  static  Locale  toLocale(final  String  str)  {  [BUGGY]  if(str  ==  null  ||  str.length()  ==  0)  {  [BUGGY]  return  null;  }  final  int  len  =  str.length();  if  (len  <  2)  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  }  final  char  ch0  =  str.charAt(0);  final  char  ch1  =  str.charAt(1);  if  (!Character.isLowerCase(ch0)  ||  !Character.isLowerCase(ch1))  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  [CLASS]  LocaleUtils  SyncAvoid  [METHOD]  toLocale  [RETURN_TYPE]  Locale  String  str  [VARIABLES]  Set  AVAILABLE_LOCALE_SET  boolean  ConcurrentMap  cCountriesByLanguage  cLanguagesByCountry  char  ch0  ch1  ch3  ch4  List  AVAILABLE_LOCALE_LIST  String  str  int  len  	projects/Lang5/src/main/java/org/apache/commons/lang3/LocaleUtils.java	0.4472135954999579	89	89	1	add	if(str  ==  null  ||  str.length()  ==  0)  {	if  (str  ==  null)  {  	compilable	  [FE]  IllegalArgumentException  	3	1	replace
10	[BUG]  [BUGGY]  if(str  ==  null  ||  str.length()  ==  0)  {  [FE]  IllegalArgumentException  [FE]    IllegalArgumentException  [CONTEXT]  public  static  Locale  toLocale(final  String  str)  {  [BUGGY]  if(str  ==  null  ||  str.length()  ==  0)  {  [BUGGY]  return  null;  }  final  int  len  =  str.length();  if  (len  <  2)  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  }  final  char  ch0  =  str.charAt(0);  final  char  ch1  =  str.charAt(1);  if  (!Character.isLowerCase(ch0)  ||  !Character.isLowerCase(ch1))  {  throw  new  IllegalArgumentException( "Invalid  locale  format:   "  +  str);  [CLASS]  LocaleUtils  SyncAvoid  [METHOD]  toLocale  [RETURN_TYPE]  Locale  String  str  [VARIABLES]  Set  AVAILABLE_LOCALE_SET  boolean  ConcurrentMap  cCountriesByLanguage  cLanguagesByCountry  char  ch0  ch1  ch3  ch4  List  AVAILABLE_LOCALE_LIST  String  str  int  len  	projects/Lang5/src/main/java/org/apache/commons/lang3/LocaleUtils.java	0.4472135954999579	89	89	1	replace	if(str  ==  null  ||  str.length()  ==  0)  {	if  (str  ==  null)  {  	compilable	  [FE]  IllegalArgumentException  	3	1	replace
