FL_Ranking,Iteration,Time
1,0,45.72815537452698
1,0,97.82298827171326
1,0,137.24362707138062
1,1,604.5745894908905
1,1,625.1360986232758
1,1,646.1221301555634
1,1,1257.38671875
1,1,1279.9485430717468
1,2,1828.121636390686
1,2,1848.1512877941132
1,2,2109.9325499534607
1,2,2139.133679628372
1,2,2547.305845975876
1,2,2578.0766336917877
1,2,2601.6099100112915
1,2,2670.6271340847015
1,2,2746.4359707832336
1,2,2990.3685126304626
1,2,3916.1055331230164
1,2,3938.021423101425
1,2,3960.084967851639
1,2,3983.133163690567
1,2,4549.219500303268
1,2,4771.249925136566
1,2,4793.553726434708
1,2,4815.967224359512
1,2,5322.198933124542
1,2,5621.311730384827
1,2,5655.687902927399
1,2,5857.154350757599
1,2,5880.406791687012
1,2,6146.344274044037
1,2,6171.571550369263
1,2,6292.8456790447235
1,2,6392.674077033997
1,2,7234.874670267105
1,2,7280.049346923828
1,2,7301.594710588455
1,2,7323.731169700623
1,2,7457.931341171265
1,2,7479.285646677017
1,2,7961.878671646118
1,2,8380.991739273071
1,2,8721.18344449997
1,2,8744.262278795242
