bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] int start = _inputPtr-1; [FE] ArrayIndexOutOfBoundsException [CONTEXT] } } else if (!Character.isJavaIdentifierPart((char) ch)) { int start = _inputPtr-1; // -1 to bring back first char _inputPtr = ptr; return _symbols.findSymbol(_inputBuffer, start, ptr - start, hash); } hash = (hash * CharsToNameCanonicalizer.HASH_MULT) + ch; ++ptr; } while (ptr < inputLen); } [BUGGY] int start = _inputPtr-1; [BUGGY] _inputPtr = ptr; return _handleOddName2(start, hash, codes); } [CLASS] ReaderBasedJsonParser [METHOD] _handleOddName [RETURN_TYPE] String  int i [VARIABLES] boolean _bufferRecyclable _tokenIncomplete bufferRecyclable eof firstOk inObject neg negative Reader _reader r int[] _icLatin1 codes ObjectCodec _objectCodec c codec CharsToNameCanonicalizer _symbols st int FEAT_MASK_TRAILING_COMMA _hashSeed _nameStartCol _nameStartRow bits bufSize ch count decodedData defaultValue end endChar expLen features fractLen hash i id inputLen intLen len maxCode nameLen offset origPtr outPtr outputCount outputEnd outputPtr ptr start startPtr long _nameStartOffset defaultValue char[] _inputBuffer buf ch inputBuffer nameChars outBuf  	projects/JacksonCore25/src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java	1.0	1805	1805	1	replace	
2	[BUG] [BUGGY] [FE] ArrayIndexOutOfBoundsException [CONTEXT] } } else if (!Character.isJavaIdentifierPart((char) ch)) { int start = _inputPtr-1; // -1 to bring back first char _inputPtr = ptr; return _symbols.findSymbol(_inputBuffer, start, ptr - start, hash); } hash = (hash * CharsToNameCanonicalizer.HASH_MULT) + ch; ++ptr; } while (ptr < inputLen); } [BUGGY] [BUGGY] int start = _inputPtr-1; _inputPtr = ptr; return _handleOddName2(start, hash, codes); } [CLASS] ReaderBasedJsonParser [METHOD] _handleOddName [RETURN_TYPE] String  int i [VARIABLES] boolean _bufferRecyclable _tokenIncomplete bufferRecyclable eof firstOk inObject neg negative Reader _reader r int[] _icLatin1 codes ObjectCodec _objectCodec c codec CharsToNameCanonicalizer _symbols st int FEAT_MASK_TRAILING_COMMA _hashSeed _nameStartCol _nameStartRow bits bufSize ch count decodedData defaultValue end endChar expLen features fractLen hash i id inputLen intLen len maxCode nameLen offset origPtr outPtr outputCount outputEnd outputPtr ptr start startPtr long _nameStartOffset defaultValue char[] _inputBuffer buf ch inputBuffer nameChars outBuf  	projects/JacksonCore25/src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java	1.0	1805	1805	1	add	
3	[BUG] [BUGGY] _inputPtr = ptr; [FE] ArrayIndexOutOfBoundsException [CONTEXT] } else if (!Character.isJavaIdentifierPart((char) ch)) { int start = _inputPtr-1; // -1 to bring back first char _inputPtr = ptr; return _symbols.findSymbol(_inputBuffer, start, ptr - start, hash); } hash = (hash * CharsToNameCanonicalizer.HASH_MULT) + ch; ++ptr; } while (ptr < inputLen); } int start = _inputPtr-1; [BUGGY] _inputPtr = ptr; [BUGGY] return _handleOddName2(start, hash, codes); } [CLASS] ReaderBasedJsonParser [METHOD] _handleOddName [RETURN_TYPE] String  int i [VARIABLES] boolean _bufferRecyclable _tokenIncomplete bufferRecyclable eof firstOk inObject neg negative Reader _reader r int[] _icLatin1 codes ObjectCodec _objectCodec c codec CharsToNameCanonicalizer _symbols st int FEAT_MASK_TRAILING_COMMA _hashSeed _nameStartCol _nameStartRow bits bufSize ch count decodedData defaultValue end endChar expLen features fractLen hash i id inputLen intLen len maxCode nameLen offset origPtr outPtr outputCount outputEnd outputPtr ptr start startPtr long _nameStartOffset defaultValue char[] _inputBuffer buf ch inputBuffer nameChars outBuf  	projects/JacksonCore25/src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java	1.0	1806	1806	1	replace	
4	[BUG] [BUGGY] [FE] ArrayIndexOutOfBoundsException [CONTEXT] } else if (!Character.isJavaIdentifierPart((char) ch)) { int start = _inputPtr-1; // -1 to bring back first char _inputPtr = ptr; return _symbols.findSymbol(_inputBuffer, start, ptr - start, hash); } hash = (hash * CharsToNameCanonicalizer.HASH_MULT) + ch; ++ptr; } while (ptr < inputLen); } int start = _inputPtr-1; [BUGGY] [BUGGY] _inputPtr = ptr; return _handleOddName2(start, hash, codes); } [CLASS] ReaderBasedJsonParser [METHOD] _handleOddName [RETURN_TYPE] String  int i [VARIABLES] boolean _bufferRecyclable _tokenIncomplete bufferRecyclable eof firstOk inObject neg negative Reader _reader r int[] _icLatin1 codes ObjectCodec _objectCodec c codec CharsToNameCanonicalizer _symbols st int FEAT_MASK_TRAILING_COMMA _hashSeed _nameStartCol _nameStartRow bits bufSize ch count decodedData defaultValue end endChar expLen features fractLen hash i id inputLen intLen len maxCode nameLen offset origPtr outPtr outputCount outputEnd outputPtr ptr start startPtr long _nameStartOffset defaultValue char[] _inputBuffer buf ch inputBuffer nameChars outBuf  	projects/JacksonCore25/src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java	1.0	1806	1806	1	add	
5	[BUG] [BUGGY] return _handleOddName2(start, hash, codes); [FE] ArrayIndexOutOfBoundsException [CONTEXT] int start = _inputPtr-1; // -1 to bring back first char _inputPtr = ptr; return _symbols.findSymbol(_inputBuffer, start, ptr - start, hash); } hash = (hash * CharsToNameCanonicalizer.HASH_MULT) + ch; ++ptr; } while (ptr < inputLen); } int start = _inputPtr-1; _inputPtr = ptr; [BUGGY] return _handleOddName2(start, hash, codes); [BUGGY] } [CLASS] ReaderBasedJsonParser [METHOD] _handleOddName [RETURN_TYPE] String  int i [VARIABLES] boolean _bufferRecyclable _tokenIncomplete bufferRecyclable eof firstOk inObject neg negative Reader _reader r int[] _icLatin1 codes ObjectCodec _objectCodec c codec CharsToNameCanonicalizer _symbols st int FEAT_MASK_TRAILING_COMMA _hashSeed _nameStartCol _nameStartRow bits bufSize ch count decodedData defaultValue end endChar expLen features fractLen hash i id inputLen intLen len maxCode nameLen offset origPtr outPtr outputCount outputEnd outputPtr ptr start startPtr long _nameStartOffset defaultValue char[] _inputBuffer buf ch inputBuffer nameChars outBuf  	projects/JacksonCore25/src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java	1.0	1807	1807	1	replace	
6	[BUG] [BUGGY] [FE] ArrayIndexOutOfBoundsException [CONTEXT] int start = _inputPtr-1; // -1 to bring back first char _inputPtr = ptr; return _symbols.findSymbol(_inputBuffer, start, ptr - start, hash); } hash = (hash * CharsToNameCanonicalizer.HASH_MULT) + ch; ++ptr; } while (ptr < inputLen); } int start = _inputPtr-1; _inputPtr = ptr; [BUGGY] [BUGGY] return _handleOddName2(start, hash, codes); } [CLASS] ReaderBasedJsonParser [METHOD] _handleOddName [RETURN_TYPE] String  int i [VARIABLES] boolean _bufferRecyclable _tokenIncomplete bufferRecyclable eof firstOk inObject neg negative Reader _reader r int[] _icLatin1 codes ObjectCodec _objectCodec c codec CharsToNameCanonicalizer _symbols st int FEAT_MASK_TRAILING_COMMA _hashSeed _nameStartCol _nameStartRow bits bufSize ch count decodedData defaultValue end endChar expLen features fractLen hash i id inputLen intLen len maxCode nameLen offset origPtr outPtr outputCount outputEnd outputPtr ptr start startPtr long _nameStartOffset defaultValue char[] _inputBuffer buf ch inputBuffer nameChars outBuf  	projects/JacksonCore25/src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java	1.0	1807	1807	1	add	
7	[BUG] [BUGGY] _textBuffer.resetWithShared(_inputBuffer, startPtr, (_inputPtr - startPtr)); [FE] ArrayIndexOutOfBoundsException [CONTEXT] { [BUGGY] _textBuffer.resetWithShared(_inputBuffer, startPtr, (_inputPtr - startPtr)); [BUGGY] char[] outBuf = _textBuffer.getCurrentSegment(); int outPtr = _textBuffer.getCurrentSegmentSize(); final int maxCode = codes.length; while (true) { if (_inputPtr >= _inputEnd) { if (!_loadMore()) { // acceptable for now (will error out later) break; } } [CLASS] ReaderBasedJsonParser [METHOD] _handleOddName2 [RETURN_TYPE] String  int startPtr int hash int[] codes [VARIABLES] boolean _bufferRecyclable _tokenIncomplete bufferRecyclable eof firstOk inObject neg negative TextBuffer tb char c Reader _reader r int[] _icLatin1 codes ObjectCodec _objectCodec c codec CharsToNameCanonicalizer _symbols st int FEAT_MASK_TRAILING_COMMA _hashSeed _nameStartCol _nameStartRow bits bufSize ch count decodedData defaultValue end endChar expLen features fractLen hash i id inputLen intLen len maxCode nameLen offset origPtr outPtr outputCount outputEnd outputPtr ptr start startPtr long _nameStartOffset defaultValue char[] _inputBuffer buf ch inputBuffer nameChars outBuf  	projects/JacksonCore25/src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java	1.0	1950	1950	1	replace	
8	[BUG] [BUGGY] [FE] ArrayIndexOutOfBoundsException [CONTEXT] { [BUGGY] [BUGGY] _textBuffer.resetWithShared(_inputBuffer, startPtr, (_inputPtr - startPtr)); char[] outBuf = _textBuffer.getCurrentSegment(); int outPtr = _textBuffer.getCurrentSegmentSize(); final int maxCode = codes.length; while (true) { if (_inputPtr >= _inputEnd) { if (!_loadMore()) { // acceptable for now (will error out later) break; } } [CLASS] ReaderBasedJsonParser [METHOD] _handleOddName2 [RETURN_TYPE] String  int startPtr int hash int[] codes [VARIABLES] boolean _bufferRecyclable _tokenIncomplete bufferRecyclable eof firstOk inObject neg negative TextBuffer tb char c Reader _reader r int[] _icLatin1 codes ObjectCodec _objectCodec c codec CharsToNameCanonicalizer _symbols st int FEAT_MASK_TRAILING_COMMA _hashSeed _nameStartCol _nameStartRow bits bufSize ch count decodedData defaultValue end endChar expLen features fractLen hash i id inputLen intLen len maxCode nameLen offset origPtr outPtr outputCount outputEnd outputPtr ptr start startPtr long _nameStartOffset defaultValue char[] _inputBuffer buf ch inputBuffer nameChars outBuf  	projects/JacksonCore25/src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java	1.0	1950	1950	1	add	
9	[BUG] [BUGGY] char[] outBuf = _textBuffer.getCurrentSegment(); [FE] ArrayIndexOutOfBoundsException [CONTEXT] { _textBuffer.resetWithShared(_inputBuffer, startPtr, (_inputPtr - startPtr)); [BUGGY] char[] outBuf = _textBuffer.getCurrentSegment(); [BUGGY] int outPtr = _textBuffer.getCurrentSegmentSize(); final int maxCode = codes.length; while (true) { if (_inputPtr >= _inputEnd) { if (!_loadMore()) { // acceptable for now (will error out later) break; } } char c = _inputBuffer[_inputPtr]; [CLASS] ReaderBasedJsonParser [METHOD] _handleOddName2 [RETURN_TYPE] String  int startPtr int hash int[] codes [VARIABLES] boolean _bufferRecyclable _tokenIncomplete bufferRecyclable eof firstOk inObject neg negative TextBuffer tb char c Reader _reader r int[] _icLatin1 codes ObjectCodec _objectCodec c codec CharsToNameCanonicalizer _symbols st int FEAT_MASK_TRAILING_COMMA _hashSeed _nameStartCol _nameStartRow bits bufSize ch count decodedData defaultValue end endChar expLen features fractLen hash i id inputLen intLen len maxCode nameLen offset origPtr outPtr outputCount outputEnd outputPtr ptr start startPtr long _nameStartOffset defaultValue char[] _inputBuffer buf ch inputBuffer nameChars outBuf  	projects/JacksonCore25/src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java	1.0	1951	1951	1	replace	
10	[BUG] [BUGGY] [FE] ArrayIndexOutOfBoundsException [CONTEXT] { _textBuffer.resetWithShared(_inputBuffer, startPtr, (_inputPtr - startPtr)); [BUGGY] [BUGGY] char[] outBuf = _textBuffer.getCurrentSegment(); int outPtr = _textBuffer.getCurrentSegmentSize(); final int maxCode = codes.length; while (true) { if (_inputPtr >= _inputEnd) { if (!_loadMore()) { // acceptable for now (will error out later) break; } } char c = _inputBuffer[_inputPtr]; [CLASS] ReaderBasedJsonParser [METHOD] _handleOddName2 [RETURN_TYPE] String  int startPtr int hash int[] codes [VARIABLES] boolean _bufferRecyclable _tokenIncomplete bufferRecyclable eof firstOk inObject neg negative TextBuffer tb char c Reader _reader r int[] _icLatin1 codes ObjectCodec _objectCodec c codec CharsToNameCanonicalizer _symbols st int FEAT_MASK_TRAILING_COMMA _hashSeed _nameStartCol _nameStartRow bits bufSize ch count decodedData defaultValue end endChar expLen features fractLen hash i id inputLen intLen len maxCode nameLen offset origPtr outPtr outputCount outputEnd outputPtr ptr start startPtr long _nameStartOffset defaultValue char[] _inputBuffer buf ch inputBuffer nameChars outBuf  	projects/JacksonCore25/src/main/java/com/fasterxml/jackson/core/json/ReaderBasedJsonParser.java	1.0	1951	1951	1	add	
