bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] StringBuffer result = new StringBuffer(length); [FE] ComparisonFailure [CONTEXT] public static String parseName(byte[] buffer, final int offset, final int length) { [BUGGY] StringBuffer result = new StringBuffer(length); [BUGGY] intend = offset + length; for (int i = offset; i < end; ++i) { if (buffer[i] == 0) { break; } result.append((char) buffer[i]); } return result.toString(); [CLASS] TarUtils [METHOD] parseName [RETURN_TYPE] String  byte[] buffer final int offset final int length [VARIABLES] byte[] buffer StringBuffer result boolean int BYTE_MASK end i length offset  	projects/Compress7/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	94	94	1	replace	
2	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] public static String parseName(byte[] buffer, final int offset, final int length) { [BUGGY] [BUGGY] StringBuffer result = new StringBuffer(length); intend = offset + length; for (int i = offset; i < end; ++i) { if (buffer[i] == 0) { break; } result.append((char) buffer[i]); } return result.toString(); [CLASS] TarUtils [METHOD] parseName [RETURN_TYPE] String  byte[] buffer final int offset final int length [VARIABLES] byte[] buffer StringBuffer result boolean int BYTE_MASK end i length offset  	projects/Compress7/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	94	94	1	add	
3	[BUG] [BUGGY] intend = offset + length; [FE] ComparisonFailure [CONTEXT] public static String parseName(byte[] buffer, final int offset, final int length) { StringBuffer result = new StringBuffer(length); [BUGGY] intend = offset + length; [BUGGY]  for (int i = offset; i < end; ++i) { if (buffer[i] == 0) { break; } result.append((char) buffer[i]); } return result.toString(); } [CLASS] TarUtils [METHOD] parseName [RETURN_TYPE] String  byte[] buffer final int offset final int length [VARIABLES] byte[] buffer StringBuffer result boolean int BYTE_MASK end i length offset  	projects/Compress7/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	95	95	1	replace	
4	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] public static String parseName(byte[] buffer, final int offset, final int length) { StringBuffer result = new StringBuffer(length); [BUGGY] [BUGGY] intend = offset + length; for (int i = offset; i < end; ++i) { if (buffer[i] == 0) { break; } result.append((char) buffer[i]); } return result.toString(); } [CLASS] TarUtils [METHOD] parseName [RETURN_TYPE] String  byte[] buffer final int offset final int length [VARIABLES] byte[] buffer StringBuffer result boolean int BYTE_MASK end i length offset  	projects/Compress7/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	95	95	1	add	
5	[BUG] [BUGGY] for (int i = offset; i < end; ++i) { [FE] ComparisonFailure [CONTEXT] public static String parseName(byte[] buffer, final int offset, final int length) { StringBuffer result = new StringBuffer(length); intend = offset + length; [BUGGY] for (int i = offset; i < end; ++i) { [BUGGY] if (buffer[i] == 0) { break; } result.append((char) buffer[i]); } return result.toString(); } [CLASS] TarUtils [METHOD] parseName [RETURN_TYPE] String  byte[] buffer final int offset final int length [VARIABLES] byte[] buffer StringBuffer result boolean int BYTE_MASK end i length offset  	projects/Compress7/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	97	97	1	replace	
6	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] public static String parseName(byte[] buffer, final int offset, final int length) { StringBuffer result = new StringBuffer(length); intend = offset + length; [BUGGY] [BUGGY] for (int i = offset; i < end; ++i) { if (buffer[i] == 0) { break; } result.append((char) buffer[i]); } return result.toString(); } [CLASS] TarUtils [METHOD] parseName [RETURN_TYPE] String  byte[] buffer final int offset final int length [VARIABLES] byte[] buffer StringBuffer result boolean int BYTE_MASK end i length offset  	projects/Compress7/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	97	97	1	add	
7	[BUG] [BUGGY] if (buffer[i] == 0) { [FE] ComparisonFailure [CONTEXT] public static String parseName(byte[] buffer, final int offset, final int length) { StringBuffer result = new StringBuffer(length); intend = offset + length; for (int i = offset; i < end; ++i) { [BUGGY] if (buffer[i] == 0) { [BUGGY] break; } result.append((char) buffer[i]); } return result.toString(); } [CLASS] TarUtils [METHOD] parseName [RETURN_TYPE] String  byte[] buffer final int offset final int length [VARIABLES] byte[] buffer StringBuffer result boolean int BYTE_MASK end i length offset  	projects/Compress7/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	98	98	1	replace	
8	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] public static String parseName(byte[] buffer, final int offset, final int length) { StringBuffer result = new StringBuffer(length); intend = offset + length; for (int i = offset; i < end; ++i) { [BUGGY] [BUGGY] if (buffer[i] == 0) { break; } result.append((char) buffer[i]); } return result.toString(); } [CLASS] TarUtils [METHOD] parseName [RETURN_TYPE] String  byte[] buffer final int offset final int length [VARIABLES] byte[] buffer StringBuffer result boolean int BYTE_MASK end i length offset  	projects/Compress7/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	98	98	1	add	
9	[BUG] [BUGGY] break; [FE] ComparisonFailure [CONTEXT] public static String parseName(byte[] buffer, final int offset, final int length) { StringBuffer result = new StringBuffer(length); intend = offset + length; for (int i = offset; i < end; ++i) { if (buffer[i] == 0) { [BUGGY] break; [BUGGY] } result.append((char) buffer[i]); } return result.toString(); } [CLASS] TarUtils [METHOD] parseName [RETURN_TYPE] String  byte[] buffer final int offset final int length [VARIABLES] byte[] buffer StringBuffer result boolean int BYTE_MASK end i length offset  	projects/Compress7/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	99	99	1	replace	
10	[BUG] [BUGGY] [FE] ComparisonFailure [CONTEXT] public static String parseName(byte[] buffer, final int offset, final int length) { StringBuffer result = new StringBuffer(length); intend = offset + length; for (int i = offset; i < end; ++i) { if (buffer[i] == 0) { [BUGGY] [BUGGY] break; } result.append((char) buffer[i]); } return result.toString(); } [CLASS] TarUtils [METHOD] parseName [RETURN_TYPE] String  byte[] buffer final int offset final int length [VARIABLES] byte[] buffer StringBuffer result boolean int BYTE_MASK end i length offset  	projects/Compress7/src/main/java/org/apache/commons/compress/archivers/tar/TarUtils.java	0.7071067811865475	99	99	1	add	
