bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  setStandardDeviation(standardDeviation);  [CE]  illegal  start  of  expression  [CONTEXT]  public  void  setMean(double  mean)  {  this.mean  =  mean;  [BUGGY]  setStandardDeviation(standardDeviation);  [BUGGY]    [CLASS]  NormalDistributionImpl  [METHOD]  setMean  [RETURN_TYPE]  void  double  mean  [VARIABLES]  double  mean  sd  standardDeviation  long  serialVersionUID  boolean  	projects/Math103/src/java/org/apache/commons/math/distribution/NormalDistributionImpl.java	0.30151134457776363	77	77	1	replace	setStandardDeviation(standardDeviation);	}  	non-compiled	[CE]  illegal  start  of  expression	17	None	replace
3	[BUG]  [BUGGY]  super.setMean(mean);  [CE]  illegal  start  of  expression  [CONTEXT]  public  void  setMean(double  mean)  {  this.mean  =  mean;  [BUGGY]  super.setMean(mean);  [BUGGY]    [CLASS]  NormalDistributionImpl  [METHOD]  setMean  [RETURN_TYPE]  void  double  mean  [VARIABLES]  double  mean  sd  standardDeviation  long  serialVersionUID  boolean  	projects/Math103/src/java/org/apache/commons/math/distribution/NormalDistributionImpl.java	0.30151134457776363	77	77	1	replace	super.setMean(mean);	}  	non-compiled	[CE]  illegal  start  of  expression	17	None	replace
4	[BUG]  [BUGGY]  StandardDeviation.setStandardDeviation(mean);  [CE]  illegal  start  of  expression  [CONTEXT]  public  void  setMean(double  mean)  {  this.mean  =  mean;  [BUGGY]  StandardDeviation.setStandardDeviation(mean);  [BUGGY]    [CLASS]  NormalDistributionImpl  [METHOD]  setMean  [RETURN_TYPE]  void  double  mean  [VARIABLES]  double  mean  sd  standardDeviation  long  serialVersionUID  boolean  	projects/Math103/src/java/org/apache/commons/math/distribution/NormalDistributionImpl.java	0.30151134457776363	77	77	1	replace	StandardDeviation.setStandardDeviation(mean);	}  	non-compiled	[CE]  illegal  start  of  expression	17	None	replace
5	[BUG]  [BUGGY]    [CE]  illegal  start  of  expression  [CONTEXT]  public  void  setMean(double  mean)  {  this.mean  =  mean;  [BUGGY]    [BUGGY]    [CLASS]  NormalDistributionImpl  [METHOD]  setMean  [RETURN_TYPE]  void  double  mean  [VARIABLES]  double  mean  sd  standardDeviation  long  serialVersionUID  boolean  	projects/Math103/src/java/org/apache/commons/math/distribution/NormalDistributionImpl.java	0.30151134457776363	77	77	1	replace	  	}  	non-compiled	[CE]  illegal  start  of  expression	17	None	replace
15	[BUG]  [BUGGY]    [CE]  missing  return  statement  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  [BUGGY]    [BUGGY]  (standardDeviation  *  Math.sqrt(2.0))));  }  [CLASS]  NormalDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  mean  sd  standardDeviation  x  long  serialVersionUID  boolean  	projects/Math103/src/java/org/apache/commons/math/distribution/NormalDistributionImpl.java	0.3779644730092272	109	110	1	replace	  	return  0.5  *  (1.0  +  Erf.erf((x  -  mean)  /    (standardDeviation  *  Math.sqrt(2.0))));  	non-compiled	[CE]  missing  return  statement	1	None	replace
22	[BUG]  [BUGGY]  [FE]  MaxIterationsExceededException  testExtremeValues  [CONTEXT]  public  void  setMean(double  mean)  {  [BUGGY]  this.mean  =  mean  *  standardDeviation;  [BUGGY]  }  [CLASS]  NormalDistributionImpl  [METHOD]  setMean  [RETURN_TYPE]  void  double  mean  [VARIABLES]  double  mean  sd  standardDeviation  long  serialVersionUID  boolean  	projects/Math103/src/java/org/apache/commons/math/distribution/NormalDistributionImpl.java	0.30151134457776363	76	76	1	add	this.mean  =  mean  *  standardDeviation;	this.mean  =  mean;  	compilable	  [FE]  MaxIterationsExceededException  testExtremeValues	15	1
23	[BUG]  [BUGGY]  this.mean  =  mean  *  standardDeviation;  [FE]  MaxIterationsExceededException  testExtremeValues  [CONTEXT]  public  void  setMean(double  mean)  {  [BUGGY]  this.mean  =  mean  *  standardDeviation;  [BUGGY]  }  [CLASS]  NormalDistributionImpl  [METHOD]  setMean  [RETURN_TYPE]  void  double  mean  [VARIABLES]  double  mean  sd  standardDeviation  long  serialVersionUID  boolean  	projects/Math103/src/java/org/apache/commons/math/distribution/NormalDistributionImpl.java	0.30151134457776363	76	76	1	replace	this.mean  =  mean  *  standardDeviation;	this.mean  =  mean;  	compilable	  [FE]  MaxIterationsExceededException  testExtremeValues	15	1	replace
23	[BUG]  [BUGGY]  [FE]  MaxIterationsExceededException  testExtremeValues  [CONTEXT]  public  void  setMean(double  mean)  {  [BUGGY]  this.mean  =  mean  /  standardDeviation;  [BUGGY]  }  [CLASS]  NormalDistributionImpl  [METHOD]  setMean  [RETURN_TYPE]  void  double  mean  [VARIABLES]  double  mean  sd  standardDeviation  long  serialVersionUID  boolean  	projects/Math103/src/java/org/apache/commons/math/distribution/NormalDistributionImpl.java	0.30151134457776363	76	76	1	add	this.mean  =  mean  /  standardDeviation;	this.mean  =  mean;  	compilable	  [FE]  MaxIterationsExceededException  testExtremeValues	15	1
24	[BUG]  [BUGGY]  this.mean  =  mean  /  standardDeviation;  [FE]  MaxIterationsExceededException  testExtremeValues  [CONTEXT]  public  void  setMean(double  mean)  {  [BUGGY]  this.mean  =  mean  /  standardDeviation;  [BUGGY]  }  [CLASS]  NormalDistributionImpl  [METHOD]  setMean  [RETURN_TYPE]  void  double  mean  [VARIABLES]  double  mean  sd  standardDeviation  long  serialVersionUID  boolean  	projects/Math103/src/java/org/apache/commons/math/distribution/NormalDistributionImpl.java	0.30151134457776363	76	76	1	replace	this.mean  =  mean  /  standardDeviation;	this.mean  =  mean;  	compilable	  [FE]  MaxIterationsExceededException  testExtremeValues	15	1	replace
24	[BUG]  [BUGGY]  this.mean  =  mean  *  StandardDeviation;  [CE]  cannot  find  symbol  StandardDeviation  [CONTEXT]  public  void  setMean(double  mean)  {  [BUGGY]  this.mean  =  mean  *  StandardDeviation;  [BUGGY]  }  [CLASS]  NormalDistributionImpl  [METHOD]  setMean  [RETURN_TYPE]  void  double  mean  [VARIABLES]  double  mean  sd  standardDeviation  long  serialVersionUID  boolean  	projects/Math103/src/java/org/apache/commons/math/distribution/NormalDistributionImpl.java	0.30151134457776363	76	76	1	replace	this.mean  =  mean  *  StandardDeviation;	this.mean  =  mean;  	non-compiled	[CE]  cannot  find  symbol  StandardDeviation	15	None	replace
