projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87}
projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87if(numberOfArgs>0){for(inti=0;i<numberOfArgs;++i){lengthopt+=valueOfArgs[i];}
projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87if(valuesep==null){for(inti=0;i<numberOfArgs;++i){valuesep+=valueOfArgs[i];}
projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87if(numberOfArgs>0){for(inti=0;i<numberOfArgs;++i){lengthopt+=valuesep.charAt(i);}
projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87if(numberOfArgs>0){for(inti=0;i<numberOfArgs;++i){lengthopt+=valuesep.length();}
projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87
projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87if(numberOfArgs>0){for(inti=0;i<numberOfArgs;++i){lengthopt+=valueOfArgs[i].length();}
projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87if(valuesep==null){for(inti=0;i<numberOfArgs;++i){valuesep.append(",");}
projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87if(valuesep==null){for(inti=0;i<valuesep.size();++i){if(valuesep.charAt(i)!=valueOfArgs.charAt(i)){required=true;}
projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87if(valuesep==null){for(inti=0;i<numberOfArgs;++i){type=(char)valuesep;}
projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87if(valuesep!=null){for(inti=0;i<numberOfArgs;++i){type=(char)valuesep;}
projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87if(valuesep==null){for(inti=0;i<valuesep.size();++i){if(valuesep.charAt(i)!=valueOfArgs.charAt(i)){required=false;}
projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87if(valuesep==null){for(inti=0;i<valuesep.size();++i){if(valuesep.charAt(i)!=valueOfArgs.charAt(i)){return;}
projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87if(values!=null){for(inti=0;i<valuesep;++i){options.reset();}
projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87if(valuesep==null){for(inti=0;i<valuesep;++i){options.reset();}
projects/Cli31/src/main/java/org/apache/commons/cli/OptionBuilder.java87if(values!=null){for(inti=0;i<values.size();++i){options.reset();}
