patch is same with buggy,,option.defaults(commandLine); ,option.defaults(commandLine);
compilation error,[CE] cannot find symbol,option.defaults(commandLine); ,option.setAnonymous(anonymous);
compilation error,[CE] cannot find symbol,option.defaults(commandLine); ,option.setLength(0);
compilation error,[CE] cannot find symbol,option.defaults(commandLine); ,option.setDefaults(commandLine);
compilation error,[CE] cannot find symbol,option.defaults(commandLine); ,option.setOption(anonymous);
compilation error,[CE] cannot find symbol,option.defaults(commandLine); ,option.setOption(null);
compilation error,[CE] cannot find symbol,option.defaults(commandLine); ,option.depends(commandLine);
compilation error,[CE] cannot find symbol,option.defaults(commandLine); ,option.setDefault(commandLine);
compilation error,[CE] cannot find symbol,option.defaults(commandLine); ,option.setOption(option.getName());
compilation error,[CE] cannot find symbol unanonymous,option.defaults(commandLine); ,option.setAnonymous(unanonymous);
patch is same with buggy,,String previous = null; ,String previous = null;
