bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	original_buggy	action	patch	execution_result	diagnosis	previous_bug_id	new_failing_test_number
1	[BUG]  [BUGGY]  if(value  <  0)  {  BigFraction  gcd  =  createBigFraction(value,  maxDenominator);  gcd.add(value);  }  else  {  throw  new  FractionConversionException( " ");  }  [CE]  illegal  start  of  expression  [CONTEXT]    public  Fraction(double  value,  int  maxDenominator)  throws  FractionConversionException  {  this(value,  0,  maxDenominator,  100);    [BUGGY]  if(value  <  0)  {  BigFraction  gcd  =  createBigFraction(value,  maxDenominator);  gcd.add(value);  }  else  {  throw  new  FractionConversionException( " ");  }  [BUGGY]    }  [CLASS]  Fraction  [METHOD]  <init>  [RETURN_TYPE]  Fraction(double,int)  double  value  int  maxDenominator  [VARIABLES]  Fraction  FOUR_FIFTHS  MINUS_ONE  ONE  ONE_FIFTH  ONE_HALF  ONE_QUARTER  ONE_THIRD  THREE_FIFTHS  THREE_QUARTERS  TWO  TWO_FIFTHS  TWO_QUARTERS  TWO_THIRDS  ZERO  boolean  double  DEFAULT_EPSILON  epsilon  value  long  serialVersionUID  int  denominator  maxDenominator  maxIterations  numerator  	projects/Math1/src/main/java/org/apache/commons/math3/fraction/Fraction.java	0.5	145	145	2	replace	if(value  <  0)  {  BigFraction  gcd  =  createBigFraction(value,  maxDenominator);  gcd.add(value);  }  else  {  throw  new  FractionConversionException( " ");  }	      setDenominator(value);    	non-compiled	[CE]  illegal  start  of  expression	65	None
2	[BUG]  [BUGGY]  if(maxDenominator  <  0)  {  BigFraction  gcd  =  createBigFraction(value,  maxDenominator);  gcd.add(value);  }  else  {  throw  new  FractionConversionException( " ");  }  [CE]  illegal  start  of  expression  [CONTEXT]    public  Fraction(double  value,  int  maxDenominator)  throws  FractionConversionException  {  this(value,  0,  maxDenominator,  100);    [BUGGY]  if(maxDenominator  <  0)  {  BigFraction  gcd  =  createBigFraction(value,  maxDenominator);  gcd.add(value);  }  else  {  throw  new  FractionConversionException( " ");  }  [BUGGY]    }  [CLASS]  Fraction  [METHOD]  <init>  [RETURN_TYPE]  Fraction(double,int)  double  value  int  maxDenominator  [VARIABLES]  Fraction  FOUR_FIFTHS  MINUS_ONE  ONE  ONE_FIFTH  ONE_HALF  ONE_QUARTER  ONE_THIRD  THREE_FIFTHS  THREE_QUARTERS  TWO  TWO_FIFTHS  TWO_QUARTERS  TWO_THIRDS  ZERO  boolean  double  DEFAULT_EPSILON  epsilon  value  long  serialVersionUID  int  denominator  maxDenominator  maxIterations  numerator  	projects/Math1/src/main/java/org/apache/commons/math3/fraction/Fraction.java	0.5	145	145	2	replace	if(maxDenominator  <  0)  {  BigFraction  gcd  =  createBigFraction(value,  maxDenominator);  gcd.add(value);  }  else  {  throw  new  FractionConversionException( " ");  }	      setDenominator(value);    	non-compiled	[CE]  illegal  start  of  expression	65	None
4	[BUG]  [BUGGY]  if(value  >  0)  {  BigFraction  gcd  =  createBigFraction(value,  maxDenominator);  gcd.add(value);  }  else  {  throw  new  FractionConversionException( " ");  }  [CE]  illegal  start  of  expression  [CONTEXT]    public  Fraction(double  value,  int  maxDenominator)  throws  FractionConversionException  {  this(value,  0,  maxDenominator,  100);    [BUGGY]  if(value  >  0)  {  BigFraction  gcd  =  createBigFraction(value,  maxDenominator);  gcd.add(value);  }  else  {  throw  new  FractionConversionException( " ");  }  [BUGGY]    }  [CLASS]  Fraction  [METHOD]  <init>  [RETURN_TYPE]  Fraction(double,int)  double  value  int  maxDenominator  [VARIABLES]  Fraction  FOUR_FIFTHS  MINUS_ONE  ONE  ONE_FIFTH  ONE_HALF  ONE_QUARTER  ONE_THIRD  THREE_FIFTHS  THREE_QUARTERS  TWO  TWO_FIFTHS  TWO_QUARTERS  TWO_THIRDS  ZERO  boolean  double  DEFAULT_EPSILON  epsilon  value  long  serialVersionUID  int  denominator  maxDenominator  maxIterations  numerator  	projects/Math1/src/main/java/org/apache/commons/math3/fraction/Fraction.java	0.5	145	145	2	replace	if(value  >  0)  {  BigFraction  gcd  =  createBigFraction(value,  maxDenominator);  gcd.add(value);  }  else  {  throw  new  FractionConversionException( " ");  }	      setDenominator(value);    	non-compiled	[CE]  illegal  start  of  expression	65	None
12	[BUG]  [BUGGY]  this(value,  0,  denominator,  1000);  [CE]  cannot  reference  denominator  before  supertype  constructor  has  been  called  [CONTEXT]    public  Fraction(double  value,  int  maxDenominator)  throws  FractionConversionException  {    [BUGGY]  this(value,  0,  denominator,  1000);  [BUGGY]    }  [CLASS]  Fraction  [METHOD]  <init>  [RETURN_TYPE]  Fraction(double,int)  double  value  int  maxDenominator  [VARIABLES]  Fraction  FOUR_FIFTHS  MINUS_ONE  ONE  ONE_FIFTH  ONE_HALF  ONE_QUARTER  ONE_THIRD  THREE_FIFTHS  THREE_QUARTERS  TWO  TWO_FIFTHS  TWO_QUARTERS  TWO_THIRDS  ZERO  boolean  double  DEFAULT_EPSILON  epsilon  value  long  serialVersionUID  int  denominator  maxDenominator  maxIterations  numerator  	projects/Math1/src/main/java/org/apache/commons/math3/fraction/Fraction.java	0.5	144	144	2	replace	this(value,  0,  denominator,  1000);	  this(value,    0,    maxDenominator,    1000);    	non-compiled	[CE]  cannot  reference  denominator  before  supertype  constructor  has  been  called	34	None
21	[BUG]  [BUGGY]  denominator  =  BigInteger.valueOf(p2);  denominator  =  BigInteger.valueOf(q2);  [CE]  variable  denominator  might  already  have  been  assigned  [CONTEXT]    if  (q2  <  maxDenominator)  {  numerator  =  BigInteger.valueOf(p2);  denominator  =  BigInteger.valueOf(q2);  }  else  {  numerator  =  BigInteger.valueOf(p1);    [BUGGY]  denominator  =  BigInteger.valueOf(p2);  denominator  =  BigInteger.valueOf(q2);  [BUGGY]    }  [CLASS]  BigFraction  [METHOD]  <init>  [RETURN_TYPE]  BigFraction(double,double,int,int)  final  double  value  final  double  epsilon  final  int  maxDenominator  int  maxIterations  [VARIABLES]  BigInteger  ONE_HUNDRED  den  denominator  gcd  num  numerator  boolean  stop  BigFraction  FOUR_FIFTHS  MINUS_ONE  ONE  ONE_FIFTH  ONE_HALF  ONE_QUARTER  ONE_THIRD  THREE_FIFTHS  THREE_QUARTERS  TWO  TWO_FIFTHS  TWO_QUARTERS  TWO_THIRDS  ZERO  long  a0  a1  bits  exponent  m  overflow  p0  p1  p2  q0  q1  q2  serialVersionUID  sign  double  convergent  epsilon  r0  r1  value  int  maxDenominator  maxIterations  n  	projects/Math1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java	0.5	333	333	2	replace	denominator    =    BigInteger.valueOf(p2);    denominator  =  BigInteger.valueOf(q2);	  	non-compiled	[CE]  variable  denominator  might  already  have  been  assigned	72	None
22	[BUG]  [BUGGY]  denominator  =  BigInteger.valueOf(p2);  denominator  =  BigInteger.valueOf(p2);  [CE]  variable  denominator  might  already  have  been  assigned  [CONTEXT]    if  (q2  <  maxDenominator)  {  numerator  =  BigInteger.valueOf(p2);  denominator  =  BigInteger.valueOf(q2);  }  else  {  numerator  =  BigInteger.valueOf(p1);    [BUGGY]  denominator  =  BigInteger.valueOf(p2);  denominator  =  BigInteger.valueOf(p2);  [BUGGY]    }  [CLASS]  BigFraction  [METHOD]  <init>  [RETURN_TYPE]  BigFraction(double,double,int,int)  final  double  value  final  double  epsilon  final  int  maxDenominator  int  maxIterations  [VARIABLES]  BigInteger  ONE_HUNDRED  den  denominator  gcd  num  numerator  boolean  stop  BigFraction  FOUR_FIFTHS  MINUS_ONE  ONE  ONE_FIFTH  ONE_HALF  ONE_QUARTER  ONE_THIRD  THREE_FIFTHS  THREE_QUARTERS  TWO  TWO_FIFTHS  TWO_QUARTERS  TWO_THIRDS  ZERO  long  a0  a1  bits  exponent  m  overflow  p0  p1  p2  q0  q1  q2  serialVersionUID  sign  double  convergent  epsilon  r0  r1  value  int  maxDenominator  maxIterations  n  	projects/Math1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java	0.5	333	333	2	replace	denominator    =    BigInteger.valueOf(p2);    denominator  =  BigInteger.valueOf(p2);	  	non-compiled	[CE]  variable  denominator  might  already  have  been  assigned	72	None
23	[BUG]  [BUGGY]  denominator  =  BigInteger.valueOf(p2);  if(numerator  >  maxDenominator)  {  denominator  =  BigInteger.valueOf(q2);  }  else  {  denominator  =  BigInteger.valueOf(p3);  }  [CE]  bad  operand  types  for  binary  operator  '>'  [CONTEXT]    if  (q2  <  maxDenominator)  {  numerator  =  BigInteger.valueOf(p2);  denominator  =  BigInteger.valueOf(q2);  }  else  {  numerator  =  BigInteger.valueOf(p1);    [BUGGY]  denominator  =  BigInteger.valueOf(p2);  if(numerator  >  maxDenominator)  {  denominator  =  BigInteger.valueOf(q2);  }  else  {  denominator  =  BigInteger.valueOf(p3);  }  [BUGGY]    }  [CLASS]  BigFraction  [METHOD]  <init>  [RETURN_TYPE]  BigFraction(double,double,int,int)  final  double  value  final  double  epsilon  final  int  maxDenominator  int  maxIterations  [VARIABLES]  BigInteger  ONE_HUNDRED  den  denominator  gcd  num  numerator  boolean  stop  BigFraction  FOUR_FIFTHS  MINUS_ONE  ONE  ONE_FIFTH  ONE_HALF  ONE_QUARTER  ONE_THIRD  THREE_FIFTHS  THREE_QUARTERS  TWO  TWO_FIFTHS  TWO_QUARTERS  TWO_THIRDS  ZERO  long  a0  a1  bits  exponent  m  overflow  p0  p1  p2  q0  q1  q2  serialVersionUID  sign  double  convergent  epsilon  r0  r1  value  int  maxDenominator  maxIterations  n  	projects/Math1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java	0.5	333	333	2	replace	denominator    =    BigInteger.valueOf(p2);    if(numerator  >  maxDenominator)  {  denominator  =  BigInteger.valueOf(q2);  }  else  {  denominator  =  BigInteger.valueOf(p3);  }	  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '>'	72	None
24	[BUG]  [BUGGY]  denominator  =  BigInteger.valueOf(p2);  if(numerator  >  maxDenominator)  {  denominator  =  BigInteger.valueOf(p2);  }  else  {  denominator  =  BigInteger.valueOf(q3);  }  [CE]  bad  operand  types  for  binary  operator  '>'  [CONTEXT]    if  (q2  <  maxDenominator)  {  numerator  =  BigInteger.valueOf(p2);  denominator  =  BigInteger.valueOf(q2);  }  else  {  numerator  =  BigInteger.valueOf(p1);    [BUGGY]  denominator  =  BigInteger.valueOf(p2);  if(numerator  >  maxDenominator)  {  denominator  =  BigInteger.valueOf(p2);  }  else  {  denominator  =  BigInteger.valueOf(q3);  }  [BUGGY]    }  [CLASS]  BigFraction  [METHOD]  <init>  [RETURN_TYPE]  BigFraction(double,double,int,int)  final  double  value  final  double  epsilon  final  int  maxDenominator  int  maxIterations  [VARIABLES]  BigInteger  ONE_HUNDRED  den  denominator  gcd  num  numerator  boolean  stop  BigFraction  FOUR_FIFTHS  MINUS_ONE  ONE  ONE_FIFTH  ONE_HALF  ONE_QUARTER  ONE_THIRD  THREE_FIFTHS  THREE_QUARTERS  TWO  TWO_FIFTHS  TWO_QUARTERS  TWO_THIRDS  ZERO  long  a0  a1  bits  exponent  m  overflow  p0  p1  p2  q0  q1  q2  serialVersionUID  sign  double  convergent  epsilon  r0  r1  value  int  maxDenominator  maxIterations  n  	projects/Math1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java	0.5	333	333	2	replace	denominator    =    BigInteger.valueOf(p2);    if(numerator  >  maxDenominator)  {  denominator  =  BigInteger.valueOf(p2);  }  else  {  denominator  =  BigInteger.valueOf(q3);  }	  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '>'	72	None
25	[BUG]  [BUGGY]  denominator  =  BigInteger.valueOf(p2);  if(numerator  >  maxDenominator)  {  denominator  =  BigInteger.valueOf(q2);  }  else  {  denominator  =  BigInteger.valueOf(q3);  }  [CE]  bad  operand  types  for  binary  operator  '>'  [CONTEXT]    if  (q2  <  maxDenominator)  {  numerator  =  BigInteger.valueOf(p2);  denominator  =  BigInteger.valueOf(q2);  }  else  {  numerator  =  BigInteger.valueOf(p1);    [BUGGY]  denominator  =  BigInteger.valueOf(p2);  if(numerator  >  maxDenominator)  {  denominator  =  BigInteger.valueOf(q2);  }  else  {  denominator  =  BigInteger.valueOf(q3);  }  [BUGGY]    }  [CLASS]  BigFraction  [METHOD]  <init>  [RETURN_TYPE]  BigFraction(double,double,int,int)  final  double  value  final  double  epsilon  final  int  maxDenominator  int  maxIterations  [VARIABLES]  BigInteger  ONE_HUNDRED  den  denominator  gcd  num  numerator  boolean  stop  BigFraction  FOUR_FIFTHS  MINUS_ONE  ONE  ONE_FIFTH  ONE_HALF  ONE_QUARTER  ONE_THIRD  THREE_FIFTHS  THREE_QUARTERS  TWO  TWO_FIFTHS  TWO_QUARTERS  TWO_THIRDS  ZERO  long  a0  a1  bits  exponent  m  overflow  p0  p1  p2  q0  q1  q2  serialVersionUID  sign  double  convergent  epsilon  r0  r1  value  int  maxDenominator  maxIterations  n  	projects/Math1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java	0.5	333	333	2	replace	denominator    =    BigInteger.valueOf(p2);    if(numerator  >  maxDenominator)  {  denominator  =  BigInteger.valueOf(q2);  }  else  {  denominator  =  BigInteger.valueOf(q3);  }	  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '>'	72	None
61	[BUG]  [BUGGY]  setMaximumFractionDenominator(value,  maxDenominator);  [CE]  cannot  find  symbol  [CONTEXT]    public  BigFraction(final  double  value,  final  int  maxDenominator)  throws  FractionConversionException  {    [BUGGY]  setMaximumFractionDenominator(value,  maxDenominator);  [BUGGY]    this(value,  0,  maxDenominator,  100);  }  [CLASS]  BigFraction  [METHOD]  <init>  [RETURN_TYPE]  BigFraction(double,int)  final  double  value  final  int  maxDenominator  [VARIABLES]  BigInteger  ONE_HUNDRED  den  denominator  gcd  num  numerator  boolean  BigFraction  FOUR_FIFTHS  MINUS_ONE  ONE  ONE_FIFTH  ONE_HALF  ONE_QUARTER  ONE_THIRD  THREE_FIFTHS  THREE_QUARTERS  TWO  TWO_FIFTHS  TWO_QUARTERS  TWO_THIRDS  ZERO  long  a0  a1  bits  exponent  m  overflow  p0  p1  p2  q0  q1  q2  serialVersionUID  sign  double  value  int  maxDenominator  	projects/Math1/src/main/java/org/apache/commons/math3/fraction/BigFraction.java	0.5	356	356	2	replace	setMaximumFractionDenominator(value,  maxDenominator);	      super();    this(value,    0,    maxDenominator,    1000);    	non-compiled	[CE]  cannot  find  symbol	44	None
