bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	original_buggy	action	patch	execution_result	diagnosis	previous_bug_id	new_failing_test_number
11	[BUG]  [BUGGY]    return  new  HashMap();  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    return  new  HashMap();  [BUGGY]  private  Map  options  =  new  HashMap();  [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	replace	    return  new  HashMap();		non-compiled	[CE]  illegal  start  of  type	5	None
12	[BUG]  [BUGGY]    new  HashMap();  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    new  HashMap();  [BUGGY]  private  Map  options  =  new  HashMap();  [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	replace	    new  HashMap();		non-compiled	[CE]  illegal  start  of  type	5	None
13	[BUG]  [BUGGY]    super.setOptions(options);  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    super.setOptions(options);  [BUGGY]  private  Map  options  =  new  HashMap();  [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	replace	    super.setOptions(options);		non-compiled	[CE]  illegal  start  of  type	5	None
14	[BUG]  [BUGGY]    super.setOptions(true);  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    super.setOptions(true);  [BUGGY]  private  Map  options  =  new  HashMap();  [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	replace	    super.setOptions(true);		non-compiled	[CE]  illegal  start  of  type	5	None
15	[BUG]  [BUGGY]    super.setOptions(false);  [CE]  illegal  start  of  type  [CONTEXT]    [BUGGY]    super.setOptions(false);  [BUGGY]  private  Map  options  =  new  HashMap();  [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	replace	    super.setOptions(false);		non-compiled	[CE]  illegal  start  of  type	5	None
21	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testCLI13  [CONTEXT]    [BUGGY]  private  final  Map  options  =  new  HashMap();  [BUGGY]    [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	add	private  final  Map  options  =  new  HashMap();	private  Map  options  =  new  HashMap();  	compilable	  [FE]  AssertionFailedError  testCLI13	4	1
22	[BUG]  [BUGGY]  private  final  Map  options  =  new  HashMap();  [FE]  AssertionFailedError  testCLI13  [CONTEXT]    [BUGGY]  private  final  Map  options  =  new  HashMap();  [BUGGY]    [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	replace	private  final  Map  options  =  new  HashMap();	private  Map  options  =  new  HashMap();  	compilable	  [FE]  AssertionFailedError  testCLI13	4	1
23	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testCLI13  [CONTEXT]    [BUGGY]  protected  Map  options  =  new  HashMap();  [BUGGY]    [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	add	protected  Map  options  =  new  HashMap();	private  Map  options  =  new  HashMap();  	compilable	  [FE]  AssertionFailedError  testCLI13	4	1
24	[BUG]  [BUGGY]  protected  Map  options  =  new  HashMap();  [FE]  AssertionFailedError  testCLI13  [CONTEXT]    [BUGGY]  protected  Map  options  =  new  HashMap();  [BUGGY]    [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	replace	protected  Map  options  =  new  HashMap();	private  Map  options  =  new  HashMap();  	compilable	  [FE]  AssertionFailedError  testCLI13	4	1
24	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testCLI13  [CONTEXT]    [BUGGY]  public  Map  options  =  new  HashMap();  [BUGGY]    [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	add	public  Map  options  =  new  HashMap();	private  Map  options  =  new  HashMap();  	compilable	  [FE]  AssertionFailedError  testCLI13	4	1
25	[BUG]  [BUGGY]  public  Map  options  =  new  HashMap();  [FE]  AssertionFailedError  testCLI13  [CONTEXT]    [BUGGY]  public  Map  options  =  new  HashMap();  [BUGGY]    [CLASS]  CommandLine  [VARIABLES]  	projects/Cli1/src/java/org/apache/commons/cli/CommandLine.java	1.0	46	46	1	replace	public  Map  options  =  new  HashMap();	private  Map  options  =  new  HashMap();  	compilable	  [FE]  AssertionFailedError  testCLI13	4	1
