projects/Csv11/src/main/java/org/apache/commons/csv/CSVParser.java385if(containsHeader&&(!emptyHeader||(emptyHeader&&!this.format.getIgnoreEmptyHeaders()))){
projects/Csv11/src/main/java/org/apache/commons/csv/CSVParser.java385if(containsHeader||containsEmptyHeader(emptyHeader)||containsEmptyHeader(emptyHeader&&!this.format.getIgnoreEmptyHeaders())){
projects/Csv11/src/main/java/org/apache/commons/csv/CSVParser.java385if(containsHeader||containsIgnoreEmptyHeader(emptyHeader)||containsIgnoreEmptyHeader(this.format.getIgnoreEmptyHeaders())){
projects/Csv11/src/main/java/org/apache/commons/csv/CSVParser.java385if(containsHeader||containsEmptyHeader(emptyHeader)||containsIgnoreEmptyHeader(this.format.getIgnoreEmptyHeaders())){
projects/Csv11/src/main/java/org/apache/commons/csv/CSVParser.java385if(!containsHeader&&(!emptyHeader||!this.format.getIgnoreEmptyHeaders())){
projects/Csv11/src/main/java/org/apache/commons/csv/CSVParser.java385
projects/Csv11/src/main/java/org/apache/commons/csv/CSVParser.java385if(headerRecord==null){
projects/Csv11/src/main/java/org/apache/commons/csv/CSVParser.java385if(containsHeader||(!emptyHeader&&!this.format.getIgnoreEmptyHeaders()))){
projects/Csv11/src/main/java/org/apache/commons/csv/CSVParser.java385if(headerRecord==null||containsHeader||(!emptyHeader&&!this.format.getIgnoreEmptyHeaders()))){
projects/Csv11/src/main/java/org/apache/commons/csv/CSVParser.java385if(headerRecord==null||containsHeader||(!emptyHeader&&!this.format.getIgnoreEmptyHeaders())){
projects/Csv11/src/main/java/org/apache/commons/csv/CSVParser.java385if(headerRecord==null||containsHeader||(emptyHeader&&!this.format.getIgnoreEmptyHeaders()))){
projects/Csv11/src/main/java/org/apache/commons/csv/CSVParser.java385if(headerRecord==null||containsHeader||(emptyHeader&&!this.format.getIgnoreEmptyHeaders())){
