bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	original_buggy	action	patch	execution_result	diagnosis	previous_bug_id	new_failing_test_number
1	[BUG]  [BUGGY]    final  DefaultOptionBuilder  gbuilder  =  options.get();  [CE]  cannot  find  symbol  [CONTEXT]  public  Option  create()  {  final  Option  option;  [BUGGY]    final  DefaultOptionBuilder  gbuilder  =  options.get();  [BUGGY]  if  (options.size()  ==  1)  {  option  =  (Option)options.iterator().next();  }  else  {  gbuilder.reset();  for  (final  Iterator  i  =  options.iterator();  i.hasNext();)  {  gbuilder.withOption((Option)i.next());  }  option  =  gbuilder.create();  }  [CLASS]  PatternBuilder  [METHOD]  create  [RETURN_TYPE]  Option  [VARIABLES]  Set  options  boolean  ArgumentBuilder  abuilder  GroupBuilder  gbuilder  Iterator  i  DefaultOptionBuilder  obuilder  Option  option  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	76	76	1	replace	    final  DefaultOptionBuilder  gbuilder  =  options.get();		non-compiled	[CE]  cannot  find  symbol	18	None
2	[BUG]  [BUGGY]    final  GroupBuilder  gbuilder  =  options.get(option);  [CE]  cannot  find  symbol  [CONTEXT]  public  Option  create()  {  final  Option  option;  [BUGGY]    final  GroupBuilder  gbuilder  =  options.get(option);  [BUGGY]  if  (options.size()  ==  1)  {  option  =  (Option)options.iterator().next();  }  else  {  gbuilder.reset();  for  (final  Iterator  i  =  options.iterator();  i.hasNext();)  {  gbuilder.withOption((Option)i.next());  }  option  =  gbuilder.create();  }  [CLASS]  PatternBuilder  [METHOD]  create  [RETURN_TYPE]  Option  [VARIABLES]  Set  options  boolean  ArgumentBuilder  abuilder  GroupBuilder  gbuilder  Iterator  i  DefaultOptionBuilder  obuilder  Option  option  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	76	76	1	replace	    final  GroupBuilder  gbuilder  =  options.get(option);		non-compiled	[CE]  cannot  find  symbol	18	None
3	[BUG]  [BUGGY]    final  GroupBuilder  gbuilder  =  options.getGroupBuilder();  [CE]  cannot  find  symbol  [CONTEXT]  public  Option  create()  {  final  Option  option;  [BUGGY]    final  GroupBuilder  gbuilder  =  options.getGroupBuilder();  [BUGGY]  if  (options.size()  ==  1)  {  option  =  (Option)options.iterator().next();  }  else  {  gbuilder.reset();  for  (final  Iterator  i  =  options.iterator();  i.hasNext();)  {  gbuilder.withOption((Option)i.next());  }  option  =  gbuilder.create();  }  [CLASS]  PatternBuilder  [METHOD]  create  [RETURN_TYPE]  Option  [VARIABLES]  Set  options  boolean  ArgumentBuilder  abuilder  GroupBuilder  gbuilder  Iterator  i  DefaultOptionBuilder  obuilder  Option  option  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	76	76	1	replace	    final  GroupBuilder  gbuilder  =  options.getGroupBuilder();		non-compiled	[CE]  cannot  find  symbol	18	None
4	[BUG]  [BUGGY]    GroupBuilder  gbuilder  =  options.getGroupBuilder();  [CE]  cannot  find  symbol  [CONTEXT]  public  Option  create()  {  final  Option  option;  [BUGGY]    GroupBuilder  gbuilder  =  options.getGroupBuilder();  [BUGGY]  if  (options.size()  ==  1)  {  option  =  (Option)options.iterator().next();  }  else  {  gbuilder.reset();  for  (final  Iterator  i  =  options.iterator();  i.hasNext();)  {  gbuilder.withOption((Option)i.next());  }  option  =  gbuilder.create();  }  [CLASS]  PatternBuilder  [METHOD]  create  [RETURN_TYPE]  Option  [VARIABLES]  Set  options  boolean  ArgumentBuilder  abuilder  GroupBuilder  gbuilder  Iterator  i  DefaultOptionBuilder  obuilder  Option  option  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	76	76	1	replace	    GroupBuilder  gbuilder  =  options.getGroupBuilder();		non-compiled	[CE]  cannot  find  symbol	18	None
5	[BUG]  [BUGGY]    GroupBuilder  gbuilder  =  options.get(option);  [CE]  cannot  find  symbol  [CONTEXT]  public  Option  create()  {  final  Option  option;  [BUGGY]    GroupBuilder  gbuilder  =  options.get(option);  [BUGGY]  if  (options.size()  ==  1)  {  option  =  (Option)options.iterator().next();  }  else  {  gbuilder.reset();  for  (final  Iterator  i  =  options.iterator();  i.hasNext();)  {  gbuilder.withOption((Option)i.next());  }  option  =  gbuilder.create();  }  [CLASS]  PatternBuilder  [METHOD]  create  [RETURN_TYPE]  Option  [VARIABLES]  Set  options  boolean  ArgumentBuilder  abuilder  GroupBuilder  gbuilder  Iterator  i  DefaultOptionBuilder  obuilder  Option  option  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	76	76	1	replace	    GroupBuilder  gbuilder  =  options.get(option);		non-compiled	[CE]  cannot  find  symbol	18	None
11	[BUG]  [BUGGY]    Preconditions.checkArgument(!Options.isEmpty());  [CE]  cannot  find  symbol  Options  [CONTEXT]  public  PatternBuilder(  final  GroupBuilder  gbuilder,  final  DefaultOptionBuilder  obuilder,  final  ArgumentBuilder  abuilder)  {  [BUGGY]    Preconditions.checkArgument(!Options.isEmpty());  [BUGGY]  this.gbuilder  =  gbuilder;  this.obuilder  =  obuilder;  this.abuilder  =  abuilder;  }  [CLASS]  PatternBuilder  [METHOD]  <init>  [RETURN_TYPE]  ArgumentBuilder)  GroupBuilder  gbuilder  DefaultOptionBuilder  obuilder  ArgumentBuilder  abuilder  [VARIABLES]  DefaultOptionBuilder  obuilder  Set  options  boolean  ArgumentBuilder  abuilder  GroupBuilder  gbuilder  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	62	62	1	replace	    Preconditions.checkArgument(!Options.isEmpty());		non-compiled	[CE]  cannot  find  symbol  Options	10	None
12	[BUG]  [BUGGY]    Preconditions.checkNotNull(gbuilder);  [CE]  cannot  find  symbol  Preconditions  [CONTEXT]  public  PatternBuilder(  final  GroupBuilder  gbuilder,  final  DefaultOptionBuilder  obuilder,  final  ArgumentBuilder  abuilder)  {  [BUGGY]    Preconditions.checkNotNull(gbuilder);  [BUGGY]  this.gbuilder  =  gbuilder;  this.obuilder  =  obuilder;  this.abuilder  =  abuilder;  }  [CLASS]  PatternBuilder  [METHOD]  <init>  [RETURN_TYPE]  ArgumentBuilder)  GroupBuilder  gbuilder  DefaultOptionBuilder  obuilder  ArgumentBuilder  abuilder  [VARIABLES]  DefaultOptionBuilder  obuilder  Set  options  boolean  ArgumentBuilder  abuilder  GroupBuilder  gbuilder  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	62	62	1	replace	    Preconditions.checkNotNull(gbuilder);		non-compiled	[CE]  cannot  find  symbol  Preconditions	10	None
13	[BUG]  [BUGGY]    Preconditions.checkNotNull(obuilder);  [CE]  cannot  find  symbol  Preconditions  [CONTEXT]  public  PatternBuilder(  final  GroupBuilder  gbuilder,  final  DefaultOptionBuilder  obuilder,  final  ArgumentBuilder  abuilder)  {  [BUGGY]    Preconditions.checkNotNull(obuilder);  [BUGGY]  this.gbuilder  =  gbuilder;  this.obuilder  =  obuilder;  this.abuilder  =  abuilder;  }  [CLASS]  PatternBuilder  [METHOD]  <init>  [RETURN_TYPE]  ArgumentBuilder)  GroupBuilder  gbuilder  DefaultOptionBuilder  obuilder  ArgumentBuilder  abuilder  [VARIABLES]  DefaultOptionBuilder  obuilder  Set  options  boolean  ArgumentBuilder  abuilder  GroupBuilder  gbuilder  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	62	62	1	replace	    Preconditions.checkNotNull(obuilder);		non-compiled	[CE]  cannot  find  symbol  Preconditions	10	None
14	[BUG]  [BUGGY]    Preconditions.checkArgument(!Options.contains(obuilder));  [CE]  cannot  find  symbol  Options  [CONTEXT]  public  PatternBuilder(  final  GroupBuilder  gbuilder,  final  DefaultOptionBuilder  obuilder,  final  ArgumentBuilder  abuilder)  {  [BUGGY]    Preconditions.checkArgument(!Options.contains(obuilder));  [BUGGY]  this.gbuilder  =  gbuilder;  this.obuilder  =  obuilder;  this.abuilder  =  abuilder;  }  [CLASS]  PatternBuilder  [METHOD]  <init>  [RETURN_TYPE]  ArgumentBuilder)  GroupBuilder  gbuilder  DefaultOptionBuilder  obuilder  ArgumentBuilder  abuilder  [VARIABLES]  DefaultOptionBuilder  obuilder  Set  options  boolean  ArgumentBuilder  abuilder  GroupBuilder  gbuilder  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	62	62	1	replace	    Preconditions.checkArgument(!Options.contains(obuilder));		non-compiled	[CE]  cannot  find  symbol  Options	10	None
15	[BUG]  [BUGGY]    Preconditions.checkArgument(this.options  ==  null);  [CE]  cannot  find  symbol  Preconditions  [CONTEXT]  public  PatternBuilder(  final  GroupBuilder  gbuilder,  final  DefaultOptionBuilder  obuilder,  final  ArgumentBuilder  abuilder)  {  [BUGGY]    Preconditions.checkArgument(this.options  ==  null);  [BUGGY]  this.gbuilder  =  gbuilder;  this.obuilder  =  obuilder;  this.abuilder  =  abuilder;  }  [CLASS]  PatternBuilder  [METHOD]  <init>  [RETURN_TYPE]  ArgumentBuilder)  GroupBuilder  gbuilder  DefaultOptionBuilder  obuilder  ArgumentBuilder  abuilder  [VARIABLES]  DefaultOptionBuilder  obuilder  Set  options  boolean  ArgumentBuilder  abuilder  GroupBuilder  gbuilder  	projects/Cli7/src/java/org/apache/commons/cli2/builder/PatternBuilder.java	1.0	62	62	1	replace	    Preconditions.checkArgument(this.options  ==  null);		non-compiled	[CE]  cannot  find  symbol  Preconditions	10	None
