bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] super(0, required); [FE] OptionException testNegativeNumber [CONTEXT] final boolean required) { [BUGGY] super(0, required); [BUGGY]  this.name = name; this.description = description; this.minimum = minimum; this.maximum = maximum;   this.options = Collections.unmodifiableList(options);  [CLASS] GroupImpl [METHOD] <init> [RETURN_TYPE] String,int,int,boolean)  List options String name String description final int minimum final int maximum final boolean required [VARIABLES] Set newPrefixes prefixes triggers boolean required SortedMap newOptionMap optionMap Iterator i j List anonymous newAnonymous options Option option String description name int maximum minimum  	projects/Cli21/src/java/org/apache/commons/cli2/option/GroupImpl.java	1.0	71	71	1	replace	
2	[BUG] [BUGGY] [FE] OptionException testNegativeNumber [CONTEXT] final boolean required) { [BUGGY] [BUGGY] super(0, required); this.name = name; this.description = description; this.minimum = minimum; this.maximum = maximum;   this.options = Collections.unmodifiableList(options);  [CLASS] GroupImpl [METHOD] <init> [RETURN_TYPE] String,int,int,boolean)  List options String name String description final int minimum final int maximum final boolean required [VARIABLES] Set newPrefixes prefixes triggers boolean required SortedMap newOptionMap optionMap Iterator i j List anonymous newAnonymous options Option option String description name int maximum minimum  	projects/Cli21/src/java/org/apache/commons/cli2/option/GroupImpl.java	1.0	71	71	1	add	
3	[BUG] [BUGGY] this.name = name; [FE] OptionException testNegativeNumber [CONTEXT] final boolean required) { super(0, required); [BUGGY] this.name = name; [BUGGY] this.description = description; this.minimum = minimum; this.maximum = maximum;   this.options = Collections.unmodifiableList(options);  final List newAnonymous = new ArrayList(); [CLASS] GroupImpl [METHOD] <init> [RETURN_TYPE] String,int,int,boolean)  List options String name String description final int minimum final int maximum final boolean required [VARIABLES] Set newPrefixes prefixes triggers boolean required SortedMap newOptionMap optionMap Iterator i j List anonymous newAnonymous options Option option String description name int maximum minimum  	projects/Cli21/src/java/org/apache/commons/cli2/option/GroupImpl.java	1.0	73	73	1	replace	
4	[BUG] [BUGGY] [FE] OptionException testNegativeNumber [CONTEXT] final boolean required) { super(0, required); [BUGGY] [BUGGY] this.name = name; this.description = description; this.minimum = minimum; this.maximum = maximum;   this.options = Collections.unmodifiableList(options);  final List newAnonymous = new ArrayList(); [CLASS] GroupImpl [METHOD] <init> [RETURN_TYPE] String,int,int,boolean)  List options String name String description final int minimum final int maximum final boolean required [VARIABLES] Set newPrefixes prefixes triggers boolean required SortedMap newOptionMap optionMap Iterator i j List anonymous newAnonymous options Option option String description name int maximum minimum  	projects/Cli21/src/java/org/apache/commons/cli2/option/GroupImpl.java	1.0	73	73	1	add	
5	[BUG] [BUGGY] this.description = description; [FE] OptionException testNegativeNumber [CONTEXT] final boolean required) { super(0, required); this.name = name; [BUGGY] this.description = description; [BUGGY] this.minimum = minimum; this.maximum = maximum;   this.options = Collections.unmodifiableList(options);  final List newAnonymous = new ArrayList();  [CLASS] GroupImpl [METHOD] <init> [RETURN_TYPE] String,int,int,boolean)  List options String name String description final int minimum final int maximum final boolean required [VARIABLES] Set newPrefixes prefixes triggers boolean required SortedMap newOptionMap optionMap Iterator i j List anonymous newAnonymous options Option option String description name int maximum minimum  	projects/Cli21/src/java/org/apache/commons/cli2/option/GroupImpl.java	1.0	74	74	1	replace	
6	[BUG] [BUGGY] [FE] OptionException testNegativeNumber [CONTEXT] final boolean required) { super(0, required); this.name = name; [BUGGY] [BUGGY] this.description = description; this.minimum = minimum; this.maximum = maximum;   this.options = Collections.unmodifiableList(options);  final List newAnonymous = new ArrayList();  [CLASS] GroupImpl [METHOD] <init> [RETURN_TYPE] String,int,int,boolean)  List options String name String description final int minimum final int maximum final boolean required [VARIABLES] Set newPrefixes prefixes triggers boolean required SortedMap newOptionMap optionMap Iterator i j List anonymous newAnonymous options Option option String description name int maximum minimum  	projects/Cli21/src/java/org/apache/commons/cli2/option/GroupImpl.java	1.0	74	74	1	add	
7	[BUG] [BUGGY] this.minimum = minimum; [FE] OptionException testNegativeNumber [CONTEXT] final boolean required) { super(0, required); this.name = name; this.description = description; [BUGGY] this.minimum = minimum; [BUGGY] this.maximum = maximum;   this.options = Collections.unmodifiableList(options);  final List newAnonymous = new ArrayList();   [CLASS] GroupImpl [METHOD] <init> [RETURN_TYPE] String,int,int,boolean)  List options String name String description final int minimum final int maximum final boolean required [VARIABLES] Set newPrefixes prefixes triggers boolean required SortedMap newOptionMap optionMap Iterator i j List anonymous newAnonymous options Option option String description name int maximum minimum  	projects/Cli21/src/java/org/apache/commons/cli2/option/GroupImpl.java	1.0	75	75	1	replace	
8	[BUG] [BUGGY] [FE] OptionException testNegativeNumber [CONTEXT] final boolean required) { super(0, required); this.name = name; this.description = description; [BUGGY] [BUGGY] this.minimum = minimum; this.maximum = maximum;   this.options = Collections.unmodifiableList(options);  final List newAnonymous = new ArrayList();   [CLASS] GroupImpl [METHOD] <init> [RETURN_TYPE] String,int,int,boolean)  List options String name String description final int minimum final int maximum final boolean required [VARIABLES] Set newPrefixes prefixes triggers boolean required SortedMap newOptionMap optionMap Iterator i j List anonymous newAnonymous options Option option String description name int maximum minimum  	projects/Cli21/src/java/org/apache/commons/cli2/option/GroupImpl.java	1.0	75	75	1	add	
9	[BUG] [BUGGY] this.maximum = maximum; [FE] OptionException testNegativeNumber [CONTEXT] final boolean required) { super(0, required); this.name = name; this.description = description; this.minimum = minimum; [BUGGY] this.maximum = maximum; [BUGGY]    this.options = Collections.unmodifiableList(options);  final List newAnonymous = new ArrayList();  final SortedMap newOptionMap = new TreeMap(ReverseStringComparator.getInstance()); [CLASS] GroupImpl [METHOD] <init> [RETURN_TYPE] String,int,int,boolean)  List options String name String description final int minimum final int maximum final boolean required [VARIABLES] Set newPrefixes prefixes triggers boolean required SortedMap newOptionMap optionMap Iterator i j List anonymous newAnonymous options Option option String description name int maximum minimum  	projects/Cli21/src/java/org/apache/commons/cli2/option/GroupImpl.java	1.0	76	76	1	replace	
10	[BUG] [BUGGY] [FE] OptionException testNegativeNumber [CONTEXT] final boolean required) { super(0, required); this.name = name; this.description = description; this.minimum = minimum; [BUGGY] [BUGGY] this.maximum = maximum;   this.options = Collections.unmodifiableList(options);  final List newAnonymous = new ArrayList();  final SortedMap newOptionMap = new TreeMap(ReverseStringComparator.getInstance()); [CLASS] GroupImpl [METHOD] <init> [RETURN_TYPE] String,int,int,boolean)  List options String name String description final int minimum final int maximum final boolean required [VARIABLES] Set newPrefixes prefixes triggers boolean required SortedMap newOptionMap optionMap Iterator i j List anonymous newAnonymous options Option option String description name int maximum minimum  	projects/Cli21/src/java/org/apache/commons/cli2/option/GroupImpl.java	1.0	76	76	1	add	
