bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] _inputStart = -1; // indicates shared buffer not used _currentSize = 0; [FE] NullPointerException [CONTEXT] [BUGGY] _inputStart = -1; // indicates shared buffer not used  _currentSize = 0; [BUGGY] _currentSize = 0; _inputLen = 0; _inputBuffer = null; _resultString = null; _resultArray = null;  if (_hasSegments) { clearSegments(); [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	156	157	1	replace	
2	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] _inputStart = -1; // indicates shared buffer not used  _currentSize = 0; _currentSize = 0; _inputLen = 0; _inputBuffer = null; _resultString = null; _resultArray = null;  if (_hasSegments) { clearSegments(); [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	156	157	1	add	
3	[BUG] [BUGGY] _currentSize = 0; [FE] NullPointerException [CONTEXT] [BUGGY] _currentSize = 0; [BUGGY] _inputLen = 0; _inputBuffer = null; _resultString = null; _resultArray = null;  if (_hasSegments) { clearSegments(); } [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	157	157	1	replace	
4	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] _currentSize = 0; _inputLen = 0; _inputBuffer = null; _resultString = null; _resultArray = null;  if (_hasSegments) { clearSegments(); } [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	157	157	1	add	
5	[BUG] [BUGGY] _inputLen = 0; [FE] NullPointerException [CONTEXT] [BUGGY] _inputLen = 0; [BUGGY]  _inputBuffer = null; _resultString = null; _resultArray = null;  if (_hasSegments) { clearSegments(); } } [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	158	158	1	replace	
6	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] _inputLen = 0; _inputBuffer = null; _resultString = null; _resultArray = null;  if (_hasSegments) { clearSegments(); } } [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	158	158	1	add	
7	[BUG] [BUGGY] _inputBuffer = null; [FE] NullPointerException [CONTEXT] [BUGGY] _inputBuffer = null; [BUGGY] _resultString = null; _resultArray = null;  if (_hasSegments) { clearSegments(); } } [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	160	160	1	replace	
8	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] _inputBuffer = null; _resultString = null; _resultArray = null;  if (_hasSegments) { clearSegments(); } } [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	160	160	1	add	
9	[BUG] [BUGGY] _resultString = null; [FE] NullPointerException [CONTEXT] [BUGGY] _resultString = null; [BUGGY] _resultArray = null;  if (_hasSegments) { clearSegments(); } } [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	161	161	1	replace	
10	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] _resultString = null; _resultArray = null;  if (_hasSegments) { clearSegments(); } } [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	161	161	1	add	
11	[BUG] [BUGGY] _resultArray = null; [FE] NullPointerException [CONTEXT] [BUGGY] _resultArray = null; [BUGGY]   if (_hasSegments) { clearSegments(); } } [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	162	162	1	replace	
12	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] _resultArray = null;  if (_hasSegments) { clearSegments(); } } [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	162	162	1	add	
13	[BUG] [BUGGY] if (_hasSegments) { [FE] NullPointerException [CONTEXT] [BUGGY] if (_hasSegments) { [BUGGY] clearSegments(); } } [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	165	165	1	replace	
14	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] if (_hasSegments) { clearSegments(); } } [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	165	165	1	add	
15	[BUG] [BUGGY] } [FE] NullPointerException [CONTEXT] [BUGGY] } [BUGGY]  [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	168	168	1	replace	
16	[BUG] [BUGGY] [FE] NullPointerException [CONTEXT] [BUGGY] [BUGGY] } [CLASS] TextBuffer [METHOD] resetWithEmpty [RETURN_TYPE] void  	projects/JacksonCore8/src/main/java/com/fasterxml/jackson/core/util/TextBuffer.java	1.0	168	168	1	add	
