bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] final Integer index = mapping.get(name); [FE] java.lang.Exception: Unexpected exception [CONTEXT] public String get(final String name) { if (mapping == null) { throw new IllegalStateException( "No header mapping was specified, the record values can't be accessed by name"); } [BUGGY] final Integer index = mapping.get(name); [BUGGY] return index != null ? values[index.intValue()] : null; } [CLASS] CSVRecord [METHOD] get [RETURN_TYPE] String  String name [VARIABLES] Integer index String[] EMPTY_STRING_ARRAY values String comment name boolean Map mapping long recordNumber serialVersionUID  	projects/Csv2/src/main/java/org/apache/commons/csv/CSVRecord.java	0.7071067811865475	84	84	1	replace	
2	[BUG] [BUGGY] [FE] java.lang.Exception: Unexpected exception [CONTEXT] public String get(final String name) { if (mapping == null) { throw new IllegalStateException( "No header mapping was specified, the record values can't be accessed by name"); } [BUGGY] [BUGGY] final Integer index = mapping.get(name); return index != null ? values[index.intValue()] : null; } [CLASS] CSVRecord [METHOD] get [RETURN_TYPE] String  String name [VARIABLES] Integer index String[] EMPTY_STRING_ARRAY values String comment name boolean Map mapping long recordNumber serialVersionUID  	projects/Csv2/src/main/java/org/apache/commons/csv/CSVRecord.java	0.7071067811865475	84	84	1	add	
3	[BUG] [BUGGY] return index != null ? values[index.intValue()] : null; [FE] java.lang.Exception: Unexpected exception [CONTEXT] public String get(final String name) { if (mapping == null) { throw new IllegalStateException( "No header mapping was specified, the record values can't be accessed by name"); } final Integer index = mapping.get(name); [BUGGY] return index != null ? values[index.intValue()] : null; [BUGGY] } [CLASS] CSVRecord [METHOD] get [RETURN_TYPE] String  String name [VARIABLES] Integer index String[] EMPTY_STRING_ARRAY values String comment name boolean Map mapping long recordNumber serialVersionUID  	projects/Csv2/src/main/java/org/apache/commons/csv/CSVRecord.java	0.7071067811865475	85	85	1	replace	
4	[BUG] [BUGGY] [FE] java.lang.Exception: Unexpected exception [CONTEXT] public String get(final String name) { if (mapping == null) { throw new IllegalStateException( "No header mapping was specified, the record values can't be accessed by name"); } final Integer index = mapping.get(name); [BUGGY] [BUGGY] return index != null ? values[index.intValue()] : null; } [CLASS] CSVRecord [METHOD] get [RETURN_TYPE] String  String name [VARIABLES] Integer index String[] EMPTY_STRING_ARRAY values String comment name boolean Map mapping long recordNumber serialVersionUID  	projects/Csv2/src/main/java/org/apache/commons/csv/CSVRecord.java	0.7071067811865475	85	85	1	add	
5	[BUG] [BUGGY] if (mapping == null) { [FE] java.lang.Exception: Unexpected exception [CONTEXT] public String get(final String name) { [BUGGY] if (mapping == null) { [BUGGY] throw new IllegalStateException( "No header mapping was specified, the record values can't be accessed by name"); } final Integer index = mapping.get(name); return index != null ? values[index.intValue()] : null; } [CLASS] CSVRecord [METHOD] get [RETURN_TYPE] String  String name [VARIABLES] Integer index String[] EMPTY_STRING_ARRAY values String comment name boolean Map mapping long recordNumber serialVersionUID  	projects/Csv2/src/main/java/org/apache/commons/csv/CSVRecord.java	0.5773502691896258	80	80	1	replace	
6	[BUG] [BUGGY] [FE] java.lang.Exception: Unexpected exception [CONTEXT] public String get(final String name) { [BUGGY] [BUGGY] if (mapping == null) { throw new IllegalStateException( "No header mapping was specified, the record values can't be accessed by name"); } final Integer index = mapping.get(name); return index != null ? values[index.intValue()] : null; } [CLASS] CSVRecord [METHOD] get [RETURN_TYPE] String  String name [VARIABLES] Integer index String[] EMPTY_STRING_ARRAY values String comment name boolean Map mapping long recordNumber serialVersionUID  	projects/Csv2/src/main/java/org/apache/commons/csv/CSVRecord.java	0.5773502691896258	80	80	1	add	
7	[BUG] [BUGGY] final String comment, final long recordNumber) { [FE] java.lang.Exception: Unexpected exception [CONTEXT] CSVRecord(final String[] values, final Map<String, Integer> mapping, [BUGGY] final String comment, final long recordNumber) { [BUGGY] this.recordNumber = recordNumber; this.values = values != null ? values : EMPTY_STRING_ARRAY; this.mapping = mapping; this.comment = comment; } [CLASS] CSVRecord [METHOD] <init> [RETURN_TYPE] String,long)  String[] values Integer> mapping String comment final long recordNumber [VARIABLES] String[] EMPTY_STRING_ARRAY values String comment boolean Map mapping long recordNumber serialVersionUID  	projects/Csv2/src/main/java/org/apache/commons/csv/CSVRecord.java	0.35355339059327373	49	49	1	replace	
8	[BUG] [BUGGY] [FE] java.lang.Exception: Unexpected exception [CONTEXT] CSVRecord(final String[] values, final Map<String, Integer> mapping, [BUGGY] [BUGGY] final String comment, final long recordNumber) { this.recordNumber = recordNumber; this.values = values != null ? values : EMPTY_STRING_ARRAY; this.mapping = mapping; this.comment = comment; } [CLASS] CSVRecord [METHOD] <init> [RETURN_TYPE] String,long)  String[] values Integer> mapping String comment final long recordNumber [VARIABLES] String[] EMPTY_STRING_ARRAY values String comment boolean Map mapping long recordNumber serialVersionUID  	projects/Csv2/src/main/java/org/apache/commons/csv/CSVRecord.java	0.35355339059327373	49	49	1	add	
9	[BUG] [BUGGY] this.recordNumber = recordNumber; [FE] java.lang.Exception: Unexpected exception [CONTEXT] CSVRecord(final String[] values, final Map<String, Integer> mapping, final String comment, final long recordNumber) { [BUGGY] this.recordNumber = recordNumber; [BUGGY] this.values = values != null ? values : EMPTY_STRING_ARRAY; this.mapping = mapping; this.comment = comment; } [CLASS] CSVRecord [METHOD] <init> [RETURN_TYPE] String,long)  String[] values Integer> mapping String comment final long recordNumber [VARIABLES] String[] EMPTY_STRING_ARRAY values String comment boolean Map mapping long recordNumber serialVersionUID  	projects/Csv2/src/main/java/org/apache/commons/csv/CSVRecord.java	0.35355339059327373	50	50	1	replace	
10	[BUG] [BUGGY] [FE] java.lang.Exception: Unexpected exception [CONTEXT] CSVRecord(final String[] values, final Map<String, Integer> mapping, final String comment, final long recordNumber) { [BUGGY] [BUGGY] this.recordNumber = recordNumber; this.values = values != null ? values : EMPTY_STRING_ARRAY; this.mapping = mapping; this.comment = comment; } [CLASS] CSVRecord [METHOD] <init> [RETURN_TYPE] String,long)  String[] values Integer> mapping String comment final long recordNumber [VARIABLES] String[] EMPTY_STRING_ARRAY values String comment boolean Map mapping long recordNumber serialVersionUID  	projects/Csv2/src/main/java/org/apache/commons/csv/CSVRecord.java	0.35355339059327373	50	50	1	add	
