bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
1	[BUG]  [BUGGY]    solvePhase2(tableau);  [CE]  cannot  find  symbol  [CONTEXT]  public  RealPointValuePair  doOptimize()  throws  OptimizationException  {  final  SimplexTableau  tableau  =  new  SimplexTableau(f,  constraints,  goalType,  restrictToNonNegative,  epsilon);  solvePhase1(tableau);  tableau.discardArtificialVariables();  while  (!isOptimal(tableau))  {  doIteration(tableau);  }  [BUGGY]    solvePhase2(tableau);  [BUGGY]  return  tableau.getSolution();  }  [CLASS]  SimplexSolver  [METHOD]  doOptimize  [RETURN_TYPE]  RealPointValuePair  [VARIABLES]  SimplexTableau  tableau  double  DEFAULT_EPSILON  entry  epsilon  minRatio  minValue  multiplier  pivotVal  ratio  rhs  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2886751345948129	193	193	1	replace	    solvePhase2(tableau);		non-compiled	[CE]  cannot  find  symbol	10	None
2	[BUG]  [BUGGY]    solvePhase2(tableau);  tableau.setOptimize(true);  [CE]  cannot  find  symbol  [CONTEXT]  public  RealPointValuePair  doOptimize()  throws  OptimizationException  {  final  SimplexTableau  tableau  =  new  SimplexTableau(f,  constraints,  goalType,  restrictToNonNegative,  epsilon);  solvePhase1(tableau);  tableau.discardArtificialVariables();  while  (!isOptimal(tableau))  {  doIteration(tableau);  }  [BUGGY]    solvePhase2(tableau);  tableau.setOptimize(true);  [BUGGY]  return  tableau.getSolution();  }  [CLASS]  SimplexSolver  [METHOD]  doOptimize  [RETURN_TYPE]  RealPointValuePair  [VARIABLES]  SimplexTableau  tableau  double  DEFAULT_EPSILON  entry  epsilon  minRatio  minValue  multiplier  pivotVal  ratio  rhs  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2886751345948129	193	193	1	replace	    solvePhase2(tableau);  tableau.setOptimize(true);		non-compiled	[CE]  cannot  find  symbol	10	None
3	[BUG]  [BUGGY]    solvePhase0(tableau);  [CE]  cannot  find  symbol  [CONTEXT]  public  RealPointValuePair  doOptimize()  throws  OptimizationException  {  final  SimplexTableau  tableau  =  new  SimplexTableau(f,  constraints,  goalType,  restrictToNonNegative,  epsilon);  solvePhase1(tableau);  tableau.discardArtificialVariables();  while  (!isOptimal(tableau))  {  doIteration(tableau);  }  [BUGGY]    solvePhase0(tableau);  [BUGGY]  return  tableau.getSolution();  }  [CLASS]  SimplexSolver  [METHOD]  doOptimize  [RETURN_TYPE]  RealPointValuePair  [VARIABLES]  SimplexTableau  tableau  double  DEFAULT_EPSILON  entry  epsilon  minRatio  minValue  multiplier  pivotVal  ratio  rhs  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2886751345948129	193	193	1	replace	    solvePhase0(tableau);		non-compiled	[CE]  cannot  find  symbol	10	None
4	[BUG]  [BUGGY]    solvePhase2(tabelle);  [CE]  cannot  find  symbol  tabelle  [CONTEXT]  public  RealPointValuePair  doOptimize()  throws  OptimizationException  {  final  SimplexTableau  tableau  =  new  SimplexTableau(f,  constraints,  goalType,  restrictToNonNegative,  epsilon);  solvePhase1(tableau);  tableau.discardArtificialVariables();  while  (!isOptimal(tableau))  {  doIteration(tableau);  }  [BUGGY]    solvePhase2(tabelle);  [BUGGY]  return  tableau.getSolution();  }  [CLASS]  SimplexSolver  [METHOD]  doOptimize  [RETURN_TYPE]  RealPointValuePair  [VARIABLES]  SimplexTableau  tableau  double  DEFAULT_EPSILON  entry  epsilon  minRatio  minValue  multiplier  pivotVal  ratio  rhs  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2886751345948129	193	193	1	replace	    solvePhase2(tabelle);		non-compiled	[CE]  cannot  find  symbol  tabelle	10	None
5	[BUG]  [BUGGY]    solvePhase2(tableau);  table.setOptimize(true);  [CE]  cannot  find  symbol  [CONTEXT]  public  RealPointValuePair  doOptimize()  throws  OptimizationException  {  final  SimplexTableau  tableau  =  new  SimplexTableau(f,  constraints,  goalType,  restrictToNonNegative,  epsilon);  solvePhase1(tableau);  tableau.discardArtificialVariables();  while  (!isOptimal(tableau))  {  doIteration(tableau);  }  [BUGGY]    solvePhase2(tableau);  table.setOptimize(true);  [BUGGY]  return  tableau.getSolution();  }  [CLASS]  SimplexSolver  [METHOD]  doOptimize  [RETURN_TYPE]  RealPointValuePair  [VARIABLES]  SimplexTableau  tableau  double  DEFAULT_EPSILON  entry  epsilon  minRatio  minValue  multiplier  pivotVal  ratio  rhs  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.2886751345948129	193	193	1	replace	    solvePhase2(tableau);  table.setOptimize(true);		non-compiled	[CE]  cannot  find  symbol	10	None
11	[BUG]  [BUGGY]  throw  new  NoFosibleSolutionException( " ");  [CE]  cannot  find  symbol  [CONTEXT]  protected  void  solvePhase1(final  SimplexTableau  tableau)  throws  OptimizationException  {  if  (tableau.getNumArtificialVariables()  ==  0)  {  [BUGGY]  throw  new  NoFosibleSolutionException( " ");  [BUGGY]  }  while  (!isPhase1Solved(tableau))  {  doIteration(tableau);  }  if  (!MathUtils.equals(tableau.getEntry(0,  tableau.getRhsOffset()),  0,  epsilon))  {  throw  new  NoFeasibleSolutionException();  }  [CLASS]  SimplexSolver  [METHOD]  solvePhase1  [RETURN_TYPE]  void  SimplexTableau  tableau  [VARIABLES]  SimplexTableau  tableau  double  DEFAULT_EPSILON  entry  epsilon  minRatio  minValue  multiplier  pivotVal  ratio  rhs  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.5773502691896258	169	169	1	replace	throw  new  NoFosibleSolutionException( " ");	return;  	non-compiled	[CE]  cannot  find  symbol	1	None
12	[BUG]  [BUGGY]  throw  new  NoFasibleSolutionException( " ");  [CE]  cannot  find  symbol  [CONTEXT]  protected  void  solvePhase1(final  SimplexTableau  tableau)  throws  OptimizationException  {  if  (tableau.getNumArtificialVariables()  ==  0)  {  [BUGGY]  throw  new  NoFasibleSolutionException( " ");  [BUGGY]  }  while  (!isPhase1Solved(tableau))  {  doIteration(tableau);  }  if  (!MathUtils.equals(tableau.getEntry(0,  tableau.getRhsOffset()),  0,  epsilon))  {  throw  new  NoFeasibleSolutionException();  }  [CLASS]  SimplexSolver  [METHOD]  solvePhase1  [RETURN_TYPE]  void  SimplexTableau  tableau  [VARIABLES]  SimplexTableau  tableau  double  DEFAULT_EPSILON  entry  epsilon  minRatio  minValue  multiplier  pivotVal  ratio  rhs  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.5773502691896258	169	169	1	replace	throw  new  NoFasibleSolutionException( " ");	return;  	non-compiled	[CE]  cannot  find  symbol	1	None
13	[BUG]  [BUGGY]  throw  new  NoFasibleSolutionException();  [CE]  cannot  find  symbol  [CONTEXT]  protected  void  solvePhase1(final  SimplexTableau  tableau)  throws  OptimizationException  {  if  (tableau.getNumArtificialVariables()  ==  0)  {  [BUGGY]  throw  new  NoFasibleSolutionException();  [BUGGY]  }  while  (!isPhase1Solved(tableau))  {  doIteration(tableau);  }  if  (!MathUtils.equals(tableau.getEntry(0,  tableau.getRhsOffset()),  0,  epsilon))  {  throw  new  NoFeasibleSolutionException();  }  [CLASS]  SimplexSolver  [METHOD]  solvePhase1  [RETURN_TYPE]  void  SimplexTableau  tableau  [VARIABLES]  SimplexTableau  tableau  double  DEFAULT_EPSILON  entry  epsilon  minRatio  minValue  multiplier  pivotVal  ratio  rhs  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.5773502691896258	169	169	1	replace	throw  new  NoFasibleSolutionException();	return;  	non-compiled	[CE]  cannot  find  symbol	1	None
14	[BUG]  [BUGGY]  throw  new  NoFosibleSolutionException();  [CE]  cannot  find  symbol  [CONTEXT]  protected  void  solvePhase1(final  SimplexTableau  tableau)  throws  OptimizationException  {  if  (tableau.getNumArtificialVariables()  ==  0)  {  [BUGGY]  throw  new  NoFosibleSolutionException();  [BUGGY]  }  while  (!isPhase1Solved(tableau))  {  doIteration(tableau);  }  if  (!MathUtils.equals(tableau.getEntry(0,  tableau.getRhsOffset()),  0,  epsilon))  {  throw  new  NoFeasibleSolutionException();  }  [CLASS]  SimplexSolver  [METHOD]  solvePhase1  [RETURN_TYPE]  void  SimplexTableau  tableau  [VARIABLES]  SimplexTableau  tableau  double  DEFAULT_EPSILON  entry  epsilon  minRatio  minValue  multiplier  pivotVal  ratio  rhs  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.5773502691896258	169	169	1	replace	throw  new  NoFosibleSolutionException();	return;  	non-compiled	[CE]  cannot  find  symbol	1	None
15	[BUG]  [BUGGY]  [FE]  AssertionError  testMath288  [CONTEXT]  protected  void  solvePhase1(final  SimplexTableau  tableau)  throws  OptimizationException  {  if  (tableau.getNumArtificialVariables()  ==  0)  {  [BUGGY]    [BUGGY]  }  while  (!isPhase1Solved(tableau))  {  doIteration(tableau);  }  if  (!MathUtils.equals(tableau.getEntry(0,  tableau.getRhsOffset()),  0,  epsilon))  {  throw  new  NoFeasibleSolutionException();  }  [CLASS]  SimplexSolver  [METHOD]  solvePhase1  [RETURN_TYPE]  void  SimplexTableau  tableau  [VARIABLES]  SimplexTableau  tableau  double  DEFAULT_EPSILON  entry  epsilon  minRatio  minValue  multiplier  pivotVal  ratio  rhs  boolean  	projects/Math82/src/main/java/org/apache/commons/math/optimization/linear/SimplexSolver.java	0.5773502691896258	169	169	1	add	  	return;  	compilable	  [FE]  AssertionError  testMath288	1	1
