bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  new  OpenMapRealVectorIterator(virtualSize,  epsilon,  virtualSize);  [CE]  illegal  start  of  expression  [FE]              java.lang.AssertionError:  entry  #0      [CONTEXT]      public  OpenMapRealVector(OpenMapRealVector  v)  {  virtualSize  =  v.getDimension();  entries  =  new  OpenIntToDoubleHashMap(v.getEntries());  epsilon  =  v.epsilon;      [BUGGY]  new  OpenMapRealVectorIterator(virtualSize,  epsilon,  virtualSize);  [BUGGY]        [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  <init>  [RETURN_TYPE]  OpenMapRealVector)  OpenMapRealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  epsilon  value  Iterator  iter  OpenMapRealVector  v  OpenIntToDoubleHashMap  entries  long  serialVersionUID  int  dimension  expectedSize  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.4472135954999579	183	183	3	replace	new  OpenMapRealVectorIterator(virtualSize,  epsilon,  virtualSize);	  new    OpenMapRealVectorIterator(entrySize,    virtualSize,    epsilon);    	non-compiled	[CE]  illegal  start  of  expression	96	None	replace
2	[BUG]  [BUGGY]  new  OpenMapRealVectorIterator(virtualSize,  v,  epsilon);  [CE]  illegal  start  of  expression  [FE]                java.lang.AssertionError:  entry  #0      [CONTEXT]      public  OpenMapRealVector(OpenMapRealVector  v)  {  virtualSize  =  v.getDimension();  entries  =  new  OpenIntToDoubleHashMap(v.getEntries());  epsilon  =  v.epsilon;      [BUGGY]  new  OpenMapRealVectorIterator(virtualSize,  v,  epsilon);  [BUGGY]        [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  <init>  [RETURN_TYPE]  OpenMapRealVector)  OpenMapRealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  epsilon  value  Iterator  iter  OpenMapRealVector  v  OpenIntToDoubleHashMap  entries  long  serialVersionUID  int  dimension  expectedSize  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.4472135954999579	183	183	3	replace	new  OpenMapRealVectorIterator(virtualSize,  v,  epsilon);	  new    OpenMapRealVectorIterator(entrySize,    virtualSize,    epsilon);    	non-compiled	[CE]  illegal  start  of  expression	96	None	replace
3	[BUG]  [BUGGY]  Iterator  <  Map.Entry  <  String,  Object>  iter  =  this.entries.iterator();  [CE]  illegal  start  of  expression  [FE]                    java.lang.AssertionError:  entry  #0      [CONTEXT]      public  OpenMapRealVector(OpenMapRealVector  v)  {  virtualSize  =  v.getDimension();  entries  =  new  OpenIntToDoubleHashMap(v.getEntries());  epsilon  =  v.epsilon;      [BUGGY]  Iterator  <  Map.Entry  <  String,  Object>  iter  =  this.entries.iterator();  [BUGGY]        [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  <init>  [RETURN_TYPE]  OpenMapRealVector)  OpenMapRealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  epsilon  value  Iterator  iter  OpenMapRealVector  v  OpenIntToDoubleHashMap  entries  long  serialVersionUID  int  dimension  expectedSize  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.4472135954999579	183	183	3	replace	Iterator  <  Map.Entry  <  String,  Object>  iter  =  this.entries.iterator();	  Iterator    <    Map.Entry    <    String,    Object>    iter    =    entries.iterator();    	non-compiled	[CE]  illegal  start  of  expression	90	None	replace
4	[BUG]  [BUGGY]  Iterator  <  Map.Entry  <  String,  Object>  iter  =  virtualSize.iterator();  [CE]  illegal  start  of  expression  [FE]                      java.lang.AssertionError:  entry  #0      [CONTEXT]      public  OpenMapRealVector(OpenMapRealVector  v)  {  virtualSize  =  v.getDimension();  entries  =  new  OpenIntToDoubleHashMap(v.getEntries());  epsilon  =  v.epsilon;      [BUGGY]  Iterator  <  Map.Entry  <  String,  Object>  iter  =  virtualSize.iterator();  [BUGGY]        [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  <init>  [RETURN_TYPE]  OpenMapRealVector)  OpenMapRealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  epsilon  value  Iterator  iter  OpenMapRealVector  v  OpenIntToDoubleHashMap  entries  long  serialVersionUID  int  dimension  expectedSize  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.4472135954999579	183	183	3	replace	Iterator  <  Map.Entry  <  String,  Object>  iter  =  virtualSize.iterator();	  Iterator    <    Map.Entry    <    String,    Object>    iter    =    entries.iterator();    	non-compiled	[CE]  illegal  start  of  expression	90	None	replace
5	[BUG]  [BUGGY]  Iterator  <  Map.Entry  <  String,  Object>  iter  =  v.entrySet().iterator();  [CE]  illegal  start  of  expression  [FE]                        java.lang.AssertionError:  entry  #0      [CONTEXT]      public  OpenMapRealVector(OpenMapRealVector  v)  {  virtualSize  =  v.getDimension();  entries  =  new  OpenIntToDoubleHashMap(v.getEntries());  epsilon  =  v.epsilon;      [BUGGY]  Iterator  <  Map.Entry  <  String,  Object>  iter  =  v.entrySet().iterator();  [BUGGY]        [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  <init>  [RETURN_TYPE]  OpenMapRealVector)  OpenMapRealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  epsilon  value  Iterator  iter  OpenMapRealVector  v  OpenIntToDoubleHashMap  entries  long  serialVersionUID  int  dimension  expectedSize  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.4472135954999579	183	183	3	replace	Iterator  <  Map.Entry  <  String,  Object>  iter  =  v.entrySet().iterator();	  Iterator    <    Map.Entry    <    String,    Object>    iter    =    entries.iterator();    	non-compiled	[CE]  illegal  start  of  expression	90	None	replace
6	[BUG]  [BUGGY]  Iterator  <  Entry>  iter  =  virtualSize.entrySet().iterator();  [CE]  illegal  start  of  expression  [FE]            java.lang.AssertionError:  entry  #0      [CONTEXT]      public  OpenMapRealVector(OpenMapRealVector  v)  {  virtualSize  =  v.getDimension();  entries  =  new  OpenIntToDoubleHashMap(v.getEntries());  epsilon  =  v.epsilon;      [BUGGY]  Iterator  <  Entry>  iter  =  virtualSize.entrySet().iterator();  [BUGGY]      }  [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  <init>  [RETURN_TYPE]  OpenMapRealVector)  OpenMapRealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  epsilon  value  Iterator  iter  OpenMapRealVector  v  OpenIntToDoubleHashMap  entries  long  serialVersionUID  int  dimension  expectedSize  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.4472135954999579	183	183	3	replace	Iterator  <  Entry>  iter  =  virtualSize.entrySet().iterator();	  Iterator    <    Entry>    iter    =    v.entrySet().iterator();    	non-compiled	[CE]  illegal  start  of  expression	40	None	replace
7	[BUG]  [BUGGY]  Iterator  <  Entry>  iter  =  entry.entrySet().iterator();  [CE]  illegal  start  of  expression  [FE]              java.lang.AssertionError:  entry  #0      [CONTEXT]      public  OpenMapRealVector(OpenMapRealVector  v)  {  virtualSize  =  v.getDimension();  entries  =  new  OpenIntToDoubleHashMap(v.getEntries());  epsilon  =  v.epsilon;      [BUGGY]  Iterator  <  Entry>  iter  =  entry.entrySet().iterator();  [BUGGY]      }  [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  <init>  [RETURN_TYPE]  OpenMapRealVector)  OpenMapRealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  epsilon  value  Iterator  iter  OpenMapRealVector  v  OpenIntToDoubleHashMap  entries  long  serialVersionUID  int  dimension  expectedSize  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.4472135954999579	183	183	3	replace	Iterator  <  Entry>  iter  =  entry.entrySet().iterator();	  Iterator    <    Entry>    iter    =    v.entrySet().iterator();    	non-compiled	[CE]  illegal  start  of  expression	40	None	replace
8	[BUG]  [BUGGY]  for(Iterator  iter  =  entries.iterator();  iter.hasNext();)  {  OpenMapRealVector  current  =(OpenMapRealVector)iter.next();  virtualSize  +=  iter.getD  [CE]  illegal  start  of  expression  [FE]                        java.lang.AssertionError:  entry  #0      [CONTEXT]      public  OpenMapRealVector(OpenMapRealVector  v)  {  virtualSize  =  v.getDimension();  entries  =  new  OpenIntToDoubleHashMap(v.getEntries());  epsilon  =  v.epsilon;      [BUGGY]  for(Iterator  iter  =  entries.iterator();  iter.hasNext();)  {  OpenMapRealVector  current  =(OpenMapRealVector)iter.next();  virtualSize  +=  iter.getD  [BUGGY]      }  [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  <init>  [RETURN_TYPE]  OpenMapRealVector)  OpenMapRealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  epsilon  value  Iterator  iter  OpenMapRealVector  v  OpenIntToDoubleHashMap  entries  long  serialVersionUID  int  dimension  expectedSize  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.4472135954999579	183	183	3	replace	for(Iterator  iter  =  entries.iterator();  iter.hasNext();)  {  OpenMapRealVector  current  =(OpenMapRealVector)iter.next();  virtualSize  +=  iter.getD	  if(value    ==    DEFAULT_ZERO_TOLERANCE)    {    for(Iterator    iter    =    entries.iterator();    iter.hasNext();)    {    OpenMapRealVector    current    =(OpenMapRealVector)iter.next();    virtualSize    +=    iter.getD    	non-compiled	[CE]  illegal  start  of  expression	25	None	replace
9	[BUG]  [BUGGY]  if(value  ==  DEFAULT_ZERO_TOLERANCE)  {  for(Iterator  iter  =  entries.iterator();  iter.hasNext();)  {  OpenMapRealVector  current  =(OpenMapRealVector)iter.next();  virtualSize  +=  it  [CE]  illegal  start  of  expression  [FE]                          java.lang.AssertionError:  entry  #0      [CONTEXT]      public  OpenMapRealVector(OpenMapRealVector  v)  {  virtualSize  =  v.getDimension();  entries  =  new  OpenIntToDoubleHashMap(v.getEntries());  epsilon  =  v.epsilon;      [BUGGY]  if(value  ==  DEFAULT_ZERO_TOLERANCE)  {  for(Iterator  iter  =  entries.iterator();  iter.hasNext();)  {  OpenMapRealVector  current  =(OpenMapRealVector)iter.next();  virtualSize  +=  it  [BUGGY]      }  [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  <init>  [RETURN_TYPE]  OpenMapRealVector)  OpenMapRealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  epsilon  value  Iterator  iter  OpenMapRealVector  v  OpenIntToDoubleHashMap  entries  long  serialVersionUID  int  dimension  expectedSize  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.4472135954999579	183	183	3	replace	if(value  ==  DEFAULT_ZERO_TOLERANCE)  {  for(Iterator  iter  =  entries.iterator();  iter.hasNext();)  {  OpenMapRealVector  current  =(OpenMapRealVector)iter.next();  virtualSize  +=  it	  if(value    ==    DEFAULT_ZERO_TOLERANCE)    {    for(Iterator    iter    =    entries.iterator();    iter.hasNext();)    {    OpenMapRealVector    current    =(OpenMapRealVector)iter.next();    virtualSize    +=    iter.getD    	non-compiled	[CE]  illegal  start  of  expression	25	None	replace
10	[BUG]  [BUGGY]  if(value  ==  DEFAULT_ZERO_TOLERANCE)  {  for(Iterator  iter  =  entries.iterator();  iter.hasNext();)  {  OpenMapRealVector  current  =(OpenMapRealVector)iter.next();  virtualSize  +=  iter  [CE]  illegal  start  of  expression  [FE]                            java.lang.AssertionError:  entry  #0      [CONTEXT]      public  OpenMapRealVector(OpenMapRealVector  v)  {  virtualSize  =  v.getDimension();  entries  =  new  OpenIntToDoubleHashMap(v.getEntries());  epsilon  =  v.epsilon;      [BUGGY]  if(value  ==  DEFAULT_ZERO_TOLERANCE)  {  for(Iterator  iter  =  entries.iterator();  iter.hasNext();)  {  OpenMapRealVector  current  =(OpenMapRealVector)iter.next();  virtualSize  +=  iter  [BUGGY]      }  [CLASS]  OpenMapRealVector  OpenMapEntry  OpenMapSparseIterator  [METHOD]  <init>  [RETURN_TYPE]  OpenMapRealVector)  OpenMapRealVector  v  [VARIABLES]  Entry  current  boolean  double  DEFAULT_ZERO_TOLERANCE  epsilon  value  Iterator  iter  OpenMapRealVector  v  OpenIntToDoubleHashMap  entries  long  serialVersionUID  int  dimension  expectedSize  key  resize  virtualSize  	projects/Math29/src/main/java/org/apache/commons/math3/linear/OpenMapRealVector.java	0.4472135954999579	183	183	3	replace	if(value  ==  DEFAULT_ZERO_TOLERANCE)  {  for(Iterator  iter  =  entries.iterator();  iter.hasNext();)  {  OpenMapRealVector  current  =(OpenMapRealVector)iter.next();  virtualSize  +=  iter	  if(value    ==    DEFAULT_ZERO_TOLERANCE)    {    for(Iterator    iter    =    entries.iterator();    iter.hasNext();)    {    OpenMapRealVector    current    =(OpenMapRealVector)iter.next();    virtualSize    +=    iter.getD    	non-compiled	[CE]  illegal  start  of  expression	25	None	replace
