compilation error,268,add,[CE] cannot find symbol,,  properties.add(opt);
compilation error,268,add,[CE] variable properties is already defined in method processProperties(Properties),,  Properties properties = options.getProperty(option);
increase failing tests,268,add, [FE] MissingOptionException testPropertyOptionSingularValue,,  if(opt.hasArg()) { requiredOptions.add(opt); }
increase failing tests,268,add, [FE] java.lang.IndexOutOfBoundsException: Index: 0 testPropertyOptionSingularValue,,  if(opt.hasArg()) { requiredOptions.remove(0); }
compilation error,169,add,[CE] not a statement,,  cmd.addArg("--"); stopAtNonOption;
increase failing tests,293,add, [FE] UnsupportedOperationException testPropertyOptionSingularValue,,  opt.addValue(value);
compilation error,293,add,[CE] cannot find symbol,,  opt.addOption(value);
compilation error,293,add,[CE] incompatible types,,  option = options.getOption(value);
compilation error,293,add,[CE] no suitable method found for addOption(String),,  options.addOption(value);
increase failing tests,270,replace, [FE] AssertionFailedError testPropertyOptionSingularValue,if (opt.hasArg()) { ,if(!opt.hasArg()) {
compilation error,270,replace,[CE] class or interface expected,if (opt.hasArg()) { , 
compilation error,272,replace,[CE] cannot find symbol,if (opt.getValues() == null || opt.getValues().length == 0)  { ,if(option.getValues() == null || opt.getValues().length == 0) {
increase failing tests,272,replace, [FE] NullPointerException testPropertyOptionSingularValue,if (opt.getValues() == null || opt.getValues().length == 0)  { ,if(value == null || opt.getValues().length == 0) {
compilation error,272,replace,[CE] class or interface expected,if (opt.getValues() == null || opt.getValues().length == 0)  { , 
compilation error,268,replace,[CE] incompatible types,String value = properties.getProperty(option); ,String value = properties.get(option);
compilation error,268,replace,[CE] cannot find symbol,String value = properties.getProperty(option); ,String value = options.getProperty(option);
compilation error,268,replace,[CE] cannot find symbol,String value = properties.getProperty(option); ,String value = properties.getKey(option);
compilation error,272,add,[CE] cannot find symbol,,  opt.addArg(value);
compilation error,272,add,[CE] cannot find symbol,,  value = properties.getArg(option);
increase failing tests,272,add, [FE] UnsupportedOperationException testPropertyOptionSingularValue,,  opt.addValue(value);
compilation error,272,add,[CE] cannot find symbol Opt,,  Opt.addArg(value);
compilation error,272,add,[CE] cannot find symbol,,  opt = opt.getArg();
compilation error,276,replace,[CE] method addValueForProcessing in class Option cannot be applied to given types;,opt.addValueForProcessing(value); ,opt.addValueForProcessing(value, properties);
increase failing tests,276,replace, [FE] ComparisonFailure testPropertyOptionSingularValue,opt.addValueForProcessing(value); ,opt.addValue(value);
