bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  if(in!=  null)  {  ClassLoaderAwareObjectInputStream  in  =  readObject();  if(in.readObject()!=  objectData[])  {  throw  new  SerializationException( "IOException  on  closing  cloned  object  data ",  ex);  }  [CE]  [CONTEXT]  throw  new  SerializationException( "ClassNotFoundException  while  reading  cloned  object  data ",  ex);  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  while  reading  cloned  object  data ",  ex);  }  finally  {  try  {  if  (in  !=  null)  {  in.close();  }  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  on  closing  cloned  object  data  InputStream. ",  ex);  [BUGGY]  if(in!=  null)  {  ClassLoaderAwareObjectInputStream  in  =  readObject();  if(in.readObject()!=  objectData[])  {  throw  new  SerializationException( "IOException  on  closing  cloned  object  data ",  ex);  }  [BUGGY]  }  }  [CLASS]  SerializationUtils  ClassLoaderAwareObjectInputStream  [METHOD]  clone  [RETURN_TYPE]  <T  T  object  [VARIABLES]  byte[]  objectData  ClassLoaderAwareObjectInputStream  in  boolean  T  object  readObject  ByteArrayInputStream  bais  ClassLoader  classLoader  IOException  ex  ClassNotFoundException  ex  	projects/Lang13/src/main/java/org/apache/commons/lang3/SerializationUtils.java	0.7071067811865475	109	109	1	replace	if(in!=  null)  {  ClassLoaderAwareObjectInputStream  in  =  readObject();  if(in.readObject()!=  objectData[])  {  throw  new  SerializationException( "IOException  on  closing  cloned  object  data ",  ex);  }	}  	non-compiled	[CE]  	19	None	replace
2	[BUG]  [BUGGY]  if(in!=  null)  {  ClassLoaderAwareObjectInputStream  in  =  readObject();  if(in.close()!=  null)  {  in.close();  }  [CE]  illegal  start  of  expression  [CONTEXT]  throw  new  SerializationException( "ClassNotFoundException  while  reading  cloned  object  data ",  ex);  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  while  reading  cloned  object  data ",  ex);  }  finally  {  try  {  if  (in  !=  null)  {  in.close();  }  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  on  closing  cloned  object  data  InputStream. ",  ex);  [BUGGY]  if(in!=  null)  {  ClassLoaderAwareObjectInputStream  in  =  readObject();  if(in.close()!=  null)  {  in.close();  }  [BUGGY]  }  }  [CLASS]  SerializationUtils  ClassLoaderAwareObjectInputStream  [METHOD]  clone  [RETURN_TYPE]  <T  T  object  [VARIABLES]  byte[]  objectData  ClassLoaderAwareObjectInputStream  in  boolean  T  object  readObject  ByteArrayInputStream  bais  ClassLoader  classLoader  IOException  ex  ClassNotFoundException  ex  	projects/Lang13/src/main/java/org/apache/commons/lang3/SerializationUtils.java	0.7071067811865475	109	109	1	replace	if(in!=  null)  {  ClassLoaderAwareObjectInputStream  in  =  readObject();  if(in.close()!=  null)  {  in.close();  }	}  	non-compiled	[CE]  illegal  start  of  expression	19	None	replace
3	[BUG]  [BUGGY]  if(in!=  null)  {  ClassLoaderAwareObjectInputStream  in  =  readObject();  if(in.close()  ==  null)  {  in.close();  }  [CE]  illegal  start  of  expression  [CONTEXT]  throw  new  SerializationException( "ClassNotFoundException  while  reading  cloned  object  data ",  ex);  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  while  reading  cloned  object  data ",  ex);  }  finally  {  try  {  if  (in  !=  null)  {  in.close();  }  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  on  closing  cloned  object  data  InputStream. ",  ex);  [BUGGY]  if(in!=  null)  {  ClassLoaderAwareObjectInputStream  in  =  readObject();  if(in.close()  ==  null)  {  in.close();  }  [BUGGY]  }  }  [CLASS]  SerializationUtils  ClassLoaderAwareObjectInputStream  [METHOD]  clone  [RETURN_TYPE]  <T  T  object  [VARIABLES]  byte[]  objectData  ClassLoaderAwareObjectInputStream  in  boolean  T  object  readObject  ByteArrayInputStream  bais  ClassLoader  classLoader  IOException  ex  ClassNotFoundException  ex  	projects/Lang13/src/main/java/org/apache/commons/lang3/SerializationUtils.java	0.7071067811865475	109	109	1	replace	if(in!=  null)  {  ClassLoaderAwareObjectInputStream  in  =  readObject();  if(in.close()  ==  null)  {  in.close();  }	}  	non-compiled	[CE]  illegal  start  of  expression	19	None	replace
4	[BUG]  [BUGGY]  if(in!=  null)  {  ClassLoaderAwareObjectInputStream  in  =  readObject();  if(in.readObject()!=  objectData[])  {  throw  new  SerializationException( " ");  }  [CE]  [CONTEXT]  throw  new  SerializationException( "ClassNotFoundException  while  reading  cloned  object  data ",  ex);  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  while  reading  cloned  object  data ",  ex);  }  finally  {  try  {  if  (in  !=  null)  {  in.close();  }  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  on  closing  cloned  object  data  InputStream. ",  ex);  [BUGGY]  if(in!=  null)  {  ClassLoaderAwareObjectInputStream  in  =  readObject();  if(in.readObject()!=  objectData[])  {  throw  new  SerializationException( " ");  }  [BUGGY]  }  }  [CLASS]  SerializationUtils  ClassLoaderAwareObjectInputStream  [METHOD]  clone  [RETURN_TYPE]  <T  T  object  [VARIABLES]  byte[]  objectData  ClassLoaderAwareObjectInputStream  in  boolean  T  object  readObject  ByteArrayInputStream  bais  ClassLoader  classLoader  IOException  ex  ClassNotFoundException  ex  	projects/Lang13/src/main/java/org/apache/commons/lang3/SerializationUtils.java	0.7071067811865475	109	109	1	replace	if(in!=  null)  {  ClassLoaderAwareObjectInputStream  in  =  readObject();  if(in.readObject()!=  objectData[])  {  throw  new  SerializationException( " ");  }	}  	non-compiled	[CE]  	19	None	replace
5	[BUG]  [BUGGY]    [CE]  illegal  start  of  expression  [CONTEXT]  throw  new  SerializationException( "ClassNotFoundException  while  reading  cloned  object  data ",  ex);  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  while  reading  cloned  object  data ",  ex);  }  finally  {  try  {  if  (in  !=  null)  {  in.close();  }  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  on  closing  cloned  object  data  InputStream. ",  ex);  [BUGGY]    [BUGGY]  }  }  [CLASS]  SerializationUtils  ClassLoaderAwareObjectInputStream  [METHOD]  clone  [RETURN_TYPE]  <T  T  object  [VARIABLES]  byte[]  objectData  ClassLoaderAwareObjectInputStream  in  boolean  T  object  readObject  ByteArrayInputStream  bais  ClassLoader  classLoader  IOException  ex  ClassNotFoundException  ex  	projects/Lang13/src/main/java/org/apache/commons/lang3/SerializationUtils.java	0.7071067811865475	109	109	1	replace	  	}  	non-compiled	[CE]  illegal  start  of  expression	19	None	replace
12	[BUG]  [BUGGY]  [FE]  SerializationException  testPrimitiveTypeClassSerialization  [CONTEXT]  @SuppressWarnings( "unchecked ")  //  see  above  T  readObject  =  (T)  in.readObject();  return  readObject;  }  catch  (ClassNotFoundException  ex)  {  throw  new  SerializationException( "ClassNotFoundException  while  reading  cloned  object  data ",  ex);  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  while  reading  cloned  object  data ",  ex);  }  finally  {  try  {  [BUGGY]  if(in  ==  null)  {  [BUGGY]  in.close();  }  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  on  closing  cloned  object  data  InputStream. ",  ex);  }  }  }  [CLASS]  SerializationUtils  ClassLoaderAwareObjectInputStream  [METHOD]  clone  [RETURN_TYPE]  <T  T  object  [VARIABLES]  byte[]  objectData  ClassLoaderAwareObjectInputStream  in  boolean  T  object  readObject  ByteArrayInputStream  bais  ClassLoader  classLoader  IOException  ex  ClassNotFoundException  ex  	projects/Lang13/src/main/java/org/apache/commons/lang3/SerializationUtils.java	0.7071067811865475	104	104	1	add	if(in  ==  null)  {	if  (in  !=  null)  {  	compilable	  [FE]  SerializationException  testPrimitiveTypeClassSerialization	15	1
13	[BUG]  [BUGGY]  if(in  ==  null)  {  [FE]  SerializationException  testPrimitiveTypeClassSerialization  [CONTEXT]  @SuppressWarnings( "unchecked ")  //  see  above  T  readObject  =  (T)  in.readObject();  return  readObject;  }  catch  (ClassNotFoundException  ex)  {  throw  new  SerializationException( "ClassNotFoundException  while  reading  cloned  object  data ",  ex);  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  while  reading  cloned  object  data ",  ex);  }  finally  {  try  {  [BUGGY]  if(in  ==  null)  {  [BUGGY]  in.close();  }  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  on  closing  cloned  object  data  InputStream. ",  ex);  }  }  }  [CLASS]  SerializationUtils  ClassLoaderAwareObjectInputStream  [METHOD]  clone  [RETURN_TYPE]  <T  T  object  [VARIABLES]  byte[]  objectData  ClassLoaderAwareObjectInputStream  in  boolean  T  object  readObject  ByteArrayInputStream  bais  ClassLoader  classLoader  IOException  ex  ClassNotFoundException  ex  	projects/Lang13/src/main/java/org/apache/commons/lang3/SerializationUtils.java	0.7071067811865475	104	104	1	replace	if(in  ==  null)  {	if  (in  !=  null)  {  	compilable	  [FE]  SerializationException  testPrimitiveTypeClassSerialization	15	1	replace
14	[BUG]  [BUGGY]  if(in  }  null)  {  [CE]  ')'  expected  [CONTEXT]  @SuppressWarnings( "unchecked ")  //  see  above  T  readObject  =  (T)  in.readObject();  return  readObject;  }  catch  (ClassNotFoundException  ex)  {  throw  new  SerializationException( "ClassNotFoundException  while  reading  cloned  object  data ",  ex);  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  while  reading  cloned  object  data ",  ex);  }  finally  {  try  {  [BUGGY]  if(in  }  null)  {  [BUGGY]  in.close();  }  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  on  closing  cloned  object  data  InputStream. ",  ex);  }  }  }  [CLASS]  SerializationUtils  ClassLoaderAwareObjectInputStream  [METHOD]  clone  [RETURN_TYPE]  <T  T  object  [VARIABLES]  byte[]  objectData  ClassLoaderAwareObjectInputStream  in  boolean  T  object  readObject  ByteArrayInputStream  bais  ClassLoader  classLoader  IOException  ex  ClassNotFoundException  ex  	projects/Lang13/src/main/java/org/apache/commons/lang3/SerializationUtils.java	0.7071067811865475	104	104	1	replace	if(in  }  null)  {	if  (in  !=  null)  {  	non-compiled	[CE]  ')'  expected	15	None	replace
15	[BUG]  [BUGGY]    [CE]  'try'  without  'catch'  or  'finally'  [CONTEXT]  @SuppressWarnings( "unchecked ")  //  see  above  T  readObject  =  (T)  in.readObject();  return  readObject;  }  catch  (ClassNotFoundException  ex)  {  throw  new  SerializationException( "ClassNotFoundException  while  reading  cloned  object  data ",  ex);  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  while  reading  cloned  object  data ",  ex);  }  finally  {  try  {  [BUGGY]    [BUGGY]  in.close();  }  }  catch  (IOException  ex)  {  throw  new  SerializationException( "IOException  on  closing  cloned  object  data  InputStream. ",  ex);  }  }  }  [CLASS]  SerializationUtils  ClassLoaderAwareObjectInputStream  [METHOD]  clone  [RETURN_TYPE]  <T  T  object  [VARIABLES]  byte[]  objectData  ClassLoaderAwareObjectInputStream  in  boolean  T  object  readObject  ByteArrayInputStream  bais  ClassLoader  classLoader  IOException  ex  ClassNotFoundException  ex  	projects/Lang13/src/main/java/org/apache/commons/lang3/SerializationUtils.java	0.7071067811865475	104	104	1	replace	  	if  (in  !=  null)  {  	non-compiled	[CE]  'try'  without  'catch'  or  'finally'	15	None	replace
21	[BUG]  [BUGGY]    byte[]  classLoader  =  object.getClass().getClassLoader();  [CE]  incompatible  types  [CONTEXT]  public  static  <T  extends  Serializable>  T  clone(T  object)  {  if  (object  ==  null)  {  return  null;  }  byte[]  objectData  =  serialize(object);  [BUGGY]    byte[]  classLoader  =  object.getClass().getClassLoader();  [BUGGY]  ByteArrayInputStream  bais  =  new  ByteArrayInputStream(objectData);  ClassLoaderAwareObjectInputStream  in  =  null;  try  {  in  =  new  ClassLoaderAwareObjectInputStream(bais,  object.getClass().getClassLoader());      [CLASS]  SerializationUtils  ClassLoaderAwareObjectInputStream  [METHOD]  clone  [RETURN_TYPE]  <T  T  object  [VARIABLES]  byte[]  objectData  ClassLoaderAwareObjectInputStream  in  boolean  T  object  readObject  ByteArrayInputStream  bais  ClassLoader  classLoader  IOException  ex  ClassNotFoundException  ex  	projects/Lang13/src/main/java/org/apache/commons/lang3/SerializationUtils.java	0.7071067811865475	83	83	1	replace	    byte[]  classLoader  =  object.getClass().getClassLoader();		non-compiled	[CE]  incompatible  types	8	None	add
