bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] [FE] NoClassDefFoundError [CONTEXT] private final ArrayList<InputStream> deferredBlockStreams = new ArrayList<InputStream>(); [CLASS] SevenZFile  [VARIABLES] 	projects/Compress36/src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java	0.9258200997725514	82	82	12	replace	
2	[BUG] [BUGGY] [FE] NoClassDefFoundError [CONTEXT] private final ArrayList<InputStream> deferredBlockStreams = new ArrayList<InputStream>(); [CLASS] SevenZFile  [VARIABLES] 	projects/Compress36/src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java	0.9258200997725514	82	82	12	add	
3	[BUG] [BUGGY] int nid = header.readUnsignedByte(); [FE] NoClassDefFoundError [CONTEXT] private void readStreamsInfo(final DataInput header, final Archive archive) throws IOException { [BUGGY] int nid = header.readUnsignedByte(); [BUGGY]  if (nid == NID.kPackInfo) { readPackInfo(header, archive); nid = header.readUnsignedByte(); } if (nid == NID.kUnpackInfo) { readUnpackInfo(header, archive); nid = header.readUnsignedByte(); } else { [CLASS] SevenZFile [METHOD] readStreamsInfo [RETURN_TYPE] void  DataInput header Archive archive [VARIABLES] byte[] nextHeader password property sevenZSignature signature DataInput header Archive archive boolean RandomAccessFile file InputStream currentFolderInputStream inputStreamStack ArrayList deferredBlockStreams String fileName int SIGNATURE_HEADER_SIZE currentEntryIndex currentFolderIndex firstPackStreamIndex nextHeaderSizeInt nid  	projects/Compress36/src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java	0.9128709291752769	320	320	12	replace	
4	[BUG] [BUGGY] [FE] NoClassDefFoundError [CONTEXT] private void readStreamsInfo(final DataInput header, final Archive archive) throws IOException { [BUGGY] [BUGGY] int nid = header.readUnsignedByte(); if (nid == NID.kPackInfo) { readPackInfo(header, archive); nid = header.readUnsignedByte(); } if (nid == NID.kUnpackInfo) { readUnpackInfo(header, archive); nid = header.readUnsignedByte(); } else { [CLASS] SevenZFile [METHOD] readStreamsInfo [RETURN_TYPE] void  DataInput header Archive archive [VARIABLES] byte[] nextHeader password property sevenZSignature signature DataInput header Archive archive boolean RandomAccessFile file InputStream currentFolderInputStream inputStreamStack ArrayList deferredBlockStreams String fileName int SIGNATURE_HEADER_SIZE currentEntryIndex currentFolderIndex firstPackStreamIndex nextHeaderSizeInt nid  	projects/Compress36/src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java	0.9128709291752769	320	320	12	add	
5	[BUG] [BUGGY] if (nid == NID.kPackInfo) { [FE] NoClassDefFoundError [CONTEXT] private void readStreamsInfo(final DataInput header, final Archive archive) throws IOException { int nid = header.readUnsignedByte(); [BUGGY] if (nid == NID.kPackInfo) { [BUGGY] readPackInfo(header, archive); nid = header.readUnsignedByte(); } if (nid == NID.kUnpackInfo) { readUnpackInfo(header, archive); nid = header.readUnsignedByte(); } else {  archive.folders = new Folder[0]; [CLASS] SevenZFile [METHOD] readStreamsInfo [RETURN_TYPE] void  DataInput header Archive archive [VARIABLES] byte[] nextHeader password property sevenZSignature signature DataInput header Archive archive boolean RandomAccessFile file InputStream currentFolderInputStream inputStreamStack ArrayList deferredBlockStreams String fileName int SIGNATURE_HEADER_SIZE currentEntryIndex currentFolderIndex firstPackStreamIndex nextHeaderSizeInt nid  	projects/Compress36/src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java	0.9128709291752769	322	322	12	replace	
6	[BUG] [BUGGY] [FE] NoClassDefFoundError [CONTEXT] private void readStreamsInfo(final DataInput header, final Archive archive) throws IOException { int nid = header.readUnsignedByte(); [BUGGY] [BUGGY] if (nid == NID.kPackInfo) { readPackInfo(header, archive); nid = header.readUnsignedByte(); } if (nid == NID.kUnpackInfo) { readUnpackInfo(header, archive); nid = header.readUnsignedByte(); } else {  archive.folders = new Folder[0]; [CLASS] SevenZFile [METHOD] readStreamsInfo [RETURN_TYPE] void  DataInput header Archive archive [VARIABLES] byte[] nextHeader password property sevenZSignature signature DataInput header Archive archive boolean RandomAccessFile file InputStream currentFolderInputStream inputStreamStack ArrayList deferredBlockStreams String fileName int SIGNATURE_HEADER_SIZE currentEntryIndex currentFolderIndex firstPackStreamIndex nextHeaderSizeInt nid  	projects/Compress36/src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java	0.9128709291752769	322	322	12	add	
7	[BUG] [BUGGY] readPackInfo(header, archive); [FE] NoClassDefFoundError [CONTEXT] private void readStreamsInfo(final DataInput header, final Archive archive) throws IOException { int nid = header.readUnsignedByte(); if (nid == NID.kPackInfo) { [BUGGY] readPackInfo(header, archive); [BUGGY] nid = header.readUnsignedByte(); } if (nid == NID.kUnpackInfo) { readUnpackInfo(header, archive); nid = header.readUnsignedByte(); } else {  archive.folders = new Folder[0]; } [CLASS] SevenZFile [METHOD] readStreamsInfo [RETURN_TYPE] void  DataInput header Archive archive [VARIABLES] byte[] nextHeader password property sevenZSignature signature DataInput header Archive archive boolean RandomAccessFile file InputStream currentFolderInputStream inputStreamStack ArrayList deferredBlockStreams String fileName int SIGNATURE_HEADER_SIZE currentEntryIndex currentFolderIndex firstPackStreamIndex nextHeaderSizeInt nid  	projects/Compress36/src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java	0.9128709291752769	323	323	12	replace	
8	[BUG] [BUGGY] [FE] NoClassDefFoundError [CONTEXT] private void readStreamsInfo(final DataInput header, final Archive archive) throws IOException { int nid = header.readUnsignedByte(); if (nid == NID.kPackInfo) { [BUGGY] [BUGGY] readPackInfo(header, archive); nid = header.readUnsignedByte(); } if (nid == NID.kUnpackInfo) { readUnpackInfo(header, archive); nid = header.readUnsignedByte(); } else {  archive.folders = new Folder[0]; } [CLASS] SevenZFile [METHOD] readStreamsInfo [RETURN_TYPE] void  DataInput header Archive archive [VARIABLES] byte[] nextHeader password property sevenZSignature signature DataInput header Archive archive boolean RandomAccessFile file InputStream currentFolderInputStream inputStreamStack ArrayList deferredBlockStreams String fileName int SIGNATURE_HEADER_SIZE currentEntryIndex currentFolderIndex firstPackStreamIndex nextHeaderSizeInt nid  	projects/Compress36/src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java	0.9128709291752769	323	323	12	add	
9	[BUG] [BUGGY] nid = header.readUnsignedByte(); [FE] NoClassDefFoundError [CONTEXT] private void readStreamsInfo(final DataInput header, final Archive archive) throws IOException { int nid = header.readUnsignedByte(); if (nid == NID.kPackInfo) { readPackInfo(header, archive); [BUGGY] nid = header.readUnsignedByte(); [BUGGY] } if (nid == NID.kUnpackInfo) { readUnpackInfo(header, archive); nid = header.readUnsignedByte(); } else {  archive.folders = new Folder[0]; }  [CLASS] SevenZFile [METHOD] readStreamsInfo [RETURN_TYPE] void  DataInput header Archive archive [VARIABLES] byte[] nextHeader password property sevenZSignature signature DataInput header Archive archive boolean RandomAccessFile file InputStream currentFolderInputStream inputStreamStack ArrayList deferredBlockStreams String fileName int SIGNATURE_HEADER_SIZE currentEntryIndex currentFolderIndex firstPackStreamIndex nextHeaderSizeInt nid  	projects/Compress36/src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java	0.9128709291752769	324	324	12	replace	
10	[BUG] [BUGGY] [FE] NoClassDefFoundError [CONTEXT] private void readStreamsInfo(final DataInput header, final Archive archive) throws IOException { int nid = header.readUnsignedByte(); if (nid == NID.kPackInfo) { readPackInfo(header, archive); [BUGGY] [BUGGY] nid = header.readUnsignedByte(); } if (nid == NID.kUnpackInfo) { readUnpackInfo(header, archive); nid = header.readUnsignedByte(); } else {  archive.folders = new Folder[0]; }  [CLASS] SevenZFile [METHOD] readStreamsInfo [RETURN_TYPE] void  DataInput header Archive archive [VARIABLES] byte[] nextHeader password property sevenZSignature signature DataInput header Archive archive boolean RandomAccessFile file InputStream currentFolderInputStream inputStreamStack ArrayList deferredBlockStreams String fileName int SIGNATURE_HEADER_SIZE currentEntryIndex currentFolderIndex firstPackStreamIndex nextHeaderSizeInt nid  	projects/Compress36/src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java	0.9128709291752769	324	324	12	add	
