bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	action	patch
1	[BUG] [BUGGY] final long high = ((long) next(26)) << 26; [FE] AssertionError [CONTEXT] public double nextDouble() { [BUGGY] final long high = ((long) next(26)) << 26; [BUGGY] final intlow= next(26); return (high | low) * 0x1.0p-52d; } [CLASS] BitsStreamGenerator [METHOD] nextDouble [RETURN_TYPE] double  [VARIABLES] boolean double nextGaussian long high int low  	projects/Math12/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java	0.7071067811865476	87	87	3	replace	
2	[BUG] [BUGGY] [FE] AssertionError [CONTEXT] public double nextDouble() { [BUGGY] [BUGGY] final long high = ((long) next(26)) << 26; final intlow= next(26); return (high | low) * 0x1.0p-52d; } [CLASS] BitsStreamGenerator [METHOD] nextDouble [RETURN_TYPE] double  [VARIABLES] boolean double nextGaussian long high int low  	projects/Math12/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java	0.7071067811865476	87	87	3	add	
3	[BUG] [BUGGY] final intlow= next(26); [FE] AssertionError [CONTEXT] public double nextDouble() { final long high = ((long) next(26)) << 26; [BUGGY] final intlow= next(26); [BUGGY] return (high | low) * 0x1.0p-52d; } [CLASS] BitsStreamGenerator [METHOD] nextDouble [RETURN_TYPE] double  [VARIABLES] boolean double nextGaussian long high int low  	projects/Math12/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java	0.7071067811865476	88	88	3	replace	
4	[BUG] [BUGGY] [FE] AssertionError [CONTEXT] public double nextDouble() { final long high = ((long) next(26)) << 26; [BUGGY] [BUGGY] final intlow= next(26); return (high | low) * 0x1.0p-52d; } [CLASS] BitsStreamGenerator [METHOD] nextDouble [RETURN_TYPE] double  [VARIABLES] boolean double nextGaussian long high int low  	projects/Math12/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java	0.7071067811865476	88	88	3	add	
5	[BUG] [BUGGY] return (high | low) * 0x1.0p-52d; [FE] AssertionError [CONTEXT] public double nextDouble() { final long high = ((long) next(26)) << 26; final intlow= next(26); [BUGGY] return (high | low) * 0x1.0p-52d; [BUGGY] } [CLASS] BitsStreamGenerator [METHOD] nextDouble [RETURN_TYPE] double  [VARIABLES] boolean double nextGaussian long high int low  	projects/Math12/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java	0.7071067811865476	89	89	3	replace	
6	[BUG] [BUGGY] [FE] AssertionError [CONTEXT] public double nextDouble() { final long high = ((long) next(26)) << 26; final intlow= next(26); [BUGGY] [BUGGY] return (high | low) * 0x1.0p-52d; } [CLASS] BitsStreamGenerator [METHOD] nextDouble [RETURN_TYPE] double  [VARIABLES] boolean double nextGaussian long high int low  	projects/Math12/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java	0.7071067811865476	89	89	3	add	
7	[BUG] [BUGGY] if (Double.isNaN(nextGaussian)) { [FE] AssertionError [CONTEXT] public double nextGaussian() { final double random; [BUGGY] if (Double.isNaN(nextGaussian)) { [BUGGY]  final double x = nextDouble(); final double y = nextDouble(); final double alpha = 2 * FastMath.PI * x; final double r= FastMath.sqrt(-2 * FastMath.log(y)); random = r * FastMath.cos(alpha); nextGaussian = r * FastMath.sin(alpha); } else {  random = nextGaussian; [CLASS] BitsStreamGenerator [METHOD] nextGaussian [RETURN_TYPE] double  [VARIABLES] double alpha nextGaussian r random x y boolean  	projects/Math12/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java	0.7071067811865476	101	101	3	replace	
8	[BUG] [BUGGY] [FE] AssertionError [CONTEXT] public double nextGaussian() { final double random; [BUGGY] [BUGGY] if (Double.isNaN(nextGaussian)) {  final double x = nextDouble(); final double y = nextDouble(); final double alpha = 2 * FastMath.PI * x; final double r= FastMath.sqrt(-2 * FastMath.log(y)); random = r * FastMath.cos(alpha); nextGaussian = r * FastMath.sin(alpha); } else {  random = nextGaussian; [CLASS] BitsStreamGenerator [METHOD] nextGaussian [RETURN_TYPE] double  [VARIABLES] double alpha nextGaussian r random x y boolean  	projects/Math12/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java	0.7071067811865476	101	101	3	add	
9	[BUG] [BUGGY] final double x = nextDouble(); [FE] AssertionError [CONTEXT] public double nextGaussian() { final double random; if (Double.isNaN(nextGaussian)) {  [BUGGY] final double x = nextDouble(); [BUGGY] final double y = nextDouble(); final double alpha = 2 * FastMath.PI * x; final double r= FastMath.sqrt(-2 * FastMath.log(y)); random = r * FastMath.cos(alpha); nextGaussian = r * FastMath.sin(alpha); } else {  random = nextGaussian; nextGaussian = Double.NaN; } [CLASS] BitsStreamGenerator [METHOD] nextGaussian [RETURN_TYPE] double  [VARIABLES] double alpha nextGaussian r random x y boolean  	projects/Math12/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java	0.7071067811865476	103	103	3	replace	
10	[BUG] [BUGGY] [FE] AssertionError [CONTEXT] public double nextGaussian() { final double random; if (Double.isNaN(nextGaussian)) {  [BUGGY] [BUGGY] final double x = nextDouble(); final double y = nextDouble(); final double alpha = 2 * FastMath.PI * x; final double r= FastMath.sqrt(-2 * FastMath.log(y)); random = r * FastMath.cos(alpha); nextGaussian = r * FastMath.sin(alpha); } else {  random = nextGaussian; nextGaussian = Double.NaN; } [CLASS] BitsStreamGenerator [METHOD] nextGaussian [RETURN_TYPE] double  [VARIABLES] double alpha nextGaussian r random x y boolean  	projects/Math12/src/main/java/org/apache/commons/math3/random/BitsStreamGenerator.java	0.7071067811865476	103	103	3	add	
