bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number	this_action
1	[BUG]  [BUGGY]  if(pArray  ==  null)  {  if(pArray.length  ==  0)  {  return  StringUtils.newStringUtf8(encode(pArray));  }  [CE]  ';'  expected  [FE]                      ComparisonFailure      [CONTEXT]      public  String  encodeToString(byte[]  pArray)  {      [BUGGY]  if(pArray  ==  null)  {  if(pArray.length  ==  0)  {  return  StringUtils.newStringUtf8(encode(pArray));  }  [BUGGY]      return  StringUtils.newStringUtf8(encode(pArray));  }  [CLASS]  Base64  [METHOD]  encodeToString  [RETURN_TYPE]  String  byte[]  pArray  [VARIABLES]  byte[]  CHUNK_SEPARATOR  DECODE_TABLE  STANDARD_ENCODE_TABLE  URL_SAFE_ENCODE_TABLE  arrayOctet  b  base64Data  binaryData  buf  buffer  data  encodeTable  groomedData  in  lineSeparator  out  pArray  packedData  result  boolean  eof  isChunked  urlSafe  byte  PAD  b  byteToCheck  octet  int  DEFAULT_BUFFER_RESIZE_FACTOR  DEFAULT_BUFFER_SIZE  MASK_6BITS  MASK_8BITS  MIME_CHUNK_SIZE  PEM_CHUNK_SIZE  b  bAvail  bPos  bytesCopied  currentLinePos  decodeSize  encodeSize  i  inAvail  inPos  len  lineLength  maxResultSize  modulus  outAvail  outPos  pos  readPos  result  x  	projects/Codec7/src/java/org/apache/commons/codec/binary/Base64.java	0.7071067811865475	934	934	2	replace	if(pArray  ==  null)  {  if(pArray.length  ==  0)  {  return  StringUtils.newStringUtf8(encode(pArray));  }	  if(pArray.length    ==    0)    {    if(pArray    ==    null)    {    return    StringUtils.newStringUtf8(encode(pArray));    }    	non-compiled	[CE]  ';'  expected	95	None	replace
2	[BUG]  [BUGGY]  if(pArray  ==  null)  {  if(pArray  ==  null)  {  return  StringUtils.newStringUtf8(encode(pArray));  }  [CE]  ';'  expected  [FE]                        ComparisonFailure      [CONTEXT]      public  String  encodeToString(byte[]  pArray)  {      [BUGGY]  if(pArray  ==  null)  {  if(pArray  ==  null)  {  return  StringUtils.newStringUtf8(encode(pArray));  }  [BUGGY]      return  StringUtils.newStringUtf8(encode(pArray));  }  [CLASS]  Base64  [METHOD]  encodeToString  [RETURN_TYPE]  String  byte[]  pArray  [VARIABLES]  byte[]  CHUNK_SEPARATOR  DECODE_TABLE  STANDARD_ENCODE_TABLE  URL_SAFE_ENCODE_TABLE  arrayOctet  b  base64Data  binaryData  buf  buffer  data  encodeTable  groomedData  in  lineSeparator  out  pArray  packedData  result  boolean  eof  isChunked  urlSafe  byte  PAD  b  byteToCheck  octet  int  DEFAULT_BUFFER_RESIZE_FACTOR  DEFAULT_BUFFER_SIZE  MASK_6BITS  MASK_8BITS  MIME_CHUNK_SIZE  PEM_CHUNK_SIZE  b  bAvail  bPos  bytesCopied  currentLinePos  decodeSize  encodeSize  i  inAvail  inPos  len  lineLength  maxResultSize  modulus  outAvail  outPos  pos  readPos  result  x  	projects/Codec7/src/java/org/apache/commons/codec/binary/Base64.java	0.7071067811865475	934	934	2	replace	if(pArray  ==  null)  {  if(pArray  ==  null)  {  return  StringUtils.newStringUtf8(encode(pArray));  }	  if(pArray.length    ==    0)    {    if(pArray    ==    null)    {    return    StringUtils.newStringUtf8(encode(pArray));    }    	non-compiled	[CE]  ';'  expected	95	None	replace
3	[BUG]  [BUGGY]  if(c  ==  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  pArray[i];  }  [CE]  ';'  expected  [FE]                                ComparisonFailure      [CONTEXT]      public  String  encodeToString(byte[]  pArray)  {      [BUGGY]  if(c  ==  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  pArray[i];  }  [BUGGY]      return  StringUtils.newStringUtf8(encode(pArray));  }  [CLASS]  Base64  [METHOD]  encodeToString  [RETURN_TYPE]  String  byte[]  pArray  [VARIABLES]  byte[]  CHUNK_SEPARATOR  DECODE_TABLE  STANDARD_ENCODE_TABLE  URL_SAFE_ENCODE_TABLE  arrayOctet  b  base64Data  binaryData  buf  buffer  data  encodeTable  groomedData  in  lineSeparator  out  pArray  packedData  result  boolean  eof  isChunked  urlSafe  byte  PAD  b  byteToCheck  octet  int  DEFAULT_BUFFER_RESIZE_FACTOR  DEFAULT_BUFFER_SIZE  MASK_6BITS  MASK_8BITS  MIME_CHUNK_SIZE  PEM_CHUNK_SIZE  b  bAvail  bPos  bytesCopied  currentLinePos  decodeSize  encodeSize  i  inAvail  inPos  len  lineLength  maxResultSize  modulus  outAvail  outPos  pos  readPos  result  x  	projects/Codec7/src/java/org/apache/commons/codec/binary/Base64.java	0.7071067811865475	934	934	2	replace	if(c  ==  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  pArray[i];  }	  if(pArray!=    null)    {    for(int    i    =    0;    i    <    pArray.length;    i++)    {    String    c    =    pArray[i];    }    	non-compiled	[CE]  ';'  expected	176	None	replace
4	[BUG]  [BUGGY]  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  pArray[i];  }  [CE]  ';'  expected  [FE]                                  ComparisonFailure      [CONTEXT]      public  String  encodeToString(byte[]  pArray)  {      [BUGGY]  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  pArray[i];  }  [BUGGY]      return  StringUtils.newStringUtf8(encode(pArray));  }  [CLASS]  Base64  [METHOD]  encodeToString  [RETURN_TYPE]  String  byte[]  pArray  [VARIABLES]  byte[]  CHUNK_SEPARATOR  DECODE_TABLE  STANDARD_ENCODE_TABLE  URL_SAFE_ENCODE_TABLE  arrayOctet  b  base64Data  binaryData  buf  buffer  data  encodeTable  groomedData  in  lineSeparator  out  pArray  packedData  result  boolean  eof  isChunked  urlSafe  byte  PAD  b  byteToCheck  octet  int  DEFAULT_BUFFER_RESIZE_FACTOR  DEFAULT_BUFFER_SIZE  MASK_6BITS  MASK_8BITS  MIME_CHUNK_SIZE  PEM_CHUNK_SIZE  b  bAvail  bPos  bytesCopied  currentLinePos  decodeSize  encodeSize  i  inAvail  inPos  len  lineLength  maxResultSize  modulus  outAvail  outPos  pos  readPos  result  x  	projects/Codec7/src/java/org/apache/commons/codec/binary/Base64.java	0.7071067811865475	934	934	2	replace	for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  pArray[i];  }	  if(pArray!=    null)    {    for(int    i    =    0;    i    <    pArray.length;    i++)    {    String    c    =    pArray[i];    }    	non-compiled	[CE]  ';'  expected	176	None	replace
5	[BUG]  [BUGGY]  if(pArray!=  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  pArray[i].toString();  }  [CE]  ';'  expected  [FE]                                    ComparisonFailure      [CONTEXT]      public  String  encodeToString(byte[]  pArray)  {      [BUGGY]  if(pArray!=  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  pArray[i].toString();  }  [BUGGY]      return  StringUtils.newStringUtf8(encode(pArray));  }  [CLASS]  Base64  [METHOD]  encodeToString  [RETURN_TYPE]  String  byte[]  pArray  [VARIABLES]  byte[]  CHUNK_SEPARATOR  DECODE_TABLE  STANDARD_ENCODE_TABLE  URL_SAFE_ENCODE_TABLE  arrayOctet  b  base64Data  binaryData  buf  buffer  data  encodeTable  groomedData  in  lineSeparator  out  pArray  packedData  result  boolean  eof  isChunked  urlSafe  byte  PAD  b  byteToCheck  octet  int  DEFAULT_BUFFER_RESIZE_FACTOR  DEFAULT_BUFFER_SIZE  MASK_6BITS  MASK_8BITS  MIME_CHUNK_SIZE  PEM_CHUNK_SIZE  b  bAvail  bPos  bytesCopied  currentLinePos  decodeSize  encodeSize  i  inAvail  inPos  len  lineLength  maxResultSize  modulus  outAvail  outPos  pos  readPos  result  x  	projects/Codec7/src/java/org/apache/commons/codec/binary/Base64.java	0.7071067811865475	934	934	2	replace	if(pArray!=  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  pArray[i].toString();  }	  if(pArray!=    null)    {    for(int    i    =    0;    i    <    pArray.length;    i++)    {    String    c    =    pArray[i];    }    	non-compiled	[CE]  ';'  expected	176	None	replace
6	[BUG]  [BUGGY]  if(pArray  ==  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  pArray[i].toString();  }  [CE]  ';'  expected  [FE]                                      ComparisonFailure      [CONTEXT]      public  String  encodeToString(byte[]  pArray)  {      [BUGGY]  if(pArray  ==  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  pArray[i].toString();  }  [BUGGY]      return  StringUtils.newStringUtf8(encode(pArray));  }  [CLASS]  Base64  [METHOD]  encodeToString  [RETURN_TYPE]  String  byte[]  pArray  [VARIABLES]  byte[]  CHUNK_SEPARATOR  DECODE_TABLE  STANDARD_ENCODE_TABLE  URL_SAFE_ENCODE_TABLE  arrayOctet  b  base64Data  binaryData  buf  buffer  data  encodeTable  groomedData  in  lineSeparator  out  pArray  packedData  result  boolean  eof  isChunked  urlSafe  byte  PAD  b  byteToCheck  octet  int  DEFAULT_BUFFER_RESIZE_FACTOR  DEFAULT_BUFFER_SIZE  MASK_6BITS  MASK_8BITS  MIME_CHUNK_SIZE  PEM_CHUNK_SIZE  b  bAvail  bPos  bytesCopied  currentLinePos  decodeSize  encodeSize  i  inAvail  inPos  len  lineLength  maxResultSize  modulus  outAvail  outPos  pos  readPos  result  x  	projects/Codec7/src/java/org/apache/commons/codec/binary/Base64.java	0.7071067811865475	934	934	2	replace	if(pArray  ==  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  pArray[i].toString();  }	  if(pArray!=    null)    {    for(int    i    =    0;    i    <    pArray.length;    i++)    {    String    c    =    pArray[i];    }    	non-compiled	[CE]  ';'  expected	176	None	replace
7	[BUG]  [BUGGY]  if(pArray!=  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  pArray[i].toLowerCase();  }  [CE]  ';'  expected  [FE]                                        ComparisonFailure      [CONTEXT]      public  String  encodeToString(byte[]  pArray)  {      [BUGGY]  if(pArray!=  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  pArray[i].toLowerCase();  }  [BUGGY]      return  StringUtils.newStringUtf8(encode(pArray));  }  [CLASS]  Base64  [METHOD]  encodeToString  [RETURN_TYPE]  String  byte[]  pArray  [VARIABLES]  byte[]  CHUNK_SEPARATOR  DECODE_TABLE  STANDARD_ENCODE_TABLE  URL_SAFE_ENCODE_TABLE  arrayOctet  b  base64Data  binaryData  buf  buffer  data  encodeTable  groomedData  in  lineSeparator  out  pArray  packedData  result  boolean  eof  isChunked  urlSafe  byte  PAD  b  byteToCheck  octet  int  DEFAULT_BUFFER_RESIZE_FACTOR  DEFAULT_BUFFER_SIZE  MASK_6BITS  MASK_8BITS  MIME_CHUNK_SIZE  PEM_CHUNK_SIZE  b  bAvail  bPos  bytesCopied  currentLinePos  decodeSize  encodeSize  i  inAvail  inPos  len  lineLength  maxResultSize  modulus  outAvail  outPos  pos  readPos  result  x  	projects/Codec7/src/java/org/apache/commons/codec/binary/Base64.java	0.7071067811865475	934	934	2	replace	if(pArray!=  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  pArray[i].toLowerCase();  }	  if(pArray!=    null)    {    for(int    i    =    0;    i    <    pArray.length;    i++)    {    String    c    =    pArray[i];    }    	non-compiled	[CE]  ';'  expected	176	None	replace
8	[BUG]  [BUGGY]  if(pArray!=  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  string  c  =  pArray[i];  }  [CE]  ';'  expected  [FE]                                          ComparisonFailure      [CONTEXT]      public  String  encodeToString(byte[]  pArray)  {      [BUGGY]  if(pArray!=  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  string  c  =  pArray[i];  }  [BUGGY]      return  StringUtils.newStringUtf8(encode(pArray));  }  [CLASS]  Base64  [METHOD]  encodeToString  [RETURN_TYPE]  String  byte[]  pArray  [VARIABLES]  byte[]  CHUNK_SEPARATOR  DECODE_TABLE  STANDARD_ENCODE_TABLE  URL_SAFE_ENCODE_TABLE  arrayOctet  b  base64Data  binaryData  buf  buffer  data  encodeTable  groomedData  in  lineSeparator  out  pArray  packedData  result  boolean  eof  isChunked  urlSafe  byte  PAD  b  byteToCheck  octet  int  DEFAULT_BUFFER_RESIZE_FACTOR  DEFAULT_BUFFER_SIZE  MASK_6BITS  MASK_8BITS  MIME_CHUNK_SIZE  PEM_CHUNK_SIZE  b  bAvail  bPos  bytesCopied  currentLinePos  decodeSize  encodeSize  i  inAvail  inPos  len  lineLength  maxResultSize  modulus  outAvail  outPos  pos  readPos  result  x  	projects/Codec7/src/java/org/apache/commons/codec/binary/Base64.java	0.7071067811865475	934	934	2	replace	if(pArray!=  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  string  c  =  pArray[i];  }	  if(pArray!=    null)    {    for(int    i    =    0;    i    <    pArray.length;    i++)    {    String    c    =    pArray[i];    }    	non-compiled	[CE]  ';'  expected	176	None	replace
9	[BUG]  [BUGGY]  if(pArray!=  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  p[i];  }  [CE]  ';'  expected  [FE]                                            ComparisonFailure      [CONTEXT]      public  String  encodeToString(byte[]  pArray)  {      [BUGGY]  if(pArray!=  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  p[i];  }  [BUGGY]      return  StringUtils.newStringUtf8(encode(pArray));  }  [CLASS]  Base64  [METHOD]  encodeToString  [RETURN_TYPE]  String  byte[]  pArray  [VARIABLES]  byte[]  CHUNK_SEPARATOR  DECODE_TABLE  STANDARD_ENCODE_TABLE  URL_SAFE_ENCODE_TABLE  arrayOctet  b  base64Data  binaryData  buf  buffer  data  encodeTable  groomedData  in  lineSeparator  out  pArray  packedData  result  boolean  eof  isChunked  urlSafe  byte  PAD  b  byteToCheck  octet  int  DEFAULT_BUFFER_RESIZE_FACTOR  DEFAULT_BUFFER_SIZE  MASK_6BITS  MASK_8BITS  MIME_CHUNK_SIZE  PEM_CHUNK_SIZE  b  bAvail  bPos  bytesCopied  currentLinePos  decodeSize  encodeSize  i  inAvail  inPos  len  lineLength  maxResultSize  modulus  outAvail  outPos  pos  readPos  result  x  	projects/Codec7/src/java/org/apache/commons/codec/binary/Base64.java	0.7071067811865475	934	934	2	replace	if(pArray!=  null)  {  for(int  i  =  0;  i  <  pArray.length;  i++)  {  String  c  =  p[i];  }	  if(pArray!=    null)    {    for(int    i    =    0;    i    <    pArray.length;    i++)    {    String    c    =    pArray[i];    }    	non-compiled	[CE]  ';'  expected	176	None	replace
10	[BUG]  [BUGGY]  ||!parent.equals(pArray))  {  return  StringUtils.newStringUtf8(encode(pArray));  }  [CE]  ';'  expected  [FE]                    ComparisonFailure      [CONTEXT]      public  String  encodeToString(byte[]  pArray)  {      [BUGGY]  ||!parent.equals(pArray))  {  return  StringUtils.newStringUtf8(encode(pArray));  }  [BUGGY]      return  StringUtils.newStringUtf8(encode(pArray));  }  [CLASS]  Base64  [METHOD]  encodeToString  [RETURN_TYPE]  String  byte[]  pArray  [VARIABLES]  byte[]  CHUNK_SEPARATOR  DECODE_TABLE  STANDARD_ENCODE_TABLE  URL_SAFE_ENCODE_TABLE  arrayOctet  b  base64Data  binaryData  buf  buffer  data  encodeTable  groomedData  in  lineSeparator  out  pArray  packedData  result  boolean  eof  isChunked  urlSafe  byte  PAD  b  byteToCheck  octet  int  DEFAULT_BUFFER_RESIZE_FACTOR  DEFAULT_BUFFER_SIZE  MASK_6BITS  MASK_8BITS  MIME_CHUNK_SIZE  PEM_CHUNK_SIZE  b  bAvail  bPos  bytesCopied  currentLinePos  decodeSize  encodeSize  i  inAvail  inPos  len  lineLength  maxResultSize  modulus  outAvail  outPos  pos  readPos  result  x  	projects/Codec7/src/java/org/apache/commons/codec/binary/Base64.java	0.7071067811865475	934	934	2	replace	||!parent.equals(pArray))  {  return  StringUtils.newStringUtf8(encode(pArray));  }	  parent    ==    null    ||!parent.equals(pArray))    {    return    StringUtils.newStringUtf8(encode(pArray));    }    else    {    System.arraycopy(pArray,    0,    pArray,    0,    pArray.length    	non-compiled	[CE]  ';'  expected	254	None	replace
